PLD,LCD,ASA,Porosity,Density,Pore volume,C%,H%,N%,O%,Halogen%,Metal%,Qst H2,N1bar_H2
34.04019,38.97935,4829.81,0.94838,0.127774,7.42232379,52.12765957,21.27659574,13.82978723,8.510638298,2.127659574,2.127659574,0.452872344,0.317401467
21.68948,23.99895,2278.91,0.81698,0.580351,1.407734285,46.57534247,24.65753425,9.589041096,10.95890411,5.479452055,2.739726027,1.516460752,0.067400985
10.95263,16.11532,4114.66,0.83404,0.417058,1.999817771,54.03225806,26.61290323,0,11.29032258,0,3.225806452,1.628497924,0.105379958
37.48205,44.46704,6061.87,0.96492,0.0859769,11.22301455,54.05405405,28.82882883,2.702702703,7.207207207,5.405405405,1.801801802,0.370666612,0.479229015
30.29037,31.78269,3467.38,0.85922,0.355764,2.415140374,48.30508475,15.25423729,17.79661017,16.94915254,0,1.694915254,1.09995276,0.109517416
24.14539,30.79168,6217.75,0.94166,0.142031,6.629961065,53.21100917,29.35779817,4.587155963,11.00917431,0,1.834862385,0.632323272,0.297065228
20.78641,23.12555,3479.01,0.82296,0.433531,1.898272557,47.32142857,35.71428571,6.25,7.142857143,0,1.785714286,1.84777171,0.097736753
32.85983,38.66557,5239.33,0.95192,0.119866,7.941534714,51.61290323,27.95698925,9.677419355,8.602150538,0,2.150537634,0.528086801,0.343501381
19.77536,22.05378,2725.09,0.80234,0.543037,1.477505216,45.33333333,25.33333333,9.333333333,13.33333333,4,2.666666667,1.654568415,0.072842085
17.36764,23.26994,4460.07,0.88974,0.281969,3.155453259,51.19047619,21.42857143,15.47619048,9.523809524,0,2.380952381,0.983888283,0.14530602
32.62036,34.65438,3549.5,0.9431,0.192857,4.89015177,45.33333333,21.33333333,9.333333333,13.33333333,8,2.666666667,0.477649847,0.210542094
33.89278,40.49819,5153.82,0.95328,0.119742,7.9611164,48.42105263,27.36842105,9.473684211,12.63157895,0,2.105263158,0.501491714,0.345317474
24.30035,28.74297,5456.69,0.94312,0.152115,6.200046018,54.41176471,26.47058824,4.411764706,11.76470588,0,2.941176471,0.612105936,0.274018381
19.93147,21.32989,2937.73,0.8088,0.518199,1.560790353,48.68421053,19.73684211,13.15789474,10.52631579,5.263157895,2.631578947,1.650674169,0.076262623
7.49049,10.05922,3055.59,0.75844,0.748041,1.013901644,47.36842105,23.68421053,0,18.42105263,5.263157895,5.263157895,2.339014042,0.057523941
21.32118,22.42159,2952.88,0.81534,0.498834,1.634491634,40.96385542,25.30120482,14.45783133,16.86746988,0,2.409638554,1.625359629,0.079138345
31.91276,34.62334,3020.3,0.87566,0.380227,2.302992686,48.03921569,25.49019608,6.862745098,11.76470588,5.882352941,1.960784314,1.128028217,0.107107349
27.35094,28.48678,2487.47,0.81282,0.486116,1.672070041,41.2371134,25.77319588,14.43298969,16.49484536,0,2.06185567,1.448393727,0.076686395
7.43452,11.00596,3307.59,0.75634,0.670849,1.127437024,40,25.71428571,5.714285714,22.85714286,0,5.714285714,2.371531092,0.066718689
30.03969,31.50321,3529.12,0.87912,0.346274,2.538798755,49.41176471,27.05882353,8.235294118,9.411764706,3.529411765,2.352941176,1.154823481,0.120335429
36.46444,40.71925,5254.87,0.96262,0.0963437,9.991519944,49.38271605,30.86419753,7.407407407,9.87654321,0,2.469135802,0.367579215,0.425364175
31.74349,35.51058,4780.54,0.94814,0.135276,7.008929891,44.73684211,28.94736842,9.210526316,10.52631579,0,2.631578947,0.468114315,0.302929571
42.88501,49.69914,6746.06,0.97414,0.0636868,15.29579128,58.66666667,24,4,10.66666667,0,2.666666667,0.288207601,0.644223085
33.2136,34.0199,3212.38,0.86078,0.352153,2.444335275,46.59090909,34.09090909,7.954545455,9.090909091,0,2.272727273,1.283361991,0.116282664
23.82474,25.53853,2082.54,0.82364,0.60702,1.356858094,46.57534247,21.91780822,9.589041096,10.95890411,8.219178082,2.739726027,1.524170376,0.064300179
30.83895,32.83245,2173.83,0.86276,0.528448,1.63262989,48.19277108,14.45783133,8.43373494,9.638554217,16.86746988,2.409638554,1.059299225,0.073954395
40.33255,46.99824,4918.19,0.9634,0.0945742,10.18671054,47.11538462,26.92307692,6.730769231,7.692307692,3.846153846,1.923076923,0.349297336,0.430067716
28.74849,29.82052,3121.85,0.8409,0.39665,2.120005042,51.54639175,30.92783505,7.216494845,8.24742268,0,2.06185567,1.443700466,0.102650809
39.0901,44.28901,5353.03,0.96544,0.0883611,10.92607494,52.87356322,26.43678161,6.896551724,9.195402299,2.298850575,2.298850575,0.374428507,0.471130405
25.90163,30.8702,3427,0.9104,0.27713,3.285100855,46.22641509,16.98113208,6.603773585,7.547169811,20.75471698,1.886792453,0.718906936,0.145096069
30.16772,35.71257,4747.77,0.94376,0.143888,6.558990326,47.6744186,27.90697674,12.79069767,9.302325581,0,2.325581395,0.504975285,0.283518346
36.12237,43.12648,4250.52,0.96184,0.116792,8.235495582,55,18,3,8,14,2,0.352414511,0.351349377
17.46723,21.8195,2696.36,0.81166,0.543214,1.494180931,46.15384615,18.46153846,10.76923077,12.30769231,9.230769231,3.076923077,1.548730815,0.073257734
29.7481,31.93503,2961.66,0.88016,0.408413,2.155073418,48.19277108,21.68674699,8.43373494,9.638554217,9.638554217,2.409638554,1.022324106,0.09908668
37.39914,40.56543,4971.38,0.96388,0.102894,9.367698797,54.76190476,23.80952381,3.571428571,13.0952381,2.380952381,2.380952381,0.395948053,0.399580058
33.99009,35.84024,4775.93,0.91994,0.212125,4.336782557,49.46236559,17.20430108,7.52688172,17.20430108,6.451612903,2.150537634,0.679248504,0.195337299
27.07248,32.70623,4899.05,0.94054,0.155969,6.030300893,46.73913043,21.73913043,9.782608696,13.04347826,6.52173913,2.173913043,0.557699807,0.261937252
38.58771,44.05628,5018.69,0.96016,0.102154,9.399142471,46.07843137,29.41176471,8.823529412,7.843137255,0,1.960784314,0.401308535,0.40232693
23.16763,25.88335,4149.24,0.85926,0.333567,2.575974242,50.86206897,29.31034483,11.20689655,6.896551724,0,1.724137931,1.322143134,0.122568211
43.04386,49.50497,6291.69,0.97034,0.071276,13.61383916,49.57264957,32.47863248,5.982905983,10.25641026,0,1.709401709,0.326158341,0.578518433
33.09757,39.00903,4049.03,0.95292,0.144255,6.605802225,52.12765957,21.27659574,5.319148936,12.76595745,6.382978723,2.127659574,0.414716538,0.282400832
33.44742,38.86566,4787.5,0.95072,0.133036,7.14633633,47.72727273,22.72727273,7.954545455,9.090909091,6.818181818,2.272727273,0.513758829,0.30927928
21.7675,26.36773,6085.34,0.93758,0.161493,5.805700557,56.33802817,25.35211268,4.225352113,11.26760563,0,2.816901408,0.692393618,0.25954605
25.71832,32.14112,4048.21,0.9422,0.186013,5.065237376,54.44444444,20,3.333333333,8.888888889,11.11111111,2.222222222,0.54910722,0.221129382
30.28379,40.95801,5814.08,0.94558,0.136921,6.906026103,51.32743363,26.54867257,6.194690265,7.079646018,7.079646018,1.769911504,0.562681759,0.301014114
34.38425,39.35987,4583.49,0.95268,0.133497,7.136340142,45.74468085,27.65957447,7.446808511,14.89361702,2.127659574,2.127659574,0.470177352,0.3066827
38.47493,42.97854,5361,0.96474,0.0904452,10.66656937,54.76190476,23.80952381,3.571428571,13.0952381,2.380952381,2.380952381,0.374473792,0.455808085
26.24234,32.44192,4976.38,0.93316,0.160497,5.814189673,46.22641509,33.96226415,6.603773585,7.547169811,3.773584906,1.886792453,0.643611542,0.253826874
29.22066,31.20773,2426.83,0.86498,0.484297,1.786052773,50,19.14893617,7.446808511,8.510638298,12.76595745,2.127659574,1.120157236,0.082565602
31.27745,35.88262,4677.26,0.95064,0.137317,6.922959284,46.57534247,23.28767123,9.589041096,10.95890411,6.849315068,2.739726027,0.448655851,0.298313248
31.10248,36.23136,4341.42,0.94818,0.150565,6.297479494,46.57534247,16.43835616,9.589041096,10.95890411,13.69863014,2.739726027,0.433855169,0.271262738
29.78402,31.90316,3441.82,0.87012,0.350291,2.483991881,51,20,7,8,12,2,1.206621611,0.117837453
21.44309,27.25121,4466.46,0.91336,0.225797,4.045049314,41.34615385,19.23076923,14.42307692,23.07692308,0,1.923076923,0.704350742,0.178896838
24.38274,27.28498,3660.35,0.85586,0.364324,2.349172714,54.25531915,15.95744681,19.14893617,8.510638298,0,2.127659574,1.174158637,0.108674762
26.18179,32.20097,5101.82,0.94218,0.149069,6.320428795,48.86363636,27.27272727,7.954545455,9.090909091,4.545454545,2.272727273,0.59296475,0.276308602
30.99106,32.4524,2661.49,0.86972,0.44686,1.946291904,46.51162791,20.93023256,8.139534884,9.302325581,9.302325581,2.325581395,1.130562845,0.090153992
34.42815,40.14888,4879.08,0.95216,0.122674,7.761709898,52.12765957,25.53191489,7.446808511,8.510638298,4.255319149,2.127659574,0.52964673,0.34032409
21.01869,24.67304,4078.16,0.9124,0.259556,3.515233707,44.44444444,19.04761905,11.11111111,12.6984127,9.523809524,3.174603175,0.747876047,0.159019709
15.99179,21.9766,5010.88,0.89978,0.26936,3.34043659,54.05405405,24.32432432,4.054054054,10.81081081,0,2.702702703,1.117521442,0.163632176
43.23392,48.43183,6348.03,0.96908,0.0731089,13.2552945,54.20560748,31.77570093,2.803738318,9.345794393,0,1.869158879,0.346474179,0.565233292
22.74498,29.73905,4309.31,0.92666,0.198574,4.666572663,50,20,2.727272727,7.272727273,16.36363636,1.818181818,0.61309458,0.204513438
32.61838,36.15599,4747.83,0.94658,0.138405,6.839203786,52.12765957,19.14893617,13.82978723,8.510638298,4.255319149,2.127659574,0.477785366,0.290450902
32.62062,38.18275,4997.16,0.95426,0.122721,7.775849284,47.61904762,29.76190476,8.333333333,11.9047619,0,2.380952381,0.484612088,0.339633492
38.03912,41.65264,5270.17,0.96514,0.0923422,10.45177611,54.76190476,23.80952381,3.571428571,9.523809524,2.380952381,2.380952381,0.393784892,0.452835863
19.3272,21.34484,2835.73,0.80444,0.526989,1.526483475,48.68421053,22.36842105,13.15789474,10.52631579,2.631578947,2.631578947,1.728180734,0.075204849
26.63082,28.93688,3404.32,0.86174,0.378964,2.273936311,50,19.56521739,7.608695652,8.695652174,8.695652174,2.173913043,1.246960334,0.107861514
29.98846,34.52589,5005.47,0.95526,0.127428,7.496468594,52.87356322,26.43678161,6.896551724,9.195402299,2.298850575,2.298850575,0.508131539,0.325187714
29.18552,34.20409,4815.31,0.94062,0.15075,6.23960199,50,20.40816327,15.30612245,12.24489796,0,2.040816327,0.530569282,0.268492739
26.35554,28.48861,2704.4,0.8356,0.478846,1.745028673,44.73684211,26.31578947,9.210526316,10.52631579,2.631578947,2.631578947,1.479398875,0.083633119
46.61259,48.61963,5499.29,0.95158,0.116046,8.200024128,52.25225225,32.43243243,6.306306306,7.207207207,0,1.801801802,0.520530949,0.35707307
22.12986,24.70803,3032.97,0.83264,0.457599,1.819584396,44.89795918,22.44897959,7.142857143,11.2244898,12.24489796,2.040816327,1.322670699,0.086301951
28.25178,30.25609,3005.31,0.83048,0.428691,1.937246175,54,18,15,8,0,2,1.52661124,0.093436335
32.96547,38.4495,5075.95,0.95274,0.122332,7.78815028,47.61904762,29.76190476,8.333333333,9.523809524,0,2.380952381,0.509327916,0.33567127
30.50539,33.35081,3494.51,0.87778,0.333183,2.634528172,43.56435644,24.75247525,9.900990099,7.920792079,11.88118812,1.98019802,1.017593564,0.120891929
39.11258,47.31353,5789.99,0.96658,0.0876201,11.03148707,54.94505495,26.37362637,3.296703297,8.791208791,2.197802198,2.197802198,0.389734185,0.469480395
19.5897,22.69612,3994.69,0.8277,0.395158,2.094605196,46.09375,40.625,5.46875,6.25,0,1.5625,1.698812695,0.105512543
26.39035,28.72182,1975.02,0.80836,0.587101,1.376867013,50.63291139,15.18987342,16.4556962,10.12658228,5.063291139,2.53164557,1.348285041,0.062340191
10.10931,16.17446,4351.26,0.83868,0.447712,1.873257809,48.64864865,18.91891892,0,21.62162162,0,5.405405405,1.650299333,0.101302193
7.90673,12.3318,3934.35,0.78232,0.554281,1.411414066,51.1627907,16.27906977,9.302325581,18.60465116,0,4.651162791,1.932195148,0.07322035
5.50305,9.49165,2399.34,0.68462,0.824392,0.830454444,40.49586777,14.87603306,9.917355372,31.40495868,0,3.305785124,2.561977102,0.04260239
27.02506,28.31531,2641.77,0.82712,0.475068,1.741056017,42.35294118,27.05882353,11.76470588,9.411764706,7.058823529,2.352941176,1.427235923,0.081521873
35.288,37.27867,4647.76,0.94436,0.136408,6.923054366,55,16,19,8,0,2,0.445710154,0.296797803
38.28317,44.36385,6401.96,0.96834,0.0822507,11.7730305,52.05479452,24.65753425,9.589041096,10.95890411,0,2.739726027,0.347581869,0.49683728
21.8068,23.44441,3636.44,0.84012,0.414332,2.027649325,51.76470588,18.82352941,15.29411765,11.76470588,0,2.352941176,1.452460642,0.098700749
34.01296,39.16628,5291.59,0.95444,0.113764,8.389648747,48.42105263,31.57894737,9.473684211,8.421052632,0,2.105263158,0.514683426,0.364475634
17.6604,19.8403,3345.16,0.80634,0.507334,1.589367162,43.67816092,31.03448276,13.79310345,9.195402299,0,2.298850575,1.931908756,0.083572158
26.16905,27.7332,2410.3,0.8127,0.483993,1.679156517,44.33962264,22.64150943,12.26415094,18.86792453,0,1.886792453,1.597383367,0.080512616
39.02915,42.29821,4390.71,0.95426,0.12281,7.770214152,50.92592593,18.51851852,2.777777778,7.407407407,18.51851852,1.851851852,0.382027217,0.327641165
40.32744,43.61744,4147.28,0.96308,0.119594,8.052912353,53.26086957,23.91304348,3.260869565,10.86956522,6.52173913,2.173913043,0.36015226,0.339886369
37.34341,41.32109,5037.48,0.95938,0.104494,9.181197007,48.95833333,29.16666667,9.375,8.333333333,2.083333333,2.083333333,0.444963274,0.396814433
24.95566,29.15112,4329.2,0.88092,0.29297,3.006860771,46.72897196,34.57943925,9.345794393,7.476635514,0,1.869158879,1.258870923,0.145223251
22.85159,28.35443,2982.09,0.91232,0.324046,2.815402751,46.73913043,15.2173913,9.782608696,13.04347826,13.04347826,2.173913043,0.705754066,0.123530511
39.26385,40.94448,3264.86,0.8853,0.304341,2.9089081,44.54545455,20,11.81818182,18.18181818,3.636363636,1.818181818,0.968468847,0.131721109
37.42229,41.39822,5438.7,0.9646,0.0923121,10.44933438,53.93258427,25.84269663,8.988764045,8.988764045,0,2.247191011,0.385094407,0.445731639
33.44905,38.63223,4476.35,0.94826,0.142744,6.64308132,51.08695652,13.04347826,11.95652174,8.695652174,13.04347826,2.173913043,0.466382441,0.284951584
27.87382,29.55899,3471.26,0.86874,0.374586,2.319200397,50.57471264,21.83908046,12.64367816,9.195402299,3.448275862,2.298850575,1.155933488,0.109527342
28.5743,30.63416,4460.9,0.92548,0.195076,4.74420226,44.04761905,28.57142857,8.333333333,9.523809524,0,2.380952381,0.701756494,0.210292958
32.1368,36.09581,4925.54,0.9512,0.137513,6.917164195,48.7804878,21.95121951,8.536585366,9.756097561,4.87804878,2.43902439,0.540430718,0.300791099
25.09618,28.23915,3110.91,0.86228,0.422719,2.03984207,46.73913043,20.65217391,7.608695652,8.695652174,14.13043478,2.173913043,1.17799644,0.096402354
23.21343,30.50249,6369.87,0.94612,0.136696,6.921343712,57.53424658,24.65753425,4.109589041,10.95890411,0,2.739726027,0.585552585,0.30836063
8.87449,15.13619,3793.39,0.8088,0.530795,1.523752108,46.15384615,17.94871795,0,20.51282051,10.25641026,5.128205128,1.659549612,0.078270687
27.7443,29.41145,2555.44,0.82796,0.445705,1.857641265,46.59090909,31.81818182,7.954545455,11.36363636,0,2.272727273,1.594837758,0.090879505
24.67798,32.69664,4950.66,0.92304,0.19448,4.746194981,50.98039216,21.56862745,6.862745098,18.62745098,0,1.960784314,0.69567158,0.21205776
23.37492,25.3251,3948.68,0.86274,0.37002,2.331603697,46.34146341,26.82926829,8.536585366,9.756097561,0,2.43902439,1.371731334,0.115402594
30.55199,34.0401,4106.14,0.94534,0.171118,5.524491871,46.57534247,19.17808219,9.589041096,10.95890411,10.95890411,2.739726027,0.478225236,0.235471696
29.7281,33.99097,4722,0.95378,0.138735,6.874833315,48.4375,21.875,10.9375,12.5,3.125,3.125,0.446185098,0.298623639
25.81172,27.55096,2720.48,0.85396,0.457284,1.867460921,50.57471264,18.3908046,12.64367816,9.195402299,6.896551724,2.298850575,1.200958899,0.084708457
19.92791,21.48082,2818.6,0.8119,0.50858,1.596405679,48.52941176,22.05882353,14.70588235,11.76470588,0,2.941176471,1.687900439,0.079134108
34.11178,37.43986,4180.44,0.94346,0.155402,6.071093036,46.22641509,20.75471698,6.603773585,7.547169811,16.98113208,1.886792453,0.48019099,0.259482776
29.65415,31.62504,3301.31,0.87822,0.360711,2.434691484,50,22.09302326,11.62790698,9.302325581,4.651162791,2.325581395,1.087182649,0.112495289
33.25005,38.78592,3588.76,0.95296,0.162456,5.865957552,54.44444444,20,3.333333333,8.888888889,11.11111111,2.222222222,0.435340758,0.252753652
40.32801,45.58422,5151.17,0.96214,0.0929453,10.35167997,45.68965517,34.48275862,6.034482759,6.896551724,0,1.724137931,0.370454866,0.436885276
27.65171,31.82375,4116.47,0.88974,0.279437,3.184045062,47.11538462,30.76923077,6.730769231,7.692307692,0,1.923076923,1.0651618,0.150292616
18.95795,23.80335,4241.58,0.8929,0.284835,3.134797339,41.11111111,20,14.44444444,22.22222222,0,2.222222222,0.906404424,0.141637209
30.58977,36.66121,5175.45,0.94526,0.130206,7.259726894,45.53571429,39.28571429,6.25,7.142857143,0,1.785714286,0.557660609,0.314953654
33.41237,35.89892,5515.81,0.93442,0.162758,5.741161725,51.54639175,35.05154639,3.092783505,8.24742268,0,2.06185567,0.664436399,0.253054393
8.34272,11.36458,3845.44,0.7868,0.576545,1.364680988,44.44444444,25,0,25,0,5.555555556,2.024776171,0.074542983
33.33803,39.99718,5619.85,0.95466,0.119813,7.96791667,54.11764706,25.88235294,3.529411765,9.411764706,4.705882353,2.352941176,0.497012278,0.35031065
25.65461,31.5305,4119.38,0.93848,0.191244,4.90723892,48.7804878,21.95121951,8.536585366,13.41463415,4.87804878,2.43902439,0.633758202,0.215676138
28.8602,30.48211,3620.79,0.9265,0.23763,3.898918487,47.43589744,23.07692308,8.974358974,10.25641026,7.692307692,2.564102564,0.677582285,0.171158241
33.60915,38.42043,3346.42,0.94652,0.191781,4.935421131,48.86363636,20.45454545,7.954545455,9.090909091,11.36363636,2.272727273,0.483634222,0.210320915
28.24589,31.10851,4730.1,0.89154,0.273428,3.260602426,50,31.91489362,7.446808511,8.510638298,0,2.127659574,1.1875526,0.156290635
30.6305,32.99812,3249.04,0.8742,0.349902,2.498413842,45.19230769,18.26923077,6.730769231,7.692307692,20.19230769,1.923076923,1.034090464,0.113809004
17.67755,19.43946,3003.76,0.80396,0.522984,1.537255442,48.68421053,25,13.15789474,10.52631579,0,2.631578947,1.8310181,0.077256418
41.81458,45.14695,4526.71,0.95662,0.113315,8.442130345,53.27868852,13.1147541,15.57377049,6.557377049,9.836065574,1.639344262,0.355213278,0.351307679
20.56633,22.0213,3752.63,0.8498,0.378063,2.247773519,55.95238095,25,7.142857143,9.523809524,0,2.380952381,1.396930464,0.111573754
37.89098,43.87712,5555.47,0.96728,0.0846565,11.42593894,54.34782609,26.08695652,5.434782609,8.695652174,0,2.173913043,0.381238599,0.493470695
33.95303,37.86665,4161.21,0.9459,0.156324,6.050894296,52.12765957,19.14893617,13.82978723,8.510638298,4.255319149,2.127659574,0.499455183,0.262324968
17.57439,19.67795,3043.04,0.7912,0.553959,1.428264547,51.96078431,15.68627451,10.78431373,7.843137255,11.76470588,1.960784314,1.821330097,0.072611255
31.65422,37.21966,5551.2,0.95802,0.105812,9.053982535,53.33333333,28.88888889,3.333333333,12.22222222,0,2.222222222,0.459304815,0.396504614
27.38222,31.76193,4243.29,0.92456,0.199049,4.644886435,55,14,19,8,2,2,0.606912785,0.201257603
23.84309,25.41354,2223.35,0.80942,0.583702,1.386700748,45.12195122,29.26829268,8.536585366,9.756097561,4.87804878,2.43902439,1.640724683,0.065810596
25.94728,32.01046,5028.47,0.93968,0.15647,6.005496261,44.79166667,29.16666667,7.291666667,16.66666667,0,2.083333333,0.589618046,0.261699695
24.74469,28.34597,2211.68,0.84432,0.598987,1.409579841,50,16.32653061,7.142857143,8.163265306,16.32653061,2.040816327,1.326314666,0.066111735
27.11439,28.83168,3843.32,0.86598,0.329345,2.62940078,47.4137931,34.48275862,6.034482759,6.896551724,3.448275862,1.724137931,1.252651985,0.123511833
22.10072,23.95655,2443.77,0.80028,0.525845,1.521893334,47.5,22.5,13.75,10,0,2.5,1.687740701,0.07439017
23.64554,25.98223,4244.36,0.91564,0.237157,3.860902271,40.57971014,21.73913043,14.49275362,20.28985507,0,2.898550725,0.697671149,0.17237157
37.87788,43.98447,5860.79,0.96874,0.0792883,12.21794388,57.14285714,22.44897959,7.142857143,11.2244898,0,2.040816327,0.343825416,0.517262589
33.99246,35.93709,3055.78,0.88044,0.371577,2.369468509,48.19277108,19.27710843,8.43373494,9.638554217,12.04819277,2.409638554,1.05723591,0.109949935
33.1177,35.42665,3004.59,0.88044,0.382213,2.303532324,47.11538462,23.07692308,6.730769231,13.46153846,7.692307692,1.923076923,1.021606286,0.104598866
40.14726,47.7092,5125.06,0.9679,0.0908711,10.6513512,50,19.56521739,7.608695652,11.95652174,8.695652174,2.173913043,0.339312628,0.447942573
33.55554,35.35494,3267.13,0.8722,0.337659,2.583079379,47.72727273,29.54545455,7.954545455,9.090909091,0,2.272727273,1.184293013,0.121454659
24.13938,28.84474,4487.24,0.89508,0.277349,3.227269613,46.37681159,28.98550725,10.14492754,11.5942029,0,2.898550725,1.00300746,0.149902651
33.87449,37.66185,4184.15,0.9068,0.241952,3.747850813,46.46464646,29.29292929,10.1010101,8.080808081,0,2.02020202,0.928752347,0.169979074
36.71659,39.86267,5855.81,0.96418,0.0903768,10.66844588,51.85185185,32.09876543,3.703703704,9.87654321,0,2.469135802,0.386212702,0.457842424
23.79602,26.30783,4324.9,0.91918,0.22865,4.020030614,42.42424242,27.27272727,10.60606061,12.12121212,0,3.03030303,0.736279763,0.177308029
24.61847,27.51912,3875.1,0.86014,0.348132,2.470729493,47.87234043,34.04255319,7.446808511,8.510638298,0,2.127659574,1.413961421,0.121638406
31.98662,34.37781,3228.86,0.86258,0.35826,2.407692737,46.15384615,25.27472527,10.98901099,15.38461538,0,2.197802198,1.266880106,0.113570427
33.72577,39.29574,6152.35,0.95888,0.10635,9.016267043,50.70422535,25.35211268,9.85915493,11.26760563,0,2.816901408,0.442440331,0.389063751
35.0267,40.3471,3791,0.94876,0.159829,5.936094201,48.86363636,13.63636364,7.954545455,9.090909091,18.18181818,2.272727273,0.445074176,0.255915593
35.71042,42.34591,5308.79,0.96126,0.0986499,9.744155848,48.35164835,29.67032967,10.98901099,8.791208791,0,2.197802198,0.422603423,0.415428016
34.06233,39.28166,4944.08,0.95156,0.12184,7.809914642,53.125,27.08333333,9.375,8.333333333,0,2.083333333,0.533416581,0.34051886
25.14067,29.01838,5435.61,0.94298,0.144739,6.515037412,51.94805195,31.16883117,3.896103896,10.38961039,0,2.597402597,0.58073056,0.286206934
21.77876,23.82997,2652.7,0.8309,0.529122,1.570337276,47.76119403,22.3880597,10.44776119,11.94029851,4.47761194,2.985074627,1.473674355,0.075490452
28.94641,34.26356,3045.4,0.92866,0.250868,3.701787394,47.87234043,21.27659574,7.446808511,8.510638298,12.76595745,2.127659574,0.562486523,0.16158935
19.85563,21.42393,2879.85,0.8048,0.518314,1.552726725,47.43589744,24.35897436,12.82051282,12.82051282,0,2.564102564,1.74805833,0.077079129
41.68848,45.00774,4672.95,0.95914,0.105462,9.094650206,55.45454545,10.90909091,17.27272727,7.272727273,7.272727273,1.818181818,0.328518687,0.383486328
21.97037,24.13387,2045.92,0.8086,0.634321,1.274748905,46.57534247,16.43835616,9.589041096,10.95890411,13.69863014,2.739726027,1.466681168,0.060249874
30.38826,32.48595,4762.03,0.90286,0.240644,3.751849205,54.34782609,28.26086957,3.260869565,8.695652174,0,2.173913043,1.021637984,0.177327557
35.19854,39.17236,5054.85,0.95844,0.11049,8.674450176,55.69620253,18.98734177,8.860759494,10.12658228,3.797468354,2.53164557,0.382631933,0.372490863
25.12564,27.62595,4475.16,0.92166,0.213296,4.321037432,46.96969697,22.72727273,15.15151515,12.12121212,0,3.03030303,0.686799036,0.19232685
33.26399,38.13864,4152.31,0.94148,0.157708,5.969766911,45.53571429,23.21428571,6.25,7.142857143,16.07142857,1.785714286,0.481212252,0.255415216
22.30855,24.60875,3409.51,0.84808,0.384049,2.208259884,50,26.74418605,11.62790698,9.302325581,0,2.325581395,1.370726366,0.106909762
39.58014,45.012,5444.54,0.9638,0.0881575,10.93270567,53.33333333,30.47619048,6.666666667,7.619047619,0,1.904761905,0.422695747,0.471091377
28.2531,30.51938,3480,0.86282,0.355455,2.42736774,47.72727273,29.54545455,7.954545455,12.5,0,2.272727273,1.284608788,0.117481837
22.00117,24.96879,3650.1,0.84646,0.412618,2.051437407,46.37681159,26.08695652,13.04347826,11.5942029,0,2.898550725,1.476201766,0.100394683
30.82239,32.00222,3977.12,0.8757,0.298692,2.931782572,57.01754386,17.54385965,16.66666667,7.01754386,0,1.754385965,1.078831005,0.135146452
23.19893,26.76478,3912.41,0.84726,0.356876,2.374101929,48.30508475,37.28813559,5.93220339,6.779661017,0,1.694915254,1.55455369,0.117257697
26.97993,35.8382,4518.05,0.91836,0.2099,4.375226298,51.06382979,27.65957447,7.446808511,11.70212766,0,2.127659574,0.807341974,0.198844118
25.03339,32.34365,3016.99,0.92044,0.294213,3.128481746,48.86363636,18.18181818,7.954545455,9.090909091,13.63636364,2.272727273,0.665166076,0.137878037
6.63974,10.59641,1433.37,0.6704,1.18699,0.564789931,50,17.0212766,7.446808511,10.63829787,12.76595745,2.127659574,2.95086113,0.03162336
31.56621,37.51561,4925.3,0.9505,0.13091,7.260713467,46.51162791,26.74418605,10.46511628,13.95348837,0,2.325581395,0.497586034,0.3141399
36.27747,41.43917,5237.83,0.9619,0.100557,9.565718945,50.63291139,25.3164557,6.329113924,15.18987342,0,2.53164557,0.360433528,0.40567115
28.97013,30.90377,3871.46,0.87336,0.320673,2.723522093,49.52380952,30.47619048,6.666666667,7.619047619,0,1.904761905,1.319321951,0.128844575
38.12106,39.17734,3574.49,0.88794,0.294787,3.01214097,44.44444444,28.88888889,7.777777778,8.888888889,0,2.222222222,1.052352818,0.138279943
22.68735,28.58339,4578.62,0.92702,0.197303,4.698458716,43.02325581,30.23255814,12.79069767,9.302325581,2.325581395,2.325581395,0.73012861,0.210279726
30.95137,32.20691,4308.85,0.89634,0.253608,3.534352229,55.68181818,26.13636364,6.818181818,9.090909091,0,2.272727273,0.981767898,0.165675471
23.7134,25.6133,2596.65,0.81706,0.496814,1.644599387,41.97530864,23.45679012,12.34567901,19.75308642,0,2.469135802,1.513165043,0.078411411
40.48074,43.44092,4211.14,0.96232,0.116706,8.245677172,54.44444444,24.44444444,3.333333333,8.888888889,6.666666667,2.222222222,0.369676428,0.351734974
12.52819,19.50964,5638.5,0.87484,0.280261,3.12151887,52.51798561,34.5323741,0,10.07194245,0,2.877697842,1.262703852,0.153491782
33.37854,38.45696,4571.95,0.9507,0.138097,6.884291476,50,15.55555556,10,8.888888889,13.33333333,2.222222222,0.453919539,0.294139786
3.98798,6.52728,335.972,0.50454,1.72521,0.292451354,44.7761194,20.89552239,10.44776119,11.94029851,8.955223881,2.985074627,5.000289958,0.014271504
15.60914,20.43328,2517.55,0.8558,0.552421,1.549180788,47.43589744,15.38461538,8.974358974,10.25641026,15.38461538,2.564102564,1.208450165,0.072262481
27.6885,30.04794,3549.2,0.86306,0.348725,2.474901427,49.48453608,15.46391753,18.55670103,14.43298969,0,2.06185567,1.087955602,0.112740521
