Polymer density (g/cm3),FFV,PLD,LCD,ASA,Porosity,Pore volume,Qst H2,log_P(MMM)_H2
1.33,0.403,4.63983,7.44488,1886.24,0.66764,0.546332362,3.457743809,0.486816744
1.306,0.166,44.7995,46.02337,3972.6,0.92034,4.201333887,0.711662767,1.268339485
1.311,0.149,5.5873,6.57451,1582.38,0.60734,0.646685648,4.353393843,1.774266251
1.09,0.26,5.36256,5.56311,718.415,0.47334,0.374756544,5.476221106,3.353371355
1.22,0.25,4.33786,8.62906,1330.97,0.64206,0.501480087,3.617796743,3.759627618
1.09,0.26,21.53913,23.02686,5192.54,0.88488,3.078228926,1.218272215,3.355563529
1.09,0.26,5.08651,7.10061,559.058,0.47504,0.410944921,4.628402181,3.337836578
1.33,0.104,4.00684,5.70065,564.198,0.51958,0.328063241,5.03005088,2.242239866
0.75,0.29,7.94106,15.02876,3670.02,0.8106,1.360304483,2.047524282,4.117911068
1.22,0.25,10.75176,14.72388,4299.72,0.8353,1.898076927,1.560071836,3.769908931
1.33,0.104,6.33455,7.14824,1027.8,0.57896,0.432111297,3.884249281,2.242616827
1.33,0.104,14.56712,20.98056,5429.73,0.87894,3.151248754,0.975397153,2.242932597
1.33,0.403,4.62391,5.6865,195.07,0.44346,0.214211187,5.600686963,0.486803698
1.386,0.1057,9.41624,12.66737,3832.78,0.81836,1.575532615,1.529174109,-1.020565542
1.306,0.166,4.18016,7.59478,1066.02,0.55046,0.488685292,4.194081358,1.268235274
1.241,0.225,3.98518,5.28754,577.759,0.54076,0.416375998,6.283287455,1.630380447
1.241,0.225,22.58163,25.24193,6045.22,0.92736,5.5224325,0.780491858,1.630416354
0.75,0.29,26.88763,30.28878,7041.75,0.94366,7.309527498,0.598744946,4.132039309
1.33,0.104,26.46414,28.12754,6543.39,0.92956,5.283241922,0.714259814,2.242978687
1.241,0.225,8.71414,11.53538,3817.14,0.7846,1.372820739,2.244175146,1.630383082
1.09,0.26,11.18033,13.68367,5276.17,0.8515,2.436881479,1.529034512,3.354996561
0.965,0.314,11.04095,11.66314,1362.13,0.6492,0.603901359,2.912208909,4.502651444
1.311,0.149,9.18624,11.11935,3028.87,0.74914,1.120269652,2.944941234,1.774433113
1.33,0.403,5.15214,5.93254,1685.67,0.63358,0.586485236,4.318861519,0.486814076
1.33,0.104,9.75711,12.78109,4850.4,0.8294,1.94838449,1.804180529,2.242897207
0.75,0.29,7.2696,11.53694,3538.96,0.7562,1.190500555,2.409990959,4.120105934
1.22,0.25,7.02568,8.26904,1757.09,0.64034,0.607193317,3.625772245,3.763001845
1.306,0.166,15.60451,22.64579,4301.44,0.90838,3.087858371,0.826070146,1.26833754
1.386,0.1057,10.36753,13.71702,4971.21,0.81,1.943061113,1.933958077,-1.020565544
1.306,0.166,6.05766,14.24977,1944.96,0.74626,0.72260201,2.266717901,1.268317533
1.44,0.2104,11.69295,18.47947,4502.99,0.84824,2.202425618,1.698359841,2.564965991
1.33,0.104,6.40962,6.76851,971.418,0.56466,0.528430785,5.143002458,2.242566036
1.33,0.104,17.41687,20.87718,5483.24,0.90424,3.859342123,1.011071546,2.242969245
1.33,0.403,6.16291,10.27528,1885.79,0.70638,0.663660193,2.517290078,0.486814706
1.33,0.403,17.63558,23.43143,6343.74,0.92078,4.937687688,0.820628465,0.486818758
1.33,0.104,9.00434,13.7348,3440.55,0.7875,1.294302112,1.887692766,2.242819609
1.306,0.166,13.99484,16.74476,6555.87,0.8939,3.758725086,1.119623865,1.268334191
1.09,0.26,19.42706,22.77015,5199,0.86454,2.847422124,1.427640993,3.356141035
0.965,0.314,7.85452,8.43698,1402.46,0.67264,0.560608081,3.983614019,4.454927482
1.311,0.149,11.08267,14.43286,6078.83,0.86912,2.84615838,1.309062377,1.77447528
1.22,0.25,4.10328,5.08195,271.555,0.47618,0.328730998,6.850960437,3.758223053
1.311,0.149,5.98673,8.88079,2498.25,0.6886,0.812905435,2.62547805,1.774375893
0.75,0.29,33.72577,39.29574,6152.35,0.95888,9.016267043,0.442440331,4.133303148
1.418,0.152,4.35736,7.59167,874.592,0.55396,0.385685442,4.071554079,2.176932634
1.386,0.1057,6.42877,8.06449,1735.19,0.64948,0.653342561,4.192923813,-1.020566299
1.306,0.166,26.00532,29.88397,6925.59,0.9404,6.825175637,0.604523409,1.268338912
1.44,0.2104,8.34272,11.36458,3845.44,0.7868,1.364680988,2.024776171,2.5647566
1.22,0.25,17.75945,20.72426,5909.15,0.90686,4.351994932,1.000844486,3.772284413
1.418,0.152,10.18861,12.50562,1427.25,0.62988,0.660597798,3.10903822,2.177395737
1.306,0.166,21.81906,22.80877,4893.83,0.8702,2.721594801,1.415289682,1.268333408
1.306,0.166,6.23971,10.39698,1291.15,0.66214,0.524363492,3.261131847,1.268283778
1.09,0.26,9.54493,11.81426,3671.26,0.80336,1.481033567,1.721888739,3.35410358
0.965,0.314,18.17171,23.57574,6661.5,0.92642,5.353636337,0.742263328,4.505789697
0.965,0.314,11.53246,15.67282,5127.36,0.85994,2.3935692,1.427385795,4.495196545
1.33,0.403,6.06561,7.01824,2322.68,0.65284,0.752941285,3.427447039,0.48681519
1.44,0.2104,4.15104,7.88297,1220.16,0.62596,0.540585355,4.647335943,2.564142845
1.386,0.1057,6.1221,8.26177,2403.46,0.6859,0.802129344,2.627276379,-1.020565706
1.09,0.26,5.9936,10.75657,3036.76,0.73026,0.961877126,2.737411893,3.353955882
0.75,0.29,5.90506,8.10936,1429.18,0.65924,0.489627974,2.961021783,4.085950678
1.33,0.403,4.36115,6.66763,2036.25,0.66286,0.634224752,4.153966888,0.486815245
1.09,0.26,14.30512,21.43221,4299.27,0.86532,2.272964873,1.053060265,3.355251659
1.306,0.166,11.27528,12.61517,4565.61,0.82596,1.947610054,1.550980382,1.268329418
1.311,0.149,4.30182,6.39565,1571.29,0.6005,0.637130547,5.162592872,1.774306798
1.44,0.2104,8.45313,10.98979,3740.05,0.77026,1.352125632,2.314982781,2.564811806
1.33,0.403,6.74513,8.35438,1218.74,0.60408,0.481292625,3.769857467,0.486816747
1.22,0.25,7.50721,11.17995,2659.73,0.74252,0.955643874,2.414924577,3.76485736
1.311,0.149,5.12647,14.73899,2592.56,0.71414,0.965307121,3.198445342,1.774311982
0.965,0.314,14.62913,17.46142,6103.82,0.86284,2.889473067,1.475681866,4.4975972
1.241,0.225,19.29703,22.2306,6528.33,0.91806,4.404327281,0.809091894,1.63041329
1.241,0.225,13.4753,20.5072,3897.7,0.8278,2.090921491,1.735284946,1.630396952
1.33,0.403,26.50098,32.09668,6957.9,0.94392,7.710189912,0.597571723,0.486819183
1.33,0.104,3.9367,8.17937,813.479,0.57986,0.362804783,3.785943532,2.241463071
1.418,0.152,24.79467,27.98637,7050.06,0.9501,8.138389454,0.536847743,2.177509564
1.418,0.152,9.99949,12.48253,3164.97,0.76646,1.251171249,2.080038844,2.177303669
1.33,0.403,6.50841,6.88683,1092.12,0.56996,0.445048295,4.503905016,0.486817794
1.33,0.104,16.99024,20.53036,3983.41,0.89228,2.503071753,0.948273478,2.242967619
1.311,0.149,17.72589,23.61011,6136.35,0.92486,5.231582044,0.817651285,1.774500002
0.75,0.29,26.58185,31.11101,7606.86,0.9555,9.516363564,0.473988513,4.132507306
1.311,0.149,3.83148,12.5822,1256.81,0.6526,0.574861482,2.922995129,1.773895131
1.418,0.152,19.37878,21.72601,3883.45,0.87052,2.361616008,1.274377719,2.177460259
1.241,0.225,13.85562,20.43698,4761.91,0.8724,2.704495713,1.285657854,1.630400506
1.33,0.104,21.32118,22.42159,2952.88,0.81534,1.634491634,1.625359629,2.242915538
1.09,0.26,5.3332,7.50726,1919.66,0.61788,0.623339834,4.021154637,3.353142624
1.09,0.26,5.31039,6.8261,2015.61,0.65738,0.647677787,4.080584064,3.354349823
1.33,0.104,6.69067,13.16192,2147.35,0.72224,0.813497315,3.383909162,2.242880648
1.418,0.152,8.20672,16.15043,3876.6,0.80934,1.68545433,1.767367511,2.177411769
1.22,0.25,10.70203,14.11602,4603.9,0.82936,2.051972279,1.936446224,3.76902113
0.75,0.29,10.78502,15.21939,4452.48,0.82748,2.049968414,1.68906774,4.119941176
1.386,0.1057,25.14305,29.14432,6057.74,0.90658,4.390345482,0.994200248,-1.020565476
1.418,0.152,11.60119,14.44233,3534.45,0.8396,1.614385645,1.512034754,2.177412762
1.386,0.1057,9.44086,13.01994,2782.33,0.74954,1.267585864,2.27468876,-1.020565729
1.44,0.2104,32.64442,37.72866,4794.3,0.94816,6.950810058,0.580987087,2.565201801
1.44,0.2104,4.37557,5.46748,861.334,0.53948,0.508645886,5.470605718,2.563438374
0.75,0.29,18.24183,22.726,6030.27,0.9201,4.806331131,0.850376764,4.131205556
1.33,0.403,13.12754,16.12696,5062.68,0.86892,2.506287929,1.286650816,0.486817998
0.75,0.29,9.83513,9.92153,2194.45,0.69922,0.992175771,3.08611026,4.111096422
1.22,0.25,6.30914,7.54763,1344.47,0.61346,0.603359758,4.010580846,3.756296919
1.22,0.25,7.90669,20.29966,4598.3,0.82692,2.00079362,2.070911301,3.768801628
1.33,0.104,11.50288,12.58218,3197.52,0.75846,1.257170893,2.808408715,2.242798551
1.241,0.225,24.66725,27.45916,7143.73,0.94834,7.95734112,0.55732031,1.630419292
1.09,0.26,38.76444,45.1332,5958.79,0.95058,8.279303918,0.570396608,3.356525939
1.22,0.25,5.9349,7.26408,1663.21,0.61874,0.666344303,4.333713796,3.770660794
1.33,0.403,4.73403,10.30484,2268.18,0.67554,0.78036485,3.144116839,0.486810355
1.09,0.26,9.23847,16.71115,4155.55,0.81764,1.800513086,1.878433071,3.355006306
1.22,0.25,6.70425,10.12176,3057.45,0.74078,1.045119985,3.080505626,3.766022521
0.965,0.314,5.93955,9.69733,2892,0.71836,0.975152851,2.800291432,4.459068605
1.09,0.26,4.93119,10.25301,2070.74,0.68658,0.759637364,3.634645907,3.343664825
0.965,0.314,21.88216,26.00372,4868.64,0.9216,3.914422967,0.750587109,4.506998544
1.306,0.166,27.74657,29.79707,3212.56,0.8589,2.234693559,1.275430897,1.268331693
1.22,0.25,19.06062,21.30077,5286.36,0.89052,3.42719915,1.144272778,3.77163253
1.33,0.403,3.82141,5.20561,454.066,0.5057,0.391945622,6.382936399,0.486812182
1.311,0.149,6.90616,7.0595,1851.69,0.67238,0.647409419,3.699086666,1.774295964
0.75,0.29,9.78864,13.25999,3750.56,0.81548,1.502106316,1.871775598,4.123361238
1.33,0.104,9.9562,16.53924,5545.95,0.86088,2.53785947,1.350819654,2.242936882
0.75,0.29,6.83704,10.81669,2565.84,0.72818,0.878565879,2.615318934,4.113428367
1.22,0.25,4.33752,7.76001,1449.58,0.60998,0.559014636,3.615936409,3.751183395
1.44,0.2104,4.35513,9.85392,2242.64,0.66214,0.776088404,4.263072545,2.564594743
1.311,0.149,13.26997,17.80978,5122.05,0.87266,2.805141871,1.33910468,1.774481512
1.22,0.25,25.95833,29.25012,7154.44,0.94998,8.044133586,0.572370516,3.773234482
1.09,0.26,5.20998,6.82532,521.764,0.45816,0.361481715,4.904378689,3.351028005
1.44,0.2104,14.85007,20.65263,6010.95,0.90992,4.185195066,0.952139521,2.56510414
1.33,0.403,5.87111,6.88083,932.255,0.53724,0.387940932,4.766246046,0.486811883
1.09,0.26,10.99131,14.01656,4831.21,0.85212,2.183568145,1.298414894,3.354948732
1.418,0.152,11.04159,11.82299,1199.36,0.65944,0.540928069,3.215232974,2.177471366
1.44,0.2104,18.95374,22.86895,4630.59,0.9161,3.426709708,0.772796878,2.565121824
1.311,0.149,11.18938,14.61923,4966.56,0.84586,2.107652593,1.538489631,1.774466099
0.965,0.314,3.92423,5.53585,1363.64,0.62358,0.503256422,4.576037616,4.469320004
1.33,0.403,9.26112,12.00638,2967.43,0.77214,1.169884275,1.926023238,0.486816113
1.306,0.166,26.57669,29.39421,6419.44,0.92816,5.37814347,0.719653399,1.268338062
1.33,0.104,15.65408,19.71662,6687.32,0.90766,4.344055556,0.988796632,2.242961689
1.241,0.225,20.65941,28.55079,7072.66,0.94312,6.705200668,0.584765345,1.630416043
1.09,0.26,22.79219,25.52997,5301.9,0.91966,4.879221158,0.754582723,3.356160367
1.306,0.166,12.0635,15.30968,4677.72,0.86014,2.462418446,1.393405078,1.268327426
1.33,0.104,4.12484,5.16081,365.45,0.45722,0.387015405,6.174935459,2.241954466
1.386,0.1057,14.52358,19.51283,5369.28,0.8847,3.012390743,0.950884989,-1.020565498
1.386,0.1057,5.39567,7.38904,1219.07,0.5702,0.518830584,4.375323096,-1.020565701
1.33,0.403,8.68369,11.65907,4944.96,0.80624,1.772602752,2.079842949,0.486816885
1.418,0.152,15.15875,18.23996,2896.96,0.8582,1.48422813,1.14528887,2.177448974
1.09,0.26,4.0295,4.93904,440.32,0.4749,0.387471036,6.643452738,3.339292942
1.241,0.225,6.59048,11.69941,1402.97,0.67536,0.522223253,2.512882507,1.6303031
1.44,0.2104,7.81351,8.36121,1307.06,0.60632,0.678146572,4.315541791,2.564251823
1.44,0.2104,4.24065,5.14726,733.99,0.52196,0.482737572,6.368583901,2.563514973
0.75,0.29,17.65817,21.59648,5656.09,0.90414,3.84202542,0.912124847,4.1283379
0.75,0.29,5.04854,5.79552,475.902,0.4525,0.298508447,4.885251633,4.115617023
0.75,0.29,16.74796,20.58132,5037.66,0.89058,2.998585859,1.14146719,4.128369618
1.33,0.403,4.95677,7.5254,3239.27,0.6945,0.918334964,3.336531077,0.486816157
1.33,0.104,30.8544,31.87356,5995.61,0.91206,5.068830411,0.923532851,2.242971024
1.22,0.25,9.09947,12.93116,4849.45,0.82212,1.884826837,1.677718884,3.768391422
1.33,0.403,6.75103,11.57819,2646.22,0.7172,0.989915888,2.571360635,0.486813687
1.418,0.152,4.27158,6.83841,1204.6,0.62548,0.538942072,4.133569388,2.176504649
1.306,0.166,4.51984,9.76128,1835.43,0.68796,0.639564179,3.429684623,1.268280636
1.09,0.26,6.47185,8.33004,2086.19,0.65498,0.765836342,4.187899263,3.352281682
0.75,0.29,12.45428,15.56554,5874.62,0.8712,2.924255342,1.234304494,4.126368723
1.418,0.152,7.09201,10.84237,3130.82,0.74252,1.094618162,2.578507109,2.177329641
1.386,0.1057,3.80128,6.35889,492.986,0.47744,0.350193639,5.289701443,-1.020566297
1.44,0.2104,24.9093,32.58152,7202.18,0.94488,7.493754412,0.610612611,2.565182837
1.386,0.1057,9.07611,10.5421,3367.6,0.73488,1.162643159,3.160065427,-1.02056558
1.418,0.152,5.51273,6.23351,2602.63,0.70158,0.761525787,3.717757157,2.17742527
0.75,0.29,4.41775,4.76295,485.717,0.47632,0.362347285,8.052717823,4.132889703
1.418,0.152,9.80022,14.38292,4952.05,0.82668,2.057385189,1.744498412,2.177426604
1.33,0.104,12.40067,20.68184,5532.88,0.87198,2.974467432,1.327409421,2.242920929
0.965,0.314,9.45715,12.49417,4661.01,0.82626,1.816638781,1.883482011,4.488062462
1.241,0.225,5.99396,7.4896,2915.32,0.71736,0.900642563,3.657932502,1.630379491
1.386,0.1057,4.83873,5.08726,624.944,0.46016,0.361499544,6.131895895,-1.020565646
1.418,0.152,4.52269,8.66619,2066.98,0.64226,0.715547841,4.512410666,2.177244736
1.22,0.25,6.73421,7.4185,882.806,0.51014,0.449134113,4.698695806,3.760710281
1.386,0.1057,19.67196,23.05026,2792.76,0.82726,1.719889562,1.322023159,-1.02056551
1.418,0.152,10.98212,11.75163,1234.42,0.65036,0.542912239,3.147577371,2.177468392
0.75,0.29,7.82076,9.85959,2749.65,0.71968,1.017723331,2.969042013,4.115749358
1.241,0.225,25.84902,32.31403,5551.64,0.93334,5.349910294,0.788497079,1.630416501
0.75,0.29,4.35866,8.62654,1105.82,0.5445,0.502000627,4.412700231,4.042631451
1.09,0.26,7.98116,12.85445,4530.48,0.80374,1.731802649,2.08327262,3.354777592
0.965,0.314,12.68051,15.05685,2754.5,0.80822,1.237037978,1.770265823,4.482746403
1.418,0.152,11.83536,14.47749,4252.67,0.8203,1.807763931,1.733249847,2.177384582
0.965,0.314,4.18602,8.84631,1706.18,0.70336,0.605306414,2.904557431,4.430739227
1.09,0.26,12.33609,16.59133,5437.98,0.8823,2.796256446,1.125428766,3.355798711
1.09,0.26,22.93237,23.6238,3288.79,0.83732,1.621726314,1.83850981,3.355034319
1.22,0.25,6.93982,9.29201,2355.95,0.67424,0.902511274,2.516372496,3.7510395
1.22,0.25,17.30971,19.55109,4988.07,0.88456,3.187442796,1.150170183,3.771853326
1.09,0.26,3.99192,4.93073,487.482,0.48902,0.38655874,6.432520382,3.352587309
1.418,0.152,9.29723,15.54653,4293.06,0.80218,1.741182089,2.057660579,2.177390714
1.386,0.1057,16.79229,21.619,5802.57,0.90788,4.098336975,0.994195777,-1.020565483
1.418,0.152,7.56874,11.13345,2850.62,0.72294,1.075709127,2.397206799,2.177201031
1.241,0.225,3.96893,6.00569,202.584,0.52692,0.465292066,5.942696164,1.630105471
1.311,0.149,5.25239,7.9765,2131.75,0.66122,0.727055613,3.853489991,1.774367987
1.33,0.104,24.13938,28.84474,4487.24,0.89508,3.227269613,1.00300746,2.242977374
1.09,0.26,5.94989,9.17575,1464.9,0.58758,0.632457271,4.663227166,3.354779995
0.965,0.314,9.3821,12.66424,5397.53,0.83252,2.033194615,1.61590605,4.491200624
0.965,0.314,10.73402,16.87141,4551.51,0.8305,1.894643668,1.917722524,4.489557167
0.965,0.314,11.54677,12.36039,1097.12,0.6806,0.492681444,2.951098063,4.499466877
1.418,0.152,16.45741,22.06497,5113.46,0.90906,3.62507477,0.768324345,2.177472849
0.965,0.314,6.19708,11.15197,2914.93,0.74134,0.984527039,2.576504614,4.469851018
1.418,0.152,19.31594,24.57614,6847.55,0.93174,5.674594232,0.689782145,2.177491194
1.241,0.225,6.65759,10.49908,2717.49,0.7146,0.922905253,2.631359014,1.630326702
1.306,0.166,11.0682,16.92314,4436.75,0.83888,2.061109965,1.563435286,1.268331879
1.241,0.225,22.28754,25.12813,6176.61,0.91644,4.451655211,0.84763595,1.630413651
1.33,0.104,19.2309,22.50817,4550.9,0.91574,3.400129955,0.751143584,2.242965816
1.418,0.152,15.75071,20.76882,5793.41,0.89994,4.021790621,1.075000265,2.177472109
1.09,0.26,3.9125,4.92581,465.067,0.5106,0.363297426,5.956458821,3.339755882
1.44,0.2104,7.94959,10.85972,4883.39,0.77914,1.630825648,2.233050302,2.564769267
1.33,0.104,4.53621,5.40564,976.915,0.5452,0.408677271,4.789215456,2.242631687
0.75,0.29,20.52132,21.92289,3867.37,0.86054,2.266433845,1.213294054,4.127665462
1.22,0.25,4.10902,5.15523,508.14,0.53648,0.36358461,5.858487448,3.722271929
1.33,0.403,11.0696,13.11081,3384.02,0.81088,1.473386984,1.577172985,0.486816855
1.09,0.26,20.05087,21.44293,2922.88,0.83176,1.802464802,1.42690028,3.355144617
0.75,0.29,38.14224,39.45324,4193.58,0.89828,3.429060051,1.07913286,4.130847371
1.22,0.25,12.11089,14.34112,2753.49,0.76352,1.145090488,1.765157669,3.766097452
1.33,0.403,13.51217,18.42751,5386.66,0.8722,2.887104355,1.328833185,0.486818244
0.75,0.29,24.29533,26.33592,3771.56,0.84766,2.19596485,1.317820844,4.127858541
1.33,0.104,5.67839,6.29148,758.172,0.52096,0.300488548,5.218598669,2.242960655
1.33,0.104,6.15356,9.22596,2741.67,0.69232,0.95632631,3.049979623,2.242511509
1.241,0.225,12.62845,15.19592,4088.14,0.81096,1.811824582,1.845487601,1.630397177
0.75,0.29,11.95333,14.36861,5002.49,0.87962,2.457773692,1.04858272,4.128090269
1.306,0.166,5.21845,6.19215,1780.51,0.62202,0.648383939,4.878778858,1.268318494
0.965,0.314,8.27985,8.50423,977.119,0.58898,0.525537155,3.495379991,4.456739091
1.386,0.1057,11.35508,22.37544,3627.3,0.83554,1.811590589,1.621151711,-1.020565523
1.44,0.2104,4.0796,4.65234,421.426,0.497,0.369962334,6.660813515,2.563941049
1.33,0.403,10.13508,12.64353,2934.28,0.7804,1.246225314,2.195969334,0.486814317
1.09,0.26,10.8267,11.26396,1333.08,0.64048,0.565350564,2.998791434,3.355520794
0.75,0.29,4.63591,6.9167,2142.22,0.6505,0.694465944,4.324945772,4.116878299
1.33,0.403,4.63008,4.9883,533.788,0.4817,0.37430745,6.35949176,0.486810155
1.386,0.1057,10.75176,14.72388,4299.72,0.8353,1.898076927,1.560071836,-1.020565524
1.241,0.225,8.74071,15.3753,3325.38,0.78776,1.343312342,1.739661258,1.63038439
1.09,0.26,4.92371,7.97392,1309.3,0.58394,0.612027791,5.667387195,3.349345031
1.44,0.2104,4.85353,5.87095,599.756,0.49236,0.34211148,4.914439606,2.562894539
1.09,0.26,4.5108,11.27344,1339.03,0.6655,0.679589938,3.955907716,3.340578433
1.418,0.152,34.04019,38.97935,4829.81,0.94838,7.42232379,0.452872344,2.177513394
1.33,0.403,11.37777,32.88181,4226.87,0.86428,2.365207682,1.452942719,0.486817855
1.09,0.26,11.05994,11.42805,1336.09,0.63804,0.584826625,2.872970332,3.355443224
1.306,0.166,4.98271,6.87089,629.45,0.48072,0.394605288,5.332240017,1.268235051
1.44,0.2104,20.32761,24.73465,5451.19,0.89958,4.235151218,0.957295611,2.565085954
1.418,0.152,11.45653,14.31776,4736.81,0.8385,2.141193655,1.694491164,2.177412617
0.75,0.29,15.2191,21.28945,5582.02,0.89762,3.47819011,0.998439951,4.128626925
1.418,0.152,4.30122,4.60907,281.671,0.39598,0.200400822,5.765947728,2.177229673
1.386,0.1057,35.86608,41.20987,6636.47,0.96692,12.57433713,0.391781071,-1.020565459
1.386,0.1057,4.13005,6.0819,1487.3,0.59992,0.610831901,4.466107576,-1.020565815
0.75,0.29,6.69949,13.26803,2155.08,0.72078,0.812183999,3.349540538,4.1139473
1.09,0.26,20.14191,23.96734,4685.46,0.86662,2.964830653,1.325939572,3.355401861
1.09,0.26,16.22568,18.90952,3709.93,0.83458,2.048054106,1.896463308,3.355094585
1.311,0.149,8.48994,13.76686,4481.45,0.80724,1.746599795,1.934770881,1.774435564
1.241,0.225,8.81282,15.66291,3979.57,0.78914,1.553871782,2.085918802,1.630387201
0.965,0.314,8.29216,15.76277,3582.05,0.77692,1.385140917,1.835262777,4.479939978
1.44,0.2104,9.57688,10.52986,745.984,0.59654,0.391291799,3.721525784,2.564828239
0.965,0.314,23.23313,26.3828,5780.62,0.9239,5.750725143,0.712948808,4.505452029
1.311,0.149,7.69666,15.91939,3347.55,0.79424,1.465109029,1.948450794,1.774453543
0.75,0.29,6.48549,7.09668,847.573,0.52214,0.424007666,4.462742282,4.109988256
0.75,0.29,10.4217,14.89983,4886.2,0.85308,2.203669165,1.449881942,4.123769191
0.965,0.314,19.09956,22.06123,6392.73,0.90376,3.710823783,0.985398288,4.499275324
0.75,0.29,17.4532,19.5692,3741.66,0.82998,1.90049414,1.776556753,4.124305127
1.241,0.225,6.10595,6.92762,1008.65,0.59186,0.411511132,4.216565774,1.630373536
1.418,0.152,32.96547,38.4495,5075.95,0.95274,7.78815028,0.509327916,2.177517701
0.965,0.314,10.78563,18.41851,5429.11,0.88066,2.673982219,1.181146144,4.501760545
0.75,0.29,7.22608,7.76352,1527.34,0.62892,0.631061824,3.884618088,4.115563307
0.75,0.29,6.68911,7.56745,1388.82,0.60116,0.558631392,3.801646552,4.104401331
0.965,0.314,4.73321,7.16113,802.611,0.52734,0.458217839,5.106187995,4.355277746
1.418,0.152,13.37154,15.7018,3678.48,0.84796,1.858628014,1.200434359,2.177443464
1.33,0.403,27.52302,28.89023,5654.39,0.90718,4.225475446,0.952411167,0.486818776
1.241,0.225,14.61122,19.13894,4238.95,0.85958,2.496761338,1.340258762,1.630400945
0.965,0.314,10.38272,12.9793,4180.15,0.80426,1.591358787,1.958696777,4.487326135
1.33,0.104,3.86596,4.87431,384.255,0.50358,0.258247478,5.392639197,2.242411727
1.33,0.403,14.99583,17.5114,2646.87,0.83212,1.202794939,1.388198516,0.486817312
1.386,0.1057,18.95379,23.17611,5078.31,0.88924,3.674272162,1.071232459,-1.020565495
1.33,0.104,8.41996,11.62058,4705.7,0.79994,1.696124912,2.041034242,2.242831437
1.22,0.25,26.42983,29.35601,6914.35,0.9489,7.891191537,0.553574349,3.773323418
1.44,0.2104,11.29465,14.04508,5562.51,0.87408,2.795928682,1.322960496,2.565075276
1.306,0.166,5.45923,9.71962,2458.67,0.70608,1.060463607,3.431782755,1.268305754
1.22,0.25,11.18777,18.95079,5625.12,0.87032,2.903912501,1.392550689,3.770399811
1.22,0.25,4.44781,6.86807,971.089,0.60056,0.389397515,2.711242363,3.737748766
1.44,0.2104,4.62746,5.2704,1532.62,0.57776,0.629956975,5.284910039,2.563939044
1.418,0.152,16.71748,20.52068,6178.6,0.9155,4.461609688,0.81142392,2.177474421
1.311,0.149,5.23411,7.25953,2259.19,0.6993,0.644284543,3.810894482,1.774387122
1.418,0.152,4.9693,7.56056,2225.05,0.6369,0.746514449,3.923920325,2.177124525
1.22,0.25,4.03539,4.24654,184.465,0.37856,0.173250833,6.870871742,3.772170339
1.386,0.1057,12.61026,15.23716,3868.34,0.86132,1.939599749,1.266101555,-1.020565522
1.311,0.149,4.49344,6.1387,1807.69,0.65712,0.699019955,4.41288716,1.774305183
0.75,0.29,4.28157,5.21032,776.798,0.5272,0.429735898,5.944335863,4.123171119
0.965,0.314,9.16908,11.02009,1137.17,0.58894,0.575924115,3.901422377,4.487198155
1.241,0.225,10.51321,18.94727,1771.4,0.7951,0.790334284,1.159657243,1.630399611
0.965,0.314,9.99848,15.52711,1685.96,0.74322,0.964864907,2.778614664,4.488837329
1.22,0.25,14.75116,21.29529,6043.54,0.90198,3.957371755,0.891256271,3.771324292
0.965,0.314,5.28696,8.43931,2164.61,0.6738,0.782383029,3.158328156,4.461135689
0.965,0.314,14.80048,22.09373,5073.88,0.8738,2.852702853,1.33854547,4.499059511
1.386,0.1057,6.16089,10.92187,3041.04,0.73592,1.006759428,3.420272108,-1.020565551
0.965,0.314,5.68179,10.36799,5086.81,0.76794,1.377376968,2.972312606,4.482515894
1.306,0.166,15.88578,18.33825,5059.89,0.87158,2.656211429,1.309138657,1.268331232
1.44,0.2104,5.36003,6.68828,1239.23,0.57056,0.537437714,4.780097803,2.564432398
1.44,0.2104,10.66252,14.1657,6209.29,0.85164,2.620721064,1.549021595,2.564991564
1.44,0.2104,11.42073,13.92024,5634.61,0.85614,2.623564707,1.478790022,2.564956419
1.311,0.149,3.86448,4.74677,212.215,0.5127,0.450939347,6.889628564,1.773518928
1.22,0.25,4.29241,4.96705,308.607,0.41458,0.280297755,6.476866259,3.740214573
1.44,0.2104,5.8597,6.79191,2100.11,0.65406,0.689795548,3.901743231,2.56458912
1.418,0.152,17.84008,20.74149,4017.44,0.83638,2.395804092,1.597261809,2.17744831
0.75,0.29,8.32661,13.59793,2502.53,0.73366,0.983318724,3.430400341,4.113817769
1.311,0.149,14.87864,15.74073,2451.32,0.73902,1.00664312,2.980458711,1.774449465
1.418,0.152,4.0026,5.10912,898.115,0.56728,0.526341183,5.717375514,2.176478547
1.311,0.149,8.92064,12.81346,3669.05,0.80054,1.413559962,1.852748374,1.7744609
0.965,0.314,5.47634,6.55951,887.688,0.5474,0.415587965,5.298952647,4.431915287
1.22,0.25,4.62522,6.19749,1077.49,0.585,0.517657886,5.064833757,3.769026034
1.311,0.149,5.73709,6.35462,806.051,0.5193,0.356285248,4.673909324,1.774383887
1.33,0.403,11.97743,14.61113,5041.39,0.8353,2.191853432,1.637882104,0.486817419
1.33,0.104,3.8004,8.91057,1543.25,0.60862,0.644264582,4.678969925,2.242430877
1.22,0.25,9.41512,13.06764,5886.42,0.83864,2.300372771,1.613886371,3.770205383
