Polymer density (g/cm3),FFV,PLD,LCD,ASA,Porosity,Pore volume,Qst H2,log_P(MMM)_H2
1.386,0.1057,16.67687,20.73716,4601.14,0.8913,2.851083431,0.863549757,-1.020565495
1.33,0.403,11.32964,19.21982,5898.82,0.88222,3.053361667,1.191829305,0.486818018
1.241,0.225,10.68538,15.66948,3908.8,0.80064,1.756721769,1.849485965,1.630389621
1.386,0.1057,8.03831,10.38134,2620.78,0.6973,0.907633073,3.016175268,-1.020565661
1.241,0.225,16.51006,19.67725,4133.11,0.8907,2.444372482,0.999969713,1.630406188
1.22,0.25,10.27105,13.79205,5112.03,0.84152,2.261299511,1.622934889,3.769585005
1.33,0.104,17.23849,23.69031,5694.75,0.89824,3.962712807,1.04895179,2.242952186
1.306,0.166,15.06432,16.24985,4434.26,0.8366,2.197640544,1.55850655,1.26832588
0.965,0.314,6.84406,12.83993,3112.25,0.73902,1.121782174,2.439006592,4.476503266
1.418,0.152,6.57625,10.39233,3203.28,0.74802,1.127140455,2.598749871,2.177259267
0.75,0.29,3.92033,4.6872,218.591,0.48568,0.392459173,7.247536001,4.054861144
1.306,0.166,15.2191,21.28945,5582.02,0.89762,3.47819011,0.998439951,1.26833491
1.22,0.25,40.13071,46.4508,5596.4,0.94998,7.6860467,0.571796869,3.773250223
1.418,0.152,9.35292,11.29089,3923.2,0.79924,1.370243947,1.766046566,2.177353141
1.306,0.166,15.28004,19.19565,5450.69,0.88508,3.144893652,1.106456448,1.268332885
1.386,0.1057,19.54382,25.99258,6229.15,0.91172,4.314935587,0.960815479,-1.020565485
0.75,0.29,15.24696,17.72646,5487.42,0.86296,2.608240973,1.280526812,4.126334913
1.33,0.104,8.64703,12.02511,3440.64,0.74956,1.196615581,2.53596226,2.242765582
1.386,0.1057,9.16824,14.49366,5266.83,0.8411,2.299331332,1.643896096,-1.020565532
1.22,0.25,16.8928,20.26214,5773.25,0.90556,3.874036903,0.995011592,3.772089226
1.22,0.25,8.55445,11.86791,3056.16,0.76186,1.132027251,2.3392627,3.766202458
1.311,0.149,12.31316,15.85097,4761.94,0.86062,2.324310164,1.293906251,1.774478997
1.311,0.149,16.63966,20.02901,5825.77,0.89244,3.944538491,1.1182624,1.774489341
1.306,0.166,7.25044,12.37439,2756.69,0.72484,1.012490606,2.613338272,1.268311186
1.09,0.26,12.81868,16.19216,5573.34,0.8611,2.639395063,1.429037727,3.355772143
1.311,0.149,13.99609,20.49043,4361.82,0.8646,2.256033441,1.13674938,1.774480927
1.311,0.149,5.25433,6.10819,2752.3,0.68602,0.794534319,4.012847966,1.774437404
1.22,0.25,10.24078,12.95516,3867.14,0.8202,1.605851706,1.480757206,3.770134932
1.22,0.25,4.95925,5.42751,922.896,0.54634,0.463121668,4.889907039,3.770754423
1.386,0.1057,5.81846,6.76349,1181.72,0.56678,0.509076211,4.36969055,-1.020565704
1.311,0.149,9.14394,9.7414,2685.62,0.73662,0.955248733,2.905663705,1.774422666
1.311,0.149,27.83244,30.09135,5860.81,0.90498,4.498985842,1.017456123,1.774497025
1.306,0.166,25.19151,27.32213,6060.37,0.9354,6.31933091,0.718160598,1.268338786
1.09,0.26,4.33657,9.35233,1784.64,0.69862,0.671472372,2.84183866,3.348993945
1.306,0.166,5.76726,7.81236,2249.44,0.66866,0.759941947,3.600257026,1.268317383
1.22,0.25,10.46533,13.08202,3523.97,0.808,1.48569012,1.904952186,3.769035869
0.75,0.29,3.99552,4.25922,110.14,0.37884,0.23729854,7.619760804,4.025732538
1.418,0.152,8.16476,11.10734,3287.86,0.77318,1.151029656,1.760575146,2.177369389
1.33,0.403,4.66146,6.0002,357.416,0.48426,0.336181941,5.011928507,0.486649282
1.241,0.225,5.01622,7.94342,2838.59,0.70966,0.809128607,3.524034529,1.630397595
1.09,0.26,18.21138,21.57245,5997.27,0.9056,3.833373547,0.955400994,3.356155653
1.311,0.149,10.78411,14.60227,4417.34,0.8298,1.908823651,1.675855348,1.774463967
0.965,0.314,5.81846,6.76349,1181.72,0.56678,0.509076211,4.36969055,4.446393288
1.33,0.403,7.89341,10.61114,3692.23,0.76622,1.273897423,2.239919183,0.486816422
1.22,0.25,15.32514,16.10036,2333.48,0.72952,1.081837784,2.980349897,3.769133223
0.965,0.314,4.88927,8.10638,1730.84,0.60644,0.671822431,4.14530893,4.444977561
1.22,0.25,13.28886,14.21921,5145.67,0.85124,2.36538344,1.736961878,3.771364658
0.75,0.29,7.20219,7.37728,1123.83,0.6071,0.457984746,4.746733503,4.120893213
0.965,0.314,8.24178,8.77466,1446.44,0.67988,0.578104672,3.874350194,4.449160616
1.09,0.26,24.97086,29.63427,5371.51,0.91244,4.194027312,0.875738261,3.356298902
1.44,0.2104,17.86495,20.06356,5508.59,0.89928,3.605990737,1.024722952,2.565103868
1.09,0.26,8.87065,14.19466,3097.84,0.76806,1.20538804,1.906695334,3.354831789
1.33,0.403,4.8868,5.91842,910.212,0.5532,0.480512825,5.506588102,0.486816256
0.75,0.29,9.47799,12.44028,5196.44,0.83882,2.092331792,1.554364281,4.125294229
1.306,0.166,22.61653,25.96108,5107.88,0.926,4.621404188,0.848577823,1.268337577
1.33,0.403,9.78954,9.9082,1055.67,0.6064,0.587750671,2.937271375,0.486814226
1.22,0.25,4.14157,6.98334,1659.49,0.65496,0.547822378,3.72943161,3.75958523
1.33,0.403,7.05231,10.69503,1559.11,0.6553,0.671804214,3.800993363,0.486805151
1.33,0.403,6.28974,11.81085,2533.16,0.71688,0.966566309,2.693005573,0.486814561
1.241,0.225,37.2963,44.00818,5629.98,0.967,11.65629012,0.37050321,1.630423364
1.306,0.166,11.30103,14.62035,3435.72,0.82166,1.419143567,1.482811992,1.268324043
0.75,0.29,22.99199,28.37229,6482.55,0.9436,7.150434967,0.604623854,4.131657944
1.44,0.2104,4.15335,5.06649,698.549,0.51966,0.479152452,6.482578531,2.563546629
1.44,0.2104,14.30135,20.78624,4197.05,0.82988,2.231502072,1.703213161,2.564914382
1.22,0.25,8.2115,13.18197,2107.2,0.74676,0.781864136,2.194561619,3.765694852
1.386,0.1057,15.94693,21.4851,5607.49,0.90514,3.90101152,0.937041196,-1.02056549
1.33,0.403,7.93652,15.0745,3749.18,0.80934,1.37039696,2.021905653,0.486815102
1.418,0.152,9.13449,15.14106,3853.75,0.8195,1.614352073,1.514177655,2.177383259
1.33,0.403,11.35262,15.04199,6231.37,0.87728,3.232495928,1.297433684,0.486818295
1.386,0.1057,4.146,5.27667,728.873,0.52182,0.421349267,6.721978116,-1.020565636
1.386,0.1057,18.12638,20.22506,5593.51,0.89864,3.87441688,1.064735761,-1.020565489
0.75,0.29,3.9347,5.17871,567.686,0.53432,0.408123983,6.376780022,4.126532487
1.09,0.26,5.76726,7.81236,2249.44,0.66866,0.759941947,3.600257026,3.353756587
0.75,0.29,10.74848,14.81727,5112.5,0.83386,2.117766575,1.740118789,4.124319514
1.311,0.149,7.32246,10.85775,3532.44,0.76876,1.187593268,1.913104952,1.774439808
1.33,0.403,3.99552,4.25922,110.14,0.37884,0.23729854,7.619760804,0.486784854
1.241,0.225,7.37969,8.44223,1439.64,0.59782,0.614410307,4.409789712,1.630311485
1.386,0.1057,8.46905,12.05917,4593.63,0.80278,1.758488731,1.790584753,-1.020565566
1.33,0.104,16.62424,20.12783,5473.73,0.88862,3.524423715,1.168503354,2.242968942
1.241,0.225,4.98367,5.16273,379.738,0.46598,0.313371307,4.994547401,1.630289357
0.965,0.314,4.30182,6.39565,1571.29,0.6005,0.637130547,5.162592872,4.429088773
1.386,0.1057,6.78537,7.50015,2253.99,0.66724,0.7612272,3.627190282,-1.020565691
1.306,0.166,9.51356,16.11373,3922.98,0.81154,1.726254797,1.710892504,1.268326481
1.33,0.403,6.03889,9.74109,2413.64,0.70776,0.838276261,2.547398955,0.486813215
1.09,0.26,43.23392,48.43183,6348.03,0.96908,13.2552945,0.346474179,3.356742961
1.418,0.152,13.81631,17.46171,6393.63,0.8938,3.825068794,1.104762133,2.177456979
1.09,0.26,8.32952,15.21287,3366.73,0.78076,1.235084655,2.24051182,3.35435199
1.241,0.225,6.14212,9.81532,3146.97,0.71292,1.019231759,3.922621282,1.630331914
1.241,0.225,15.96457,19.61475,4334.16,0.88114,2.724065973,1.195353039,1.630405635
1.33,0.403,11.92958,19.20031,4571.3,0.84456,2.306790961,1.541797468,0.486817284
1.311,0.149,18.08135,23.67267,6727.28,0.92938,5.793272827,0.731369663,1.774499007
1.09,0.26,7.97271,18.51843,3994.77,0.80888,1.522887175,2.183480069,3.354740274
1.386,0.1057,4.56197,5.70452,2370.11,0.69638,0.665138447,2.765317961,-1.020565677
0.965,0.314,11.18882,14.15611,5497.23,0.84582,2.331360718,1.621665351,4.500114249
1.33,0.403,10.14056,13.26938,4844.81,0.80674,1.68816086,1.952442665,0.486817371
1.22,0.25,17.45484,20.04017,4732.85,0.85958,2.641780816,1.406899186,3.769691977
0.965,0.314,4.09054,4.66904,1961.83,0.62058,0.658505994,5.300588333,4.484135595
1.306,0.166,8.28353,11.34384,4241,0.78912,1.407135177,2.017023199,1.26832149
1.241,0.225,5.85034,11.48837,2454.74,0.69646,0.887935244,3.121666618,1.630318878
1.33,0.104,4.57892,5.0786,159.255,0.37312,0.177460702,4.893608708,2.240544247
0.75,0.29,7.13512,11.94166,2232.87,0.71434,1.007329985,3.776810912,4.1003785
1.306,0.166,25.14067,29.01838,5435.61,0.94298,6.515037412,0.58073056,1.268339844
1.306,0.166,13.80964,16.54363,3928.26,0.87524,2.177008144,1.141868042,1.268335998
1.418,0.152,17.03517,18.86638,5154.2,0.88118,2.748594012,1.103935496,2.177448229
0.75,0.29,10.48172,15.53234,4101.54,0.80152,1.743260937,2.478262297,4.119785114
1.418,0.152,5.89371,8.63174,2249.15,0.66166,0.806319332,2.958168881,2.177128667
1.241,0.225,9.70653,16.0781,4119.81,0.8077,1.797765313,1.97016625,1.630383861
1.09,0.26,12.04581,15.65671,6239.11,0.87736,3.114530048,1.23725811,3.355912655
0.75,0.29,5.57464,5.84848,680.184,0.55766,0.302682928,5.455273947,4.128709289
0.965,0.314,12.67078,19.37922,5890.8,0.8917,3.388278388,1.085535962,4.501895043
1.306,0.166,21.08391,23.98497,6518.41,0.92964,5.227248447,0.701045982,1.268338695
1.306,0.166,7.9598,15.04191,3715.38,0.81252,1.368240427,2.043659966,1.268320636
1.241,0.225,4.42324,5.27092,1322.05,0.59716,0.59542137,5.297082619,1.630211944
1.33,0.403,5.25928,11.09362,4937.3,0.76358,1.344307319,3.097603121,0.486815885
1.33,0.403,11.99233,20.56378,5878.55,0.88,3.162953192,1.194577654,0.48681845
1.09,0.26,19.47424,25.15462,4633.4,0.92584,4.128532824,0.781840811,3.356334016
1.306,0.166,7.36492,11.84801,2067.8,0.70488,0.961580699,3.960316225,1.26829339
1.241,0.225,17.08665,23.22498,5926.17,0.91658,4.772810114,0.905287342,1.630408877
1.306,0.166,3.80687,4.54974,1105.83,0.57982,0.516534227,5.363697235,1.268296769
1.311,0.149,6.40194,9.11851,1235.01,0.64552,0.49211722,3.368501409,1.774406535
0.75,0.29,15.59992,17.55587,5944.46,0.8931,3.1715762,1.065376746,4.127835923
1.241,0.225,5.81846,6.76349,1181.72,0.56678,0.509076211,4.36969055,1.630313726
1.311,0.149,9.18162,12.02965,3743.21,0.78462,1.491256246,2.182244397,1.774453933
1.44,0.2104,4.75594,10.48131,1703.47,0.666,0.675895104,3.071212851,2.563998454
1.306,0.166,19.12146,24.57859,5949.63,0.93024,5.380064197,0.735947137,1.268339777
1.09,0.26,21.8068,23.44441,3636.44,0.84012,2.027649325,1.452460642,3.355408546
1.33,0.403,16.50823,18.79516,3061.64,0.85878,1.660097389,1.34256513,0.486817602
0.965,0.314,5.81943,6.67757,749.813,0.50662,0.453010712,4.022446539,4.294308073
0.965,0.314,10.84152,13.98858,5131.6,0.84914,2.354099033,1.575067129,4.493771655
1.241,0.225,19.75213,22.87103,4671.06,0.85718,2.81159696,1.406400978,1.630399686
1.33,0.104,15.2285,21.39243,6067.63,0.91,4.302234325,0.9261956,2.242980349
1.33,0.104,7.75873,12.06174,1536.01,0.6201,0.703745022,4.243075815,2.242240737
1.44,0.2104,16.92264,20.12635,4986.21,0.88452,3.226267681,1.140121222,2.565088314
1.418,0.152,3.93529,5.17234,278.396,0.4662,0.386045395,6.978019503,2.176732891
1.33,0.104,15.28004,19.19565,5450.69,0.88508,3.144893652,1.106456448,2.242934028
1.33,0.104,15.82049,18.28876,5704.26,0.88686,3.221349257,1.047581353,2.242956418
1.33,0.104,21.46897,25.05537,5988.76,0.91882,4.86189307,0.862611342,2.242975156
1.386,0.1057,19.13401,21.90663,6098.12,0.91252,4.03145571,0.836840855,-1.020565483
0.965,0.314,17.59137,21.55059,5694.25,0.90842,3.939665977,0.882412872,4.503817705
0.75,0.29,4.93769,7.17498,768.874,0.55424,0.353127071,4.827974578,4.107414329
1.241,0.225,14.67225,22.89475,5985.42,0.89862,3.968433418,1.015384838,1.630409737
1.311,0.149,23.05094,25.62724,4444.42,0.85992,2.849766861,1.465781806,1.774476304
0.965,0.314,10.99568,11.61678,1344.14,0.64782,0.572557338,3.023884464,4.494278106
1.311,0.149,14.26095,16.01584,5530.61,0.87812,2.993328993,1.174458377,1.774479958
1.44,0.2104,25.25533,31.88815,6738.33,0.93118,6.443394203,0.707303246,2.565142639
1.44,0.2104,4.1274,6.10079,1297.66,0.58662,0.505933694,4.521391482,2.563303604
1.22,0.25,12.73947,16.32003,4900.24,0.87002,2.520620812,1.26333728,3.77046844
1.418,0.152,5.40028,6.57121,1507.53,0.63392,0.468432253,3.870551553,2.177381612
1.33,0.403,9.28487,11.21288,2513.04,0.76374,0.935945559,2.316064145,0.48681556
0.965,0.314,7.71246,10.92374,4326.01,0.78932,1.507610442,1.995027591,4.485251621
0.75,0.29,11.29486,14.56367,6058.21,0.86462,2.79034793,1.326160769,4.127169157
1.418,0.152,11.70649,14.58199,4918.27,0.79802,1.933511173,2.199504147,2.17739783
0.965,0.314,21.57005,25.1666,6516.44,0.92532,5.261954723,0.774424288,4.506869525
1.306,0.166,4.05435,4.73204,319.964,0.4277,0.316451482,6.186727053,1.268270943
1.306,0.166,14.60761,16.18963,3591.01,0.82348,1.599474792,1.385276868,1.268327547
1.241,0.225,9.18162,12.02965,3743.21,0.78462,1.491256246,2.182244397,1.630382637
1.33,0.104,16.01775,19.77157,5197.65,0.89726,3.304253039,0.976842812,2.242957316
1.22,0.25,5.59071,9.03181,1345.35,0.65924,0.460189593,2.902974724,3.756606509
1.33,0.403,8.26476,12.15079,1831.48,0.67804,0.783678262,2.363552965,0.486815048
1.306,0.166,11.22883,15.12819,3570.62,0.80082,1.531889985,1.841991164,1.268323853
1.306,0.166,5.25239,7.9765,2131.75,0.66122,0.727055613,3.853489991,1.268297454
1.33,0.104,29.01298,34.8959,7100.13,0.93702,7.035265675,0.667775159,2.242990008
1.306,0.166,4.45881,4.92633,720.743,0.47192,0.354821732,6.35600881,1.268332011
1.33,0.403,27.85461,31.94456,5815.68,0.92828,5.375288082,0.815847137,0.486818897
0.75,0.29,4.43769,9.81867,2426.02,0.71732,0.855304577,3.469466278,4.114227248
1.33,0.403,15.69354,19.20559,4357.33,0.8795,2.515185486,1.163063713,0.486817986
1.33,0.104,18.71949,25.58452,5986.74,0.92556,5.218715112,0.833499467,2.242980264
1.241,0.225,20.65662,25.41893,5039.8,0.91582,4.841100351,0.852355323,1.630417233
1.33,0.104,18.17006,23.66056,6279.66,0.9311,5.719568529,0.759051615,2.242978644
1.44,0.2104,17.45396,20.64269,5293.92,0.89486,3.549088198,1.060730977,2.565070145
1.311,0.149,20.4903,23.5243,6472.42,0.91108,4.876649271,0.979098876,1.774496825
1.241,0.225,4.27814,7.86707,1463.08,0.60246,0.57510787,4.670193838,1.630232804
1.22,0.25,25.58158,27.91385,4685.82,0.89872,3.80807105,0.909219459,3.771903597
1.311,0.149,8.95969,9.35578,872.356,0.55088,0.513176894,3.525926185,1.77441365
1.09,0.26,6.82518,11.04665,1726.73,0.68544,0.672758502,2.740305264,3.352676994
1.241,0.225,3.96749,5.91977,1213.69,0.57476,0.542630829,5.09117522,1.630267016
1.33,0.403,4.59725,6.75731,558.082,0.59312,0.547856127,4.594647321,0.486787725
1.241,0.225,31.11696,33.71361,5042.78,0.91408,4.734767452,0.836033526,1.630414501
1.09,0.26,7.48583,9.92059,1118.24,0.5647,0.557833075,4.015181179,3.344896268
0.965,0.314,4.31032,5.44718,1365.35,0.61104,0.641163799,5.460663526,4.434214285
0.75,0.29,7.8304,8.65239,3051.99,0.7382,0.95310644,2.874217865,4.116769604
0.965,0.314,38.14224,39.45324,4193.58,0.89828,3.429060051,1.07913286,4.507038074
1.418,0.152,3.85843,5.24683,652.783,0.54098,0.442903458,5.627681219,2.176349489
1.09,0.26,8.07627,10.10393,2111.24,0.68152,0.855687487,3.739922231,3.352339306
0.75,0.29,6.60905,8.11845,2046.59,0.6414,0.701685292,3.540570303,4.11991552
1.22,0.25,4.4573,6.57316,734.243,0.53562,0.324115312,3.366192981,3.745668811
1.44,0.2104,4.69936,6.1592,2023.02,0.60826,0.607889188,4.069163239,2.564820928
1.386,0.1057,32.82242,35.77184,4512.59,0.92464,4.645871855,0.646261316,-1.02056547
1.306,0.166,4.73515,6.86808,1109.09,0.57404,0.456025231,4.371513401,1.268317902
1.306,0.166,11.88407,19.36333,5365.76,0.87662,2.869412939,1.189210759,1.268333707
1.311,0.149,18.40497,23.52802,6619.45,0.93016,5.775059758,0.706644768,1.774496389
1.418,0.152,13.44945,16.26388,6385.3,0.88492,3.360115431,1.15590848,2.177456823
1.33,0.104,12.70856,15.83326,4078.43,0.82538,1.774797014,2.026946874,2.242866837
1.241,0.225,19.87281,23.97505,4764.34,0.87798,2.879623738,1.359527089,1.630407142
1.44,0.2104,5.11703,5.87678,871.392,0.5313,0.428727053,5.048250629,2.564180066
1.33,0.403,8.91397,11.83431,3507.17,0.7692,1.376324077,2.314099379,0.486815357
1.44,0.2104,23.7134,25.6133,2596.65,0.81706,1.644599387,1.513165043,2.564983921
1.311,0.149,4.38596,4.69951,2426.46,0.66926,0.767312572,4.378187646,1.774384755
1.386,0.1057,20.91599,24.23025,4207.37,0.89844,3.286498667,0.973102887,-1.020565508
1.241,0.225,21.67963,23.17665,5023.32,0.87166,3.014330571,1.273501404,1.630403067
1.44,0.2104,5.18035,7.02985,479.259,0.46108,0.359124542,4.695766925,2.563799975
1.33,0.403,31.16971,35.38144,4303.75,0.89546,3.306134806,1.164180956,0.48681852
1.311,0.149,11.53246,15.67282,5127.36,0.85994,2.3935692,1.427385795,1.774474594
1.241,0.225,3.89327,5.20085,919.536,0.5576,0.48294618,5.76727531,1.630248594
1.386,0.1057,5.60823,12.59507,2822.83,0.72258,0.956815013,3.055200728,-1.020565659
1.22,0.25,4.65074,5.66299,924.954,0.53938,0.41289404,5.304671671,3.748177783
1.33,0.403,10.81874,11.57951,1222.22,0.6622,0.537290666,3.301234902,0.486818288
1.09,0.26,22.2392,27.31706,6281.9,0.93126,5.923857384,0.742109029,3.35627343
1.33,0.403,23.58981,29.67086,7216.49,0.94038,6.984869755,0.636660743,0.4868191
1.241,0.225,11.30558,17.00932,4650.23,0.8548,2.335340466,1.455055927,1.630395588
1.241,0.225,18.95379,23.17611,5078.31,0.88924,3.674272162,1.071232459,1.630407125
1.418,0.152,10.00017,10.18241,912.97,0.57188,0.535242641,3.253037013,2.177319578
1.386,0.1057,3.95239,4.54229,237.437,0.45662,0.241412673,6.320807186,-1.02056561
1.241,0.225,5.60978,9.23636,2729.49,0.70288,0.908827606,3.596042942,1.630358817
1.09,0.26,8.33885,10.6456,3291.74,0.76944,1.23097007,2.121749884,3.353769077
1.311,0.149,21.87737,25.52725,6858.65,0.92926,5.580671895,0.733614172,1.774501987
1.33,0.403,3.93383,4.68396,279.968,0.46984,0.277681574,6.167729179,0.486809794
1.22,0.25,5.3,12.37,2021.24,0.940935,1.302956156,3.911559437,3.758319279
0.965,0.314,5.92083,7.62702,1882.36,0.61826,0.632626311,3.835120663,4.470011685
1.09,0.26,5.11829,6.27903,1042.19,0.55842,0.388744631,4.711828488,3.351903694
1.09,0.26,6.46299,10.47228,2857.53,0.73346,0.959496195,2.618636262,3.353437871
1.33,0.403,9.22997,15.14553,4491.55,0.83046,1.925173112,1.634511845,0.486817199
1.44,0.2104,8.38587,10.29567,2330.86,0.73422,0.871368113,2.509536295,2.56480833
1.386,0.1057,11.43201,15.17775,4286.31,0.8367,1.890727818,1.620454726,-1.020565521
1.22,0.25,5.11595,5.62194,825.67,0.52302,0.464126933,5.088979458,3.761913912
1.33,0.104,41.81458,45.14695,4526.71,0.95662,8.442130345,0.355213278,2.243017436
0.75,0.29,3.81491,8.83929,1463.71,0.59704,0.607294162,4.904816579,4.100858279
1.418,0.152,7.80553,8.30815,1404.88,0.67156,0.557653663,3.949022384,2.177195703
0.75,0.29,7.80553,8.30815,1404.88,0.67156,0.557653663,3.949022384,4.106640905
1.09,0.26,12.94636,16.07409,5350.76,0.864,2.756789871,1.477337162,3.35562795
0.75,0.29,4.62612,8.28883,1487.32,0.62004,0.591060313,3.289990146,4.072849024
1.22,0.25,6.57625,10.39233,3203.28,0.74802,1.127140455,2.598749871,3.763873132
0.965,0.314,8.47192,9.44546,2706.32,0.68758,0.911268059,3.813982874,4.480440567
1.33,0.104,6.45098,10.04497,3036.58,0.72012,1.007300312,2.768315702,2.242682951
0.965,0.314,11.61573,15.08949,6335.68,0.87764,3.060324988,1.233609912,4.499142652
1.33,0.104,6.68644,6.89356,1405.32,0.61704,0.598928405,4.169036048,2.242942998
1.22,0.25,17.43793,22.95259,5898.13,0.9143,4.564994882,0.952256364,3.772537563
1.386,0.1057,25.65461,31.5305,4119.38,0.93848,4.90723892,0.633758202,-1.020565469
0.965,0.314,18.72951,18.90864,1895.21,0.7607,1.099218683,2.472257034,4.490818694
1.418,0.152,5.44633,7.19383,3056.13,0.67,0.874350599,4.33911658,2.177364315
1.22,0.25,4.39323,4.98641,572.466,0.5217,0.340026983,4.518615754,3.763207197
1.33,0.104,8.94031,10.34464,4407.6,0.82402,1.655459771,1.63541128,2.242909466
1.418,0.152,4.41446,7.10434,2627.19,0.6595,0.788356942,4.272726977,2.177174517
1.33,0.104,6.67449,13.23241,2204.67,0.72128,0.823004134,3.332292672,2.242767282
1.33,0.104,5.11703,5.87678,871.392,0.5313,0.428727053,5.048250629,2.242524251
0.965,0.314,21.1316,27.40237,6386.62,0.93618,6.381725598,0.750739542,4.509995769
1.311,0.149,7.92788,14.20415,3824.04,0.7923,1.51038281,2.003394492,1.774466312
1.33,0.104,6.93267,10.88134,4510.12,0.78682,1.421520273,2.283445287,2.242858909
1.33,0.104,9.41624,12.66737,3832.78,0.81836,1.575532615,1.529174109,2.242867472
1.418,0.152,7.73859,11.86784,2666.78,0.76834,0.935051216,2.256904622,2.177297759
1.09,0.26,15.16868,16.5181,2782.24,0.77792,1.480170713,2.2610824,3.354146172
1.09,0.26,4.48576,4.82967,278.725,0.40382,0.238003183,6.435169616,3.353026217
1.311,0.149,19.28218,24.76115,6380.82,0.92346,5.5184654,0.862658232,1.774496158
1.33,0.403,5.36674,8.47974,1745.97,0.66228,0.672992014,3.866092162,0.486810432
1.306,0.166,7.9821,15.02646,3701.88,0.81106,1.36304129,2.045154682,1.268315775
0.75,0.29,5.26574,9.54194,1612.49,0.64856,0.61933956,2.928051009,4.087004659
1.241,0.225,22.06863,25.72801,6599.05,0.93064,5.579777922,0.703202058,1.63041593
0.965,0.314,25.60881,29.05739,6833.06,0.94738,7.633266727,0.571583755,4.509894476
