Polymer density (g/cm3),FFV,PLD,LCD,ASA,Porosity,Pore volume,Qst CH4,log_P(MMM)_CH4
1.22,0.25,5.22574,16.32287,2793.86,0.70952,0.985571747,15.62333753,3.670369138
1.22,0.25,5.22927,16.36523,2760.4,0.71038,0.985738034,15.65668956,3.670048676
1.241,0.225,13.7857,17.66667,6968.72,0.90618,4.435318878,4.575680242,-0.414539737
1.306,0.166,29.332,38.26726,7258.75,0.96102,10.64968367,2.776822109,0.088135414
1.33,0.104,20.51664,24.46809,5549.44,0.89312,4.138781147,6.37813347,1.32219417
1.241,0.225,5.06381,7.08528,939.267,0.5264,0.473057982,17.23670005,-0.41453939
1.44,0.2104,18.65662,18.88651,4449.82,0.89556,2.619937102,3.354930791,0.991214377
1.09,0.26,6.70344,10.81316,2647.97,0.72348,0.910856934,9.240718681,2.339568203
1.33,0.104,24.69654,26.27644,3359.89,0.85246,2.102083441,7.821401825,1.322185066
1.09,0.26,21.56579,24.24993,6356.87,0.907,4.048095119,4.763721281,2.339733394
0.75,0.29,4.32281,5.49382,1579.69,0.62012,0.605905458,15.09946557,4.048483585
1.09,0.26,4.17239,5.67031,1090.04,0.53976,0.454393158,17.21734559,2.339771474
0.965,0.314,6.6809,12.96894,2930.92,0.7393,1.023132227,11.75953177,4.08186661
1.241,0.225,17.09305,19.88673,5212.76,0.90234,3.600933815,5.583429857,-0.414539651
0.965,0.314,9.32356,12.40166,4897.31,0.84194,1.936393452,5.526330285,4.087798248
1.44,0.2104,3.81172,5.01926,223.685,0.4194,0.309171194,25.06293325,0.991208203
1.22,0.25,8.47806,9.56369,3077.52,0.7884,1.06630456,6.181158281,3.668530184
1.44,0.2104,4.51709,7.56073,1331.16,0.60318,0.531230184,16.46535855,0.991209937
1.306,0.166,4.78135,5.41632,739.92,0.50606,0.381713131,19.64787712,0.088134636
1.241,0.225,6.80286,8.39634,1923.66,0.64358,0.722106156,18.33256521,-0.414539637
1.44,0.2104,10.99264,12.90386,4487.56,0.82778,1.923204706,7.427541139,0.991211397
1.418,0.152,7.39815,11.84006,2048.29,0.70204,0.953172308,17.04640619,0.118096192
0.75,0.29,24.84915,28.22171,5273.27,0.93652,5.534464826,4.26392503,4.047341666
1.09,0.26,23.76241,26.96404,5624.99,0.93236,5.930930071,4.310855628,2.339725913
0.965,0.314,7.10734,12.14192,3229.48,0.7162,1.026200936,15.40466548,4.095020316
1.09,0.26,23.40982,25.06837,4152,0.8919,3.009089007,6.988706755,2.339736823
1.33,0.104,8.90889,11.16367,3550.81,0.75458,1.309239178,11.66985806,1.322185006
1.418,0.152,21.86554,23.43689,3489.66,0.84126,2.017753622,9.015456178,0.118097348
1.418,0.152,15.16328,20.60925,4712.31,0.87732,2.944026846,7.793120005,0.118097787
0.965,0.314,8.6827,32.65317,3821.61,0.83274,1.944205137,8.066252323,4.082987491
1.306,0.166,5.52931,6.74228,1541.66,0.64732,0.522782704,12.65346079,0.088134873
0.965,0.314,4.41446,7.10434,2627.19,0.6595,0.788356942,15.7252852,4.094315365
1.33,0.104,8.02038,12.23219,1678.62,0.64588,0.757099419,19.40356375,1.322103845
1.241,0.225,14.61351,17.13896,5354.78,0.89328,3.248668936,5.149683833,-0.414539736
1.44,0.2104,24.29533,26.33592,3771.56,0.84766,2.19596485,7.519977985,0.991210774
1.306,0.166,7.92788,14.20415,3824.04,0.7923,1.51038281,8.626073393,0.088134319
1.22,0.25,11.05538,11.52097,1296.77,0.63882,0.566440263,11.00418007,3.673088607
0.965,0.314,5.87796,7.6755,1329.6,0.566,0.551339873,16.89804553,4.093230546
1.306,0.166,4.37549,4.80264,467.526,0.46958,0.358901848,22.77513908,0.088134445
0.75,0.29,9.17267,16.98894,4355.22,0.82586,1.871531358,7.696259317,4.043595226
1.33,0.104,7.97271,18.51843,3994.77,0.80888,1.522887175,8.373756991,1.322197533
1.418,0.152,7.95718,15.08596,3726.04,0.81206,1.37376738,7.508649765,0.118096947
1.09,0.26,5.04585,7.41509,992.679,0.57848,0.493335266,14.25829799,2.339350254
1.241,0.225,4.94512,9.10223,1318.07,0.62584,0.534353361,11.07612572,-0.414540325
1.09,0.26,4.51467,5.44142,500.175,0.5001,0.275040148,18.67003369,2.339880191
0.965,0.314,6.10381,6.49751,532.356,0.48132,0.381225447,16.48426609,4.09180277
1.22,0.25,6.68183,13.19195,2171.13,0.72382,0.823671187,18.19296481,3.66856089
1.09,0.26,26.63312,30.31024,6915.31,0.9429,7.110645229,3.19417561,2.339780164
0.75,0.29,7.22908,9.73279,2565.36,0.70494,0.902426004,13.1864455,4.048714902
1.22,0.25,17.84292,22.33813,5709.82,0.90606,3.988782841,5.218734296,3.669588899
0.965,0.314,12.1463,14.62683,4398.97,0.84652,2.030618071,5.984047789,4.085381735
1.09,0.26,13.85784,19.10077,1958.44,0.74916,1.244966772,25.00413274,2.339694606
1.09,0.26,17.49757,23.03077,6236.31,0.91992,4.862207846,4.211535846,2.339695568
1.306,0.166,5.7276,6.88265,1611.77,0.62392,0.609570706,13.55468937,0.08813463
1.44,0.2104,16.69148,19.87879,4820.9,0.88676,2.826975433,5.086645063,0.991214782
1.09,0.26,7.34802,9.28113,2773.03,0.72308,0.943256916,11.98572677,2.339508572
1.418,0.152,14.85776,20.98686,5107.42,0.86554,2.651874456,6.318427255,0.118097947
1.33,0.104,25.03964,30.69803,7218.53,0.94568,7.402119632,3.471015131,1.322206185
1.33,0.104,5.75458,7.36646,1405.71,0.59344,0.551549793,13.35821745,1.322195205
0.75,0.29,21.15183,25.90395,6845.69,0.93818,6.251241013,3.208730535,4.047415725
1.241,0.225,3.97544,4.76594,1042.83,0.50466,0.430424659,21.06185093,-0.414539452
0.75,0.29,4.24768,8.85312,1497.51,0.62228,0.733776624,15.97379116,4.038252999
1.22,0.25,16.03982,18.55882,5364.84,0.86092,2.71646152,6.74423199,3.667747153
1.418,0.152,4.00276,9.01794,899.793,0.55688,0.446640253,13.60300501,0.118095801
1.09,0.26,11.46278,13.82533,4451.53,0.84006,2.014590348,6.827585233,2.339638447
1.306,0.166,10.16112,15.71785,3738.32,0.8295,1.613317307,6.87419033,0.08813389
1.306,0.166,23.91053,28.87107,4802.37,0.92498,4.30740144,4.032103147,0.08813512
1.306,0.166,15.92024,20.76548,6026.78,0.89176,3.679560975,5.920430617,0.088134611
1.09,0.26,22.22522,23.05736,5023.75,0.87234,3.129571896,7.125767159,2.339708361
0.965,0.314,21.62516,23.80894,1994.18,0.8088,1.122264065,9.010725736,4.078469204
1.418,0.152,5.2519,11.16649,4942.47,0.76878,1.38469519,11.33871031,0.118098588
0.75,0.29,20.22013,22.77142,4742.9,0.86468,2.992469337,7.15799151,4.041572168
1.09,0.26,5.24575,8.69858,1773.98,0.66012,0.715361658,11.96215015,2.339674657
1.418,0.152,3.97544,4.76594,1042.83,0.50466,0.430424659,21.06185093,0.118098692
0.965,0.314,9.00434,13.7348,3440.55,0.7875,1.294302112,7.735052894,4.083513143
0.75,0.29,21.96588,26.04703,6161.17,0.91712,4.838074941,4.254868944,4.041270638
1.44,0.2104,5.25211,5.8871,3067.58,0.68744,0.934650342,14.79692389,0.991218191
0.75,0.29,5.88719,10.335,1494.79,0.68402,0.518991183,9.324219048,4.031694551
1.33,0.104,19.54,37.53,6207.17,0.93,5.8125,5.049085291,1.322199663
1.241,0.225,14.3875,18.44957,4877.23,0.87996,2.696063262,5.941160309,-0.414539755
1.241,0.225,18.23089,21.3138,5082.69,0.8741,2.803588439,6.461160623,-0.41453964
1.33,0.104,6.79866,15.95836,4261.5,0.77286,1.56095492,11.62951703,1.32219818
1.22,0.25,28.13501,33.88392,4482.18,0.94452,5.87461127,4.61334713,3.671609407
1.09,0.26,9.64579,13.06033,3603.84,0.8028,1.500224249,7.742851594,2.33967632
0.75,0.29,4.89759,5.65614,913.914,0.55704,0.500444708,18.16749408,4.051331469
1.33,0.104,5.2438,7.48898,781.097,0.6258,0.613162716,15.38360956,1.322179702
1.306,0.166,12.90842,21.02114,5318.77,0.87632,2.931738194,6.133738325,0.088134502
1.44,0.2104,8.03964,10.85901,1200.85,0.62,0.600112279,15.89654605,0.991171143
1.09,0.26,28.83607,30.84377,5290.58,0.90654,4.296805384,5.874428708,2.339714464
1.09,0.26,5.64839,11.74533,2791.67,0.73744,0.947413319,11.07402748,2.339797361
1.241,0.225,4.44258,5.67441,835.09,0.54036,0.478076229,20.92451908,-0.414539451
1.306,0.166,7.91254,15.05145,4206.4,0.8053,1.715075542,8.197970249,0.088134332
1.241,0.225,15.82487,22.25964,5461.28,0.90466,3.825945004,5.49846973,-0.414539666
0.965,0.314,14.78514,22.62847,6449.51,0.90826,4.254384321,4.376448805,4.089052163
1.241,0.225,7.338,8.53929,2632.28,0.67244,0.900822937,14.53720717,-0.414539559
1.241,0.225,21.52303,27.02935,5025.12,0.93388,4.912753231,4.716675963,-0.414539603
1.22,0.25,23.09253,24.44927,4367.83,0.8937,3.088988587,5.233453719,3.66903576
0.965,0.314,14.58285,16.85905,4381.96,0.83116,1.912145654,6.900890393,4.078724636
0.75,0.29,4.11763,5.71457,302.482,0.49356,0.351320763,21.99940305,4.054731533
0.75,0.29,4.52002,13.35543,1960.77,0.69226,0.707783099,13.8370426,4.044867825
1.306,0.166,11.90449,18.63245,5837.3,0.86136,2.743315763,6.402539041,0.088134644
1.306,0.166,10.81342,16.73037,5151.66,0.84682,2.334773462,6.8255989,0.088134674
1.44,0.2104,8.56038,18.12592,4925.25,0.84948,2.176580011,5.219716146,0.991214119
0.965,0.314,8.87065,14.19466,3097.84,0.76806,1.20538804,8.111461044,4.081667021
1.241,0.225,4.69208,8.09916,912.99,0.52074,0.496576583,17.70484477,-0.414540925
1.418,0.152,7.94511,15.05129,3807.69,0.80684,1.409829878,7.214859368,0.11809694
1.241,0.225,11.76948,13.71799,3942.93,0.81904,1.660217338,6.417515563,-0.414539792
1.241,0.225,5.18128,5.93683,369.13,0.43244,0.322523866,20.22936485,-0.414539407
1.418,0.152,26.60173,29.15437,7045.57,0.9465,8.31364351,3.953766755,0.118098411
1.22,0.25,14.60092,17.01314,6409.1,0.87892,3.119170984,5.272146898,3.66989196
1.09,0.26,14.46574,19.94563,5416.34,0.87154,2.917278938,5.305686296,2.339607932
1.306,0.166,17.23212,19.42182,5150.61,0.88362,3.218301215,6.359441882,0.088134632
1.33,0.104,10.41133,18.30139,5273.87,0.87498,2.482903048,4.894119205,1.322195206
0.75,0.29,14.32242,19.51659,5218.71,0.87968,2.84036202,5.701326627,4.04221515
1.306,0.166,5.10297,6.95421,1384.03,0.65022,0.423753446,14.37122858,0.08813534
1.44,0.2104,3.92126,8.48171,1289,0.60702,0.681209123,14.63473927,0.991193329
1.22,0.25,3.85554,4.30865,168.58,0.36432,0.212435203,22.78461867,3.672985428
0.75,0.29,12.59928,20.33137,5681.69,0.88782,3.333971723,5.170373916,4.044423024
1.306,0.166,18.71949,25.58452,5986.74,0.92556,5.218715112,4.992942757,0.088134945
0.965,0.314,9.19041,15.87391,4222.78,0.8154,1.755167671,7.546949164,4.085693109
1.241,0.225,3.81053,4.41097,823.104,0.56806,0.458319886,19.15413303,-0.414539913
1.418,0.152,11.44044,14.99033,3755,0.80006,1.597713843,8.281806482,0.118097688
0.965,0.314,24.9093,32.58152,7202.18,0.94488,7.493754412,3.570408528,4.09260229
1.09,0.26,16.97345,20.66765,5765.82,0.89622,3.48437664,5.383688554,2.339645481
0.75,0.29,4.37647,4.90097,1253,0.60948,0.377772957,12.1043857,4.044331048
1.22,0.25,4.03989,8.87659,1259.56,0.63032,0.513197961,12.48821084,3.653423355
1.44,0.2104,6.50199,6.86565,863.938,0.56868,0.348631052,15.30808709,0.991223269
0.75,0.29,14.85852,20.62731,4531.67,0.87542,2.518013133,6.013937509,4.04065349
1.09,0.26,9.03064,14.05914,3906.31,0.80376,1.52666188,7.549471713,2.339648096
1.306,0.166,4.20652,5.45311,379.2,0.4955,0.408686759,23.51784619,0.088127569
1.44,0.2104,8.6424,14.74526,3952.07,0.81742,1.540642063,5.771380449,0.991213299
1.09,0.26,7.4129,7.85155,1704.51,0.63386,0.64151585,13.32720812,2.339920792
1.22,0.25,6.97519,9.0561,1336.43,0.64568,0.610872486,9.891747357,3.667645975
1.241,0.225,29.08196,32.24375,7212.1,0.95596,9.400173065,3.145456132,-0.414539515
0.965,0.314,23.91174,26.93124,5810.25,0.93056,6.07942927,4.23177519,4.093137794
1.241,0.225,5.15444,10.41287,2666.57,0.72064,0.879436294,9.578085916,-0.41453982
1.44,0.2104,4.24517,5.44824,1365.14,0.62774,0.566639286,16.63990631,0.991206156
1.22,0.25,7.04283,12.73459,1911.17,0.7074,0.715996251,9.509957773,3.66354742
1.306,0.166,18.91713,21.19624,6444.31,0.92314,5.001733816,3.741919881,0.088134975
1.418,0.152,19.87281,23.97505,4764.34,0.87798,2.879623738,6.692928092,0.118097956
1.33,0.104,5.71174,6.42663,1044.46,0.60638,0.383280239,13.48535999,1.322191273
1.418,0.152,5.89781,7.31308,2659.22,0.71266,0.852494707,12.33735923,0.118098663
0.75,0.29,33.26008,40.4499,4827.72,0.93376,5.466594853,5.274916372,4.049345166
1.306,0.166,7.26394,11.98865,3542.3,0.7603,1.261720241,10.10169066,0.088134824
0.75,0.29,8.9786,16.87982,4102.25,0.82478,1.738509078,7.340963716,4.038458326
0.965,0.314,8.42885,12.93236,3869.8,0.78672,1.371727475,8.279023387,4.089815415
1.09,0.26,40.13071,46.4508,5596.4,0.94998,7.6860467,4.500610106,2.339805328
1.09,0.26,4.88112,7.54049,1255.76,0.59464,0.506999983,17.26732009,2.33980643
0.965,0.314,17.59752,21.34514,5991.36,0.90854,4.146691009,4.618029209,4.089615765
0.965,0.314,10.00981,12.36518,2733.8,0.71686,1.001753761,10.95710665,4.09140337
1.418,0.152,6.93403,7.54626,1509.25,0.61762,0.611474679,14.79988829,0.118098927
1.44,0.2104,8.94015,11.91055,4875.01,0.8048,1.793394212,9.663187443,0.991216024
1.33,0.104,4.87372,5.63894,2069.3,0.6643,0.692534637,15.58370537,1.322206459
1.09,0.26,4.82481,8.16413,1651.96,0.62598,0.62423215,13.18038388,2.339404547
1.33,0.104,7.4129,7.85155,1704.51,0.63386,0.64151585,13.32720812,1.322216677
1.306,0.166,5.40906,8.4438,3284.48,0.70766,0.966916391,13.70105299,0.088135291
0.75,0.29,5.83562,6.37209,886.13,0.51612,0.387710337,14.08902702,4.050469021
1.09,0.26,22.93237,23.6238,3288.79,0.83732,1.621726314,8.226746037,2.339663643
0.965,0.314,30.96836,34.0533,7320.19,0.93934,7.165775401,3.791738111,4.092830385
0.75,0.29,33.30253,38.31139,4670.79,0.94544,6.777056184,4.212451393,4.050167804
1.241,0.225,21.31996,24.33664,6021.19,0.91934,4.818545851,4.041770472,-0.414539646
0.965,0.314,7.0244,7.6924,2764.13,0.71946,0.964622724,12.24950406,4.093767812
0.965,0.314,11.18612,12.6716,3580.96,0.8028,1.457132745,6.847936238,4.080661235
0.965,0.314,4.28425,5.4803,890.741,0.55348,0.509593783,21.65628334,4.091375077
1.09,0.26,11.29634,14.41978,3891.76,0.8046,1.731242187,9.618010889,2.339694031
1.33,0.104,6.92839,14.42779,2003.32,0.74924,0.755165786,8.275076256,1.322176605
1.44,0.2104,5.95571,9.03113,2638,0.7058,0.845406144,14.57334945,0.991221085
1.09,0.26,7.96701,15.09349,3729.23,0.81226,1.37582807,7.520099074,2.339574478
1.306,0.166,22.2392,27.31706,6281.9,0.93126,5.923857384,4.428130011,0.088134949
1.418,0.152,9.14394,9.7414,2685.62,0.73662,0.955248733,11.03153684,0.118098249
1.418,0.152,10.72729,15.25082,5834,0.86012,2.688547137,6.693910363,0.118097851
1.09,0.26,10.78563,18.41851,5429.11,0.88066,2.673982219,5.176084813,2.339670179
1.241,0.225,4.4337,4.76594,650.849,0.51214,0.341941859,21.81179824,-0.414539322
1.09,0.26,5.9406,11.23796,3836.12,0.746,1.24424163,10.45497416,2.339750405
0.75,0.29,3.8396,6.40626,1013.26,0.59228,0.482371625,19.08384601,4.027729053
1.306,0.166,6.32962,7.02111,1699.21,0.63216,0.567096965,13.48742539,0.088135603
1.09,0.26,8.55453,10.29437,2648.08,0.72168,1.048496295,10.3995569,2.339669319
1.241,0.225,22.11262,24.87361,6041.82,0.91266,4.304451792,4.232190536,-0.414539659
0.965,0.314,8.86133,13.45467,3849.89,0.8106,1.450071287,8.579872795,4.087305752
1.44,0.2104,19.46707,23.33941,6470.68,0.92284,4.99610204,3.678776406,0.991215436
1.22,0.25,9.60469,15.08588,3307.27,0.82342,1.401353667,6.67385768,3.666825979
1.22,0.25,7.77952,8.82467,2976.96,0.7072,0.983808614,11.66435922,3.670514274
1.09,0.26,5.98929,9.0448,1309.45,0.61784,0.561432842,13.17672551,2.339650932
1.33,0.104,6.74493,12.05622,3576.51,0.78288,1.265696312,12.17433014,1.322196696
1.306,0.166,25.70428,28.5401,6794.95,0.94702,7.670289796,3.888888895,0.088135051
1.44,0.2104,4.36886,6.62446,1144.27,0.53822,0.522635024,18.78665884,0.991219683
0.965,0.314,19.07281,21.23754,3211.82,0.81788,1.639429042,10.58777883,4.085432906
1.241,0.225,3.97759,4.69443,471.991,0.51572,0.453165091,20.09494075,-0.414543193
1.09,0.26,9.17861,18.69262,2936.83,0.79786,1.315309226,10.61541655,2.339745798
1.44,0.2104,8.36997,13.02938,2320.75,0.7087,0.857734863,9.487222101,0.991202425
1.33,0.104,10.84152,13.98858,5131.6,0.84914,2.354099033,7.130255433,1.322191478
1.33,0.104,7.49178,8.31415,1480.4,0.60074,0.625619642,17.51675902,1.322194336
0.965,0.314,27.40868,35.58698,7002.83,0.95324,8.786431929,3.248677196,4.095270973
0.75,0.29,6.03917,8.96134,1250.63,0.64098,0.487882478,12.14621506,4.045226695
0.75,0.29,8.6935,12.90646,4163,0.80356,1.651933656,7.766333287,4.039595756
0.75,0.29,28.13501,33.88392,4482.18,0.94452,5.87461127,4.61334713,4.049449247
1.418,0.152,14.60634,22.08797,5617.7,0.88836,3.206416008,5.562244105,0.118097872
1.09,0.26,4.98308,7.16776,371.863,0.43518,0.228342656,18.33968805,2.339760443
0.75,0.29,24.69654,26.27644,3359.89,0.85246,2.102083441,7.821401825,4.038462302
0.965,0.314,14.84931,21.73937,4695.91,0.89686,3.222197472,5.166033252,4.086580669
0.75,0.29,19.49177,21.66948,3029.62,0.8251,1.57151428,7.666129746,4.038485569
1.22,0.25,11.10404,14.77469,4738.43,0.82764,1.931243043,7.014942703,3.666564835
0.965,0.314,13.6746,19.06072,5062.48,0.85866,2.491736868,6.321237968,4.077955836
1.418,0.152,22.28754,25.12813,6176.61,0.91644,4.451655211,4.20846749,0.118097912
1.418,0.152,11.09281,16.47548,5700.95,0.88388,2.965224334,4.443332099,0.118097507
0.965,0.314,15.92669,20.36009,5641.82,0.89696,3.537313021,5.221804139,4.086000629
1.241,0.225,3.95219,6.37814,814.391,0.55588,0.39596823,16.5666874,-0.414539521
1.44,0.2104,20.44958,22.48208,5661.88,0.91458,4.395751226,5.138258951,0.991217028
1.418,0.152,6.54623,8.04408,3030.06,0.71652,1.028206365,12.27822252,0.118098237
1.22,0.25,8.31551,16.88512,4857.35,0.82438,1.91934102,6.784016079,3.668701859
1.241,0.225,27.69453,44.17516,5568.41,0.91956,4.682530387,4.551643361,-0.414539618
1.22,0.25,9.37555,11.21862,4248.09,0.8357,1.657342422,5.487902838,3.668165817
1.306,0.166,5.02569,10.59991,1407.93,0.6656,0.549152263,11.31995836,0.08813299
0.75,0.29,8.16227,9.83364,1518.5,0.6467,0.635040654,14.89236924,4.048835586
1.418,0.152,37.58527,40.87415,3559.12,0.9564,6.263343331,2.820375069,0.118098804
1.33,0.104,12.03711,14.94581,5469.94,0.85206,2.30192543,6.488323405,1.322192175
1.22,0.25,6.6292,16.29659,2227.69,0.72672,0.921625323,13.64976655,3.667213506
1.33,0.104,8.52701,16.0962,4594.6,0.82436,1.916011231,6.927644792,1.322191088
1.44,0.2104,8.93091,12.2889,4901.67,0.82198,1.944893348,7.125912433,0.991214247
1.09,0.26,43.23392,48.43183,6348.03,0.96908,13.2552945,2.931180962,2.339875121
0.75,0.29,11.23814,14.0973,5120.75,0.84412,2.276556954,6.657109977,4.03982148
1.09,0.26,21.17793,27.57796,6786.01,0.94124,7.20737553,4.357249277,2.339775993
1.09,0.26,17.09209,19.98427,5518.65,0.88944,3.235386126,6.699852595,2.339648369
0.965,0.314,6.87066,11.37189,2404.78,0.71932,0.884266686,19.83368081,4.093026023
0.965,0.314,5.70328,6.32198,1015.15,0.52608,0.443025929,16.5732993,4.093293288
1.241,0.225,13.16757,14.01468,2268.33,0.7446,1.029829938,9.278656651,-0.414540429
0.965,0.314,4.22902,4.41727,599.734,0.52672,0.400532299,18.17453062,4.098011681
1.22,0.25,9.42284,13.86987,3129.13,0.77574,1.18793232,11.54045544,3.66816786
0.965,0.314,4.17789,5.07875,688.887,0.51816,0.473746286,22.69770763,4.049788161
1.33,0.104,18.20157,20.43005,5712.28,0.88244,3.346340391,5.894492526,1.322196923
0.965,0.314,9.45244,15.18813,4137.07,0.81038,1.671751773,8.004296579,4.084102872
1.306,0.166,11.63563,15.49928,5292.4,0.85792,2.378908373,5.802637218,0.088134596
0.965,0.314,15.55541,22.14898,5091.8,0.90148,3.267735516,3.74944637,4.087078456
1.418,0.152,6.7941,9.84871,3321.4,0.73764,1.069886983,10.33023312,0.118097849
0.75,0.29,5.38886,6.27516,1308.38,0.64512,0.536902027,10.81678538,4.048346634
0.965,0.314,27.88094,31.02165,6973.28,0.95442,8.646988476,3.172382058,4.093670549
1.418,0.152,6.68351,13.2906,2162.27,0.72032,0.81373517,18.43046595,0.118097656
1.33,0.104,7.50788,8.35741,1396.17,0.66472,0.535520358,13.43649345,1.322199536
1.09,0.26,8.83586,13.86917,6087.22,0.84666,2.311352561,5.833842366,2.339710037
1.09,0.26,3.9125,4.92581,465.067,0.5106,0.363297426,21.07628032,2.332292419
1.418,0.152,11.71612,14.82999,6001.15,0.87332,3.040596059,6.130062952,0.118097642
1.09,0.26,16.84024,22.61046,5267.69,0.88388,3.071256572,6.016785899,2.339736605
1.22,0.25,14.97041,22.42915,5900.44,0.90024,3.692837805,4.976279948,3.66795029
1.418,0.152,5.1049,7.01898,2531.04,0.6978,0.764132007,11.47254276,0.118098461
1.33,0.104,10.344,16.79584,5108.78,0.8594,2.426285417,5.938760195,1.322193104
1.33,0.104,8.95052,12.29236,4477.56,0.81492,1.775455781,8.605260879,1.322194534
1.09,0.26,8.35212,10.4637,3648.07,0.80712,1.374094926,7.684496751,2.339650669
1.44,0.2104,3.94966,4.69226,345.206,0.4388,0.279773784,21.26367938,0.991162417
1.22,0.25,19.30413,21.83442,6477.19,0.91022,4.042547522,3.949899279,3.67012017
0.75,0.29,10.68723,13.33688,4740.56,0.82726,2.022581245,8.597707885,4.045003078
0.75,0.29,31.56621,37.51561,4925.3,0.9505,7.260713467,5.702133468,4.049575986
1.22,0.25,9.39684,11.15331,3685.08,0.77984,1.400695462,8.320168731,3.662458694
1.306,0.166,21.27132,25.71082,5985.17,0.929,5.329890993,3.928822967,0.08813495
1.241,0.225,15.95482,20.7617,4047.8,0.86374,2.179708477,6.792925079,-0.414539714
1.418,0.152,5.22989,9.48905,1808.31,0.6674,0.688761952,17.61825719,0.118098195
1.241,0.225,7.60832,9.65517,4798.03,0.79088,1.598069901,9.075370556,-0.41453978
0.965,0.314,16.0131,20.22409,5544.17,0.89728,3.810494488,5.549090078,4.088976608
0.75,0.29,4.28901,6.72543,1695.44,0.64424,0.609804348,13.85418891,4.042494264
1.44,0.2104,10.99131,14.01656,4831.21,0.85212,2.183568145,5.406121166,0.991211256
0.965,0.314,7.7718,12.8632,4066.62,0.7833,1.523864737,9.774366663,4.092100856
0.75,0.29,9.96444,13.97751,4476.08,0.82018,1.941971473,9.601525205,4.043417917
1.33,0.104,10.04302,30.79573,4415.13,0.85654,2.326808252,7.7636545,1.322192302
1.418,0.152,4.41255,5.28683,416.394,0.45598,0.335976068,18.07520193,0.11807713
1.33,0.104,14.92515,17.56223,5724.54,0.89166,3.407053609,5.609311424,1.322194186
1.418,0.152,26.16905,27.7332,2410.3,0.8127,1.679156517,11.77006931,0.118096701
1.09,0.26,4.8515,6.55849,1033.78,0.58632,0.539914361,16.41076634,2.339657103
1.09,0.26,14.78954,21.75967,5641.98,0.89166,3.328654517,5.681004062,2.339725695
1.306,0.166,24.97086,29.63427,5371.51,0.91244,4.194027312,4.815895153,0.08813486
1.09,0.26,4.27339,7.95641,897.294,0.60254,0.572642343,17.44498253,2.339511044
1.44,0.2104,7.11431,9.68437,3067.9,0.723,1.041939882,11.51024171,0.991209158
1.418,0.152,4.34562,4.86217,1180.22,0.60396,0.361813019,12.35551441,0.118097931
1.418,0.152,21.54252,26.08296,6610.67,0.92856,5.603997683,3.938318937,0.118098102
1.44,0.2104,3.9367,8.17937,813.479,0.57986,0.362804783,13.87319969,0.99115968
1.44,0.2104,11.29565,14.17803,3593.62,0.81856,1.502322602,5.869969138,0.991209294
1.44,0.2104,4.41775,4.76295,485.717,0.47632,0.362347285,27.84955146,0.9912254
1.44,0.2104,10.75074,14.01078,3921.07,0.84668,1.799459746,5.806201741,0.991210407
0.965,0.314,6.10482,6.86398,840.2,0.51508,0.422643615,16.67643927,4.088252441
1.306,0.166,11.02572,15.03841,4158.53,0.81734,1.738200254,8.986512838,0.088134739
1.44,0.2104,24.15697,26.1697,6265.47,0.9379,6.265657463,4.14943442,0.991216572
0.965,0.314,7.54223,9.23645,1882.66,0.6629,0.790994429,11.25844128,4.090817896
1.44,0.2104,7.10831,10.99087,2754.16,0.73104,1.018831321,10.55580115,0.991211433
1.33,0.104,4.56878,5.00131,481.095,0.49172,0.341053011,20.46407582,1.322196847
1.418,0.152,17.04338,20.1798,4171.88,0.8849,2.688840204,6.511648235,0.118097428
1.418,0.152,9.19562,11.51478,1864.23,0.75062,0.738036478,9.027649634,0.118096833
1.241,0.225,23.3839,28.7604,6800.13,0.94982,8.155411497,3.692817731,-0.414539588
1.306,0.166,7.16704,7.9618,973.163,0.56886,0.400171645,14.25695953,0.088134049
1.44,0.2104,18.9568,22.57498,6082.04,0.90664,4.428055815,5.611065676,0.991216232
0.75,0.29,20.67058,23.33222,6365.06,0.91694,5.138415673,5.126131675,4.043740384
1.22,0.25,15.17934,20.02189,5667.1,0.9063,3.856530102,4.764773942,3.668755462
1.33,0.104,11.18777,18.95079,5625.12,0.87032,2.903912501,6.391922192,1.322193213
0.965,0.314,13.33408,21.77085,4517.69,0.8629,2.619333101,7.514605583,4.08975915
1.33,0.104,5.51512,5.77667,548.02,0.464,0.322591859,15.76705168,1.322202102
1.241,0.225,4.39318,5.81593,1594.77,0.62932,0.632463343,16.62127123,-0.414539933
0.965,0.314,16.44753,21.106,4896.56,0.89854,3.145135321,4.574642238,4.086635864
0.965,0.314,4.58543,5.90319,2248.59,0.65716,0.772952997,17.05396368,4.086334456
1.33,0.104,3.95835,5.08043,1177.67,0.60324,0.501292204,17.15301069,1.322190375
1.09,0.26,4.12276,5.10392,1899.92,0.7036,0.62461716,9.084085672,2.339708746
1.09,0.26,9.22291,10.78711,4691.09,0.81336,1.752126718,8.809000878,2.339725316
1.44,0.2104,15.17812,18.90197,6923.78,0.91596,4.915293347,4.303747008,0.991217222
1.22,0.25,3.80398,7.0591,663.374,0.49546,0.376827246,19.37381006,3.663889221
1.241,0.225,9.9584,11.06557,1264.96,0.6543,0.547921115,11.58729776,-0.414539479
1.44,0.2104,9.42861,12.17997,4674.84,0.80482,1.895482561,9.235464238,0.991210653
1.306,0.166,8.74819,9.72743,1965.47,0.66,0.761101706,12.93673326,0.088134565
