Polymer density (g/cm3),FFV,PLD,LCD,ASA,Porosity,Pore volume,Qst N2,log_P(MMM)_N2
0.965,0.314,6.17876,11.92741,2371.28,0.7151,0.849446808,9.750521147,3.783538398
0.965,0.314,9.73441,12.74391,3083.5,0.76624,1.258921413,9.416383862,3.771477382
1.22,0.25,7.52228,12.85823,3712.43,0.79508,1.371440005,6.720737679,3.238331345
1.44,0.2104,6.72401,19.59015,2000.87,0.7463,0.82683176,7.313381985,1.10631833
0.75,0.29,4.25139,4.43208,886.996,0.58636,0.432945694,14.92241008,3.674040689
0.965,0.314,10.28887,17.972,5038.2,0.85556,2.352016187,4.37053872,3.778926097
1.22,0.25,6.09657,11.74556,5207.64,0.78906,1.540004879,7.505176803,3.240420976
1.09,0.26,21.38414,27.14492,6362.76,0.93018,5.685036579,2.947625681,2.206597268
1.241,0.225,8.5918,11.35798,2735.31,0.72182,1.069716366,12.85833126,-0.359023567
1.22,0.25,4.65507,4.94172,341.815,0.43284,0.343428413,17.06744545,3.240426246
1.33,0.104,4.58604,7.47672,1763.41,0.62816,0.666225458,13.66788891,1.202054814
1.22,0.25,5.50957,5.63288,1260.43,0.56064,0.521108694,14.43129125,3.240971943
1.418,0.152,4.08974,4.44244,187.567,0.46672,0.191969464,15.34205404,0.346840154
1.418,0.152,27.16182,30.35527,6682.38,0.94254,6.81040774,3.14197299,0.346839074
1.418,0.152,12.76055,18.57806,4081.94,0.841,1.965862712,7.131391016,0.346837086
1.306,0.166,5.0967,7.39924,411.897,0.4521,0.254388926,13.05136146,-0.279841526
1.306,0.166,3.68791,4.94759,335.596,0.45796,0.267556262,13.40411511,-0.279860417
1.418,0.152,15.39461,20.25817,4181.59,0.87396,2.401906222,4.25945585,0.346837537
0.75,0.29,4.33861,6.503,2870.26,0.71038,0.716025864,6.990945404,3.66245446
1.306,0.166,4.31451,4.89363,1001.96,0.56294,0.544956438,14.87263557,-0.279842803
1.241,0.225,12.82285,16.34693,4503.5,0.86448,2.263072195,3.911964053,-0.359022813
1.306,0.166,7.33479,7.46558,1116.13,0.60854,0.457996538,12.67766862,-0.27984082
1.09,0.26,6.99504,9.91902,3590.41,0.75622,1.195720062,8.283103719,2.206465577
0.75,0.29,16.62623,19.9341,5522.17,0.89372,3.756041388,3.746864354,3.66921881
1.418,0.152,5.92826,9.77102,1223.1,0.64252,0.443649621,8.691682919,0.346829486
1.22,0.25,11.87666,17.24342,4847.34,0.8529,2.325670174,6.678243259,3.239662663
1.09,0.26,5.16221,5.94737,895.411,0.5343,0.433896378,13.23639669,2.206555145
1.44,0.2104,4.34338,4.78823,707.917,0.55432,0.441176002,16.79990102,1.106357003
0.965,0.314,6.20959,6.49703,794.592,0.52524,0.385655756,11.78844198,3.790399602
1.09,0.26,4.45129,6.37079,1125.51,0.54744,0.522351459,14.85927461,2.206699833
1.33,0.104,17.31972,22.142,4999.23,0.87986,2.862552827,4.730997614,1.202052262
0.75,0.29,14.74165,21.54219,6331.96,0.90584,4.276259265,3.302839849,3.668596143
1.241,0.225,4.07005,6.23549,861.503,0.6016,0.332840932,11.7529168,-0.359028022
1.241,0.225,6.29461,9.48189,2990.84,0.7072,0.967570252,7.20904132,-0.359023814
1.241,0.225,9.2554,11.07723,1264.7,0.62052,0.658693949,10.03715698,-0.359022362
1.44,0.2104,7.08591,7.31581,1291.79,0.597,0.537160338,11.62343432,1.106357042
1.22,0.25,11.34603,14.79124,4543.31,0.83684,1.879639633,4.615231241,3.239162027
1.22,0.25,16.3324,21.18149,4372.93,0.8542,2.593404458,4.868288802,3.239975425
0.965,0.314,6.0607,9.54835,1627.71,0.67204,0.59897147,8.168791805,3.766515147
1.418,0.152,3.89416,5.7298,1161.84,0.57036,0.533575318,13.55921087,0.346830952
0.75,0.29,9.89338,12.95462,4279.89,0.80898,1.644468838,9.2244058,3.66712117
1.09,0.26,18.15451,23.40602,6193.61,0.91918,4.637545155,4.082759086,2.206622328
1.22,0.25,12.47915,16.64889,5686.94,0.88978,2.987753896,3.194343812,3.239789371
1.33,0.104,10.38341,21.55746,3407.64,0.7949,1.5372863,8.132414222,1.202042509
1.306,0.166,5.82003,9.10759,2406.25,0.68434,0.86160703,9.801392487,-0.279842141
0.75,0.29,4.48052,9.13035,2899.43,0.70972,0.932145845,10.12963426,3.668633002
1.44,0.2104,17.03355,20.18979,6015.13,0.90356,4.169904839,3.795361448,1.106342815
1.44,0.2104,4.92542,5.30336,904.3,0.54002,0.452448578,13.12301819,1.106354479
1.306,0.166,17.40816,20.43231,5924.18,0.89552,3.93175452,6.658312509,-0.279841511
1.22,0.25,6.70425,10.12176,3057.45,0.74078,1.045119985,8.517705035,3.240490414
1.44,0.2104,11.57736,15.18423,6246.31,0.87952,3.270709685,6.027552882,1.106341024
1.22,0.25,14.13376,27.66171,4769.85,0.89092,2.972448169,3.684296163,3.23971573
1.306,0.166,10.59979,11.41407,1224.38,0.64844,0.540497287,9.242159804,-0.27984119
0.965,0.314,4.35876,4.99291,499.76,0.4878,0.381770797,16.65218558,3.787877398
1.33,0.104,27.25458,30.16259,7188.32,0.9434,7.231557,3.318191416,1.202058086
0.965,0.314,7.96738,15.02896,3710.21,0.8128,1.364534526,5.570734377,3.770835582
1.22,0.25,10.93723,14.38287,5327.28,0.8335,2.14135788,7.370367779,3.239670434
0.75,0.29,13.68547,24.27351,5430.29,0.89952,3.576705607,5.504357924,3.669193928
1.33,0.104,10.5632,15.98446,3471.05,0.8058,1.549079165,8.706667114,1.20204213
0.75,0.29,18.13209,21.1609,5793.75,0.9037,3.70938943,3.148606335,3.66916961
1.44,0.2104,5.1227,5.4813,1399.64,0.61972,0.494100013,12.52363047,1.106336797
1.241,0.225,31.89357,33.11669,5538.63,0.91232,4.995400587,3.745868468,-0.359022549
0.965,0.314,13.64842,16.1005,2744.8,0.7769,1.375657816,11.70848537,3.776765819
1.22,0.25,33.37854,38.45696,4571.95,0.9507,6.884291476,2.199475435,3.241670162
1.22,0.25,17.44625,21.1683,5044.23,0.90218,3.524677588,3.602722991,3.240568715
1.33,0.104,5.19461,8.09065,2443.16,0.6878,0.79336883,8.288372197,1.202013574
1.418,0.152,4.41446,7.10434,2627.19,0.6595,0.788356942,11.74361234,0.346836869
0.75,0.29,5.35278,6.22483,182.698,0.41064,0.242910382,14.93483513,3.670644402
0.75,0.29,6.71578,10.53015,1330.13,0.6384,0.585602113,15.46731513,3.655045383
1.306,0.166,10.76357,13.7852,3888.59,0.82266,1.718920749,5.144040329,-0.279841716
0.75,0.29,9.82936,10.26924,997.512,0.58698,0.556954579,9.700853614,3.670305955
1.33,0.104,6.94262,18.51106,3660.84,0.78188,1.308220129,7.918791495,1.202050384
1.09,0.26,27.40868,35.58698,7002.83,0.95324,8.786431929,3.248677196,2.206714257
0.965,0.314,10.6772,15.57478,4316.28,0.83306,1.750221651,6.136973208,3.7770838
1.09,0.26,16.96352,18.98097,5127.61,0.88246,2.857772035,3.957209766,2.206564065
1.09,0.26,3.97754,6.18145,2300.91,0.66286,0.7027897,12.63443526,2.206620495
0.965,0.314,4.65647,6.68041,2412.83,0.62798,0.740213372,13.49721206,3.765214686
1.33,0.104,4.81417,6.86024,753.138,0.52028,0.406729311,11.65825179,1.202039176
0.965,0.314,3.64676,4.81303,360.639,0.4535,0.321841201,14.89497617,3.694448873
0.965,0.314,3.92618,6.24498,1022.49,0.55392,0.537056428,15.09991295,3.777246219
1.241,0.225,7.1324,10.65652,3338.5,0.76318,1.175070364,9.231151818,-0.359023159
0.965,0.314,11.50695,14.23603,4387.38,0.84146,1.994382755,4.791275154,3.777877033
1.44,0.2104,13.69556,13.96867,1519.32,0.68178,0.791265877,13.6377037,1.106356069
0.75,0.29,17.75346,24.38508,6048.96,0.92046,5.171472234,3.351857107,3.670025727
0.965,0.314,19.1702,22.22692,6061.09,0.91074,4.030928839,3.918618135,3.782767179
1.418,0.152,6.01308,11.51198,2252.76,0.70466,0.949318317,9.557874773,0.346833721
1.44,0.2104,15.89499,21.26531,5820.77,0.89634,3.631671069,3.566240109,1.106339637
1.09,0.26,9.76446,12.55242,2878.03,0.76406,1.234816505,10.21727686,2.20614345
1.44,0.2104,5.35778,5.81102,752.619,0.4987,0.389393383,14.3479332,1.106345314
1.306,0.166,28.41248,34.14048,3653.81,0.93524,4.599390184,2.743833502,-0.279841152
1.241,0.225,15.36812,20.44846,6014.9,0.89348,3.661218084,3.612505347,-0.359022805
1.22,0.25,3.70252,4.7504,420.902,0.54886,0.435112809,14.740699,3.2124423
1.09,0.26,4.98367,5.16273,379.738,0.46598,0.313371307,13.14049105,2.206650061
0.965,0.314,3.6521,4.84681,273.42,0.4624,0.244038886,14.52253459,3.574337166
1.44,0.2104,4.66019,5.27863,478.355,0.5029,0.36421443,14.10394977,1.106315113
1.418,0.152,3.70763,4.82301,314.426,0.45,0.258394965,13.70301401,0.346766375
1.44,0.2104,21.39821,24.48522,4129.47,0.90312,3.297936051,5.387468541,1.106338238
1.418,0.152,8.48639,9.04728,1898.32,0.66838,0.760118729,12.30444174,0.346840811
1.33,0.104,15.42651,20.67704,5315.71,0.89374,3.353507761,5.121566601,1.202053414
1.33,0.104,8.12285,12.31198,4312.67,0.80818,1.546827031,5.570557356,1.202043486
1.22,0.25,4.65956,6.41327,1535.34,0.62906,0.557761365,12.5464874,3.239869796
1.44,0.2104,10.10462,10.30552,2409.66,0.7131,1.052794756,8.614670252,1.106353564
1.241,0.225,8.36997,13.02938,2320.75,0.7087,0.857734863,9.487222101,-0.359024093
1.241,0.225,4.53606,5.41046,1560.69,0.58092,0.637488848,14.16404292,-0.3590235
1.09,0.26,3.826,4.92087,387.706,0.50744,0.425611863,18.91726247,2.205659178
0.965,0.314,5.14242,9.6589,1977.4,0.65304,0.766057182,9.095001939,3.756418371
1.241,0.225,11.35704,15.42623,5207.35,0.85006,2.465757398,4.982592601,-0.359022944
1.33,0.104,27.40868,35.58698,7002.83,0.95324,8.786431929,3.248677196,1.202068397
0.75,0.29,5.11829,6.27903,1042.19,0.55842,0.388744631,13.02873169,3.669406814
1.44,0.2104,9.32321,11.60468,4172.94,0.78064,1.424037009,9.858738599,1.106337409
1.09,0.26,12.03978,15.16393,5293.96,0.85732,2.495844238,7.4356528,2.206526549
1.306,0.166,9.93982,10.09823,800.902,0.5615,0.458880544,8.873051283,-0.279841813
1.241,0.225,26.26183,28.83333,5223.31,0.90088,4,3.661875837,-0.359022596
1.33,0.104,21.00788,24.57751,5541.74,0.90026,4.29523605,5.626766677,1.202052265
1.33,0.104,12.30861,17.14799,5501.48,0.88306,3.156118988,3.689432893,1.202052383
1.241,0.225,4.04507,8.51649,2329.78,0.66468,0.812284229,12.53784046,-0.35902279
1.33,0.104,3.66305,4.43409,114.678,0.4139,0.293240381,17.55266743,1.201827851
1.33,0.104,17.30971,19.55109,4988.07,0.88456,3.187442796,4.470944948,1.202052661
1.22,0.25,5.60789,6.70842,923.542,0.55088,0.417165835,14.19959678,3.238265112
0.965,0.314,6.06182,6.9676,942.409,0.54388,0.398335994,12.22850863,3.781819144
1.241,0.225,18.83539,19.99314,4511.88,0.88116,2.752386426,6.336073201,-0.359022558
0.965,0.314,11.92441,16.97215,4072.1,0.80422,1.74043079,9.368967275,3.780540308
1.44,0.2104,16.38922,20.51732,4755.09,0.88556,2.827341138,3.376726278,1.106336229
1.306,0.166,7.75871,10.01013,3208.81,0.76924,1.145477965,6.517505984,-0.279841811
1.241,0.225,5.1227,5.4813,1399.64,0.61972,0.494100013,12.52363047,-0.359022768
1.33,0.104,4.21783,5.39984,346.389,0.42988,0.23323748,14.49080263,1.202067609
1.33,0.104,16.32618,20.40071,2511.17,0.83848,1.451395693,8.206938726,1.202043173
0.965,0.314,4.82619,7.16379,1243.97,0.59762,0.601186842,13.26639624,3.776051881
0.965,0.314,4.40103,6.65568,196.004,0.50164,0.436808833,14.73862806,3.721713779
1.09,0.26,25.14305,29.14432,6057.74,0.90658,4.390345482,5.252469383,2.206590614
0.965,0.314,4.67009,7.68408,1554.64,0.63372,0.528756539,10.38359342,3.781841113
1.418,0.152,7.73483,9.7655,2462.86,0.6857,0.942650502,10.34720447,0.346836188
0.965,0.314,3.86158,4.6267,416.346,0.48114,0.339234723,16.19695027,3.766553653
1.33,0.104,15.39478,17.36091,4751.48,0.85884,2.251449034,6.880651879,1.202047359
1.418,0.152,5.12616,9.91815,2242.57,0.69374,0.762977122,7.982654737,0.346834562
1.44,0.2104,5.3868,5.98273,1847.56,0.6472,0.547657731,10.88096208,1.106347805
1.418,0.152,6.35537,6.73279,2042.84,0.65872,0.63909344,10.70072902,0.34683957
1.33,0.104,11.92149,15.91705,6278.07,0.87694,3.119794798,6.017277874,1.202043447
1.241,0.225,5.85838,6.60096,1768.99,0.65076,0.628978475,10.17744932,-0.359023822
1.09,0.26,8.12839,11.30822,3925.36,0.78572,1.334177821,8.812466791,2.206424332
1.09,0.26,4.49275,6.11311,2656.81,0.65592,0.835347667,11.93536038,2.20648437
1.09,0.26,16.53187,20.01431,4909.24,0.88968,2.841656419,3.452565837,2.206480642
1.33,0.104,14.10351,20.2134,4991.26,0.87946,2.897659692,4.183952714,1.202052802
1.33,0.104,12.64741,15.14773,5291.31,0.86588,2.582149684,5.786584313,1.202045004
1.22,0.25,6.54754,8.32882,1419.5,0.61562,0.591504367,14.51344881,3.238528543
1.44,0.2104,18.90133,21.46608,5643.82,0.88398,2.981764948,4.236781272,1.106334975
1.22,0.25,25.26609,28.25495,7020.55,0.93918,6.84069836,2.275322438,3.240305401
1.33,0.104,13.00661,18.53585,5737.69,0.8866,3.278882532,3.757395513,1.202054367
1.09,0.26,3.7868,4.87031,266.339,0.42454,0.197805475,14.2881138,2.206047455
0.965,0.314,11.05406,14.34607,5137.86,0.8474,2.41499497,6.848037993,3.778158981
0.75,0.29,11.0978,15.08043,3516.25,0.83164,1.520407324,6.159649872,3.665108972
0.965,0.314,14.78563,17.50924,5298.16,0.86314,2.535172381,5.719984702,3.778218902
1.33,0.104,4.2586,7.01825,1158.22,0.6074,0.537469804,10.60180045,1.201992499
0.965,0.314,5.67068,6.77742,2686.05,0.71204,0.826298969,8.206250741,3.777728898
1.22,0.25,7.65497,11.90068,3874.9,0.79272,1.388739007,8.135945559,3.239373962
1.306,0.166,13.55805,16.44875,5173.62,0.8644,2.726839686,5.207253706,-0.279841514
1.33,0.104,6.7941,9.84871,3321.4,0.73764,1.069886983,7.859210178,1.202043647
1.418,0.152,8.8183,13.43902,4421.9,0.82556,1.807750757,7.618641078,0.34683703
1.44,0.2104,26.43899,28.62178,6837.42,0.931,5.783147498,3.865936024,1.106345964
1.418,0.152,5.1748,6.93055,629.126,0.48148,0.398226722,13.53270609,0.346833489
1.44,0.2104,5.25433,6.10819,2752.3,0.68602,0.794534319,10.65226707,1.106348776
1.241,0.225,6.54413,7.99474,986.026,0.56588,0.510533106,16.76071271,-0.359022571
0.965,0.314,12.36403,15.53535,5335.05,0.88596,2.957666076,5.359613377,3.781844297
0.75,0.29,4.15379,5.09924,461.087,0.48606,0.402934593,16.73888948,3.650282597
1.306,0.166,24.60183,28.99843,6788.29,0.951,7.92784081,1.857546171,-0.279841256
1.241,0.225,29.22066,31.20773,2426.83,0.86498,1.786052773,7.36888944,-0.359022562
1.306,0.166,6.65907,8.47788,1652.79,0.61964,0.660338652,10.8055694,-0.27984227
1.09,0.26,17.09305,19.88673,5212.76,0.90234,3.600933815,3.701510211,2.206604773
1.22,0.25,4.1432,4.67913,546.6,0.5207,0.309340209,14.95627024,3.238547016
1.418,0.152,5.07098,10.40468,2268.58,0.66682,0.799192681,11.76301452,0.34683806
1.33,0.104,4.95516,5.68783,575.167,0.4337,0.271201491,15.57063376,1.202063387
1.306,0.166,15.76066,18.3773,5829.39,0.86904,2.742420035,4.560798657,-0.279841651
1.306,0.166,6.50841,6.88683,1092.12,0.56996,0.445048295,11.93551332,-0.279840958
0.75,0.29,4.99085,7.11877,1000.3,0.52832,0.474076201,13.19116416,3.658418914
1.33,0.104,4.56022,11.19601,1303.43,0.6639,0.653271276,13.78537836,1.201407461
1.33,0.104,13.0091,15.02809,3362.83,0.78866,1.445271339,10.32063322,1.202036191
1.09,0.26,20.70132,21.44594,3227.87,0.83224,2.162448683,6.054403673,2.206347684
0.965,0.314,6.38304,9.72569,2175.19,0.68988,0.746038818,8.439818991,3.773059499
1.418,0.152,5.37715,6.43933,1005.64,0.6692,0.446386286,7.639443676,0.346822865
1.306,0.166,11.21281,13.86573,3984.69,0.83884,1.797917533,4.261125378,-0.279841984
1.418,0.152,22.20304,26.25917,7031.72,0.93732,6.391413745,3.355338188,0.346839356
1.22,0.25,5.67186,6.73405,880.402,0.52936,0.375701744,12.69843606,3.239972969
1.09,0.26,18.75481,26.91779,5910.45,0.91584,4.516377193,3.289185577,2.206618958
1.418,0.152,4.37179,6.7342,1841.93,0.65674,0.61232786,10.92290022,0.346838521
1.241,0.225,5.46816,6.01068,430.281,0.43852,0.30167444,12.81642844,-0.359022542
1.44,0.2104,5.18545,7.18754,2240.96,0.64394,0.767292195,10.71068057,1.106330952
1.306,0.166,5.8194,8.33618,2762.38,0.68326,0.88896464,9.251295351,-0.279842504
1.09,0.26,12.99833,18.05584,4036.46,0.82652,2.056879492,5.646429946,2.206505501
0.75,0.29,4.74475,6.7857,1024.9,0.56918,0.456692155,12.01342142,3.644095903
1.09,0.26,16.56712,19.43941,4206.36,0.88284,2.645982503,6.843321581,2.206536573
1.22,0.25,22.22522,23.05736,5023.75,0.87234,3.129571896,4.569196818,3.240389141
1.44,0.2104,17.31141,20.29006,4225.74,0.90256,3.025232617,5.595261575,1.106342162
1.306,0.166,8.50748,14.86184,3314.84,0.8033,1.376223019,5.567806064,-0.279842121
1.33,0.104,4.05594,6.19427,608.921,0.488,0.41022882,15.23049812,1.201973833
1.22,0.25,11.67768,14.04348,5446.03,0.8317,2.362871356,5.543413808,3.239121416
0.965,0.314,11.97504,17.35576,5599.11,0.86262,2.558647917,4.657414963,3.778959615
1.33,0.104,4.02795,6.57261,967.327,0.52992,0.514575363,15.5609402,1.202004111
1.418,0.152,14.99656,17.86934,5970.13,0.9123,4.048656661,2.502762025,0.346838307
1.33,0.104,13.7731,14.95537,3669.95,0.81628,1.627865237,6.377927798,1.202043345
1.306,0.166,10.92278,15.23895,4383.74,0.84804,2.015926974,6.134992845,-0.279841822
1.33,0.104,13.64821,16.87128,4289.02,0.85952,2.200534568,4.956813382,1.202054883
1.44,0.2104,4.84916,5.1864,1076.23,0.52748,0.4500721,15.92857932,1.106347952
1.09,0.26,15.80588,23.05531,5814.77,0.91058,4.174578797,3.133229981,2.206573263
1.306,0.166,5.82012,6.69706,714.516,0.50676,0.451247529,18.06867693,-0.279844665
1.44,0.2104,10.81874,11.57951,1222.22,0.6622,0.537290666,8.977558495,1.106352092
0.965,0.314,3.94706,4.94366,415.11,0.47184,0.292045258,12.51347431,3.698259793
1.306,0.166,10.72241,14.41762,3887.61,0.82794,1.716076533,4.953999135,-0.27984194
1.418,0.152,7.1561,9.83498,3106.21,0.73366,1.081172688,8.1503416,0.346834082
1.418,0.152,19.3891,24.53408,6822.93,0.93296,5.649783204,2.233872572,0.346838374
1.22,0.25,21.74486,24.08231,5822.79,0.91072,4.110433601,3.128773645,3.240426849
1.241,0.225,35.27982,45.86668,6640.13,0.96414,11.97799549,1.789711287,-0.359022178
1.33,0.104,24.61847,27.51912,3875.1,0.86014,2.470729493,5.681481376,1.202053469
1.44,0.2104,8.84652,13.31927,4324.46,0.82218,1.667241218,4.562601015,1.106335353
1.418,0.152,4.49275,6.11311,2656.81,0.65592,0.835347667,11.93536038,0.346837051
0.965,0.314,4.46533,7.29188,1308.26,0.59566,0.510039645,12.45370523,3.774384243
1.33,0.104,6.609,9.78512,4388.3,0.76586,1.439215841,8.888985976,1.202046431
0.965,0.314,16.58889,23.23769,6049.72,0.91534,4.488082805,3.119698469,3.785721991
1.241,0.225,4.68615,5.787,2577.33,0.70204,0.681512833,7.276220253,-0.359023256
1.33,0.104,7.24483,9.80418,3085.39,0.74164,1.095061121,8.378676852,1.202029179
0.965,0.314,3.79614,4.80581,298.265,0.44936,0.286375253,18.63472645,3.781693106
0.75,0.29,30.99106,32.4524,2661.49,0.86972,1.946291904,5.176101088,3.667899312
1.22,0.25,12.90842,21.02114,5318.77,0.87632,2.931738194,4.185070127,3.240041323
1.09,0.26,9.90922,20.37708,3587.2,0.828,1.6069869,6.65791627,2.206482364
1.09,0.26,15.11493,21.50875,5980.85,0.90344,3.951796689,3.1365788,2.20656448
1.33,0.104,24.13222,30.45445,7144.26,0.94182,6.930701812,2.373170783,1.202061134
1.09,0.26,4.05672,6.08119,1673.04,0.63092,0.663606607,13.14067114,2.206074658
1.44,0.2104,4.08181,4.65057,563.912,0.5178,0.451848232,17.39240563,1.106334373
1.418,0.152,24.36234,27.12063,5942.94,0.91722,4.430650623,4.492955045,0.346838643
1.418,0.152,11.43201,15.17775,4286.31,0.8367,1.890727818,5.109173228,0.346837592
1.306,0.166,16.84024,22.61046,5267.69,0.88388,3.071256572,4.056626696,-0.279841419
1.33,0.104,4.77135,5.69712,753.147,0.52992,0.345411525,13.02683631,1.202066547
1.22,0.25,4.4748,6.14583,2626.37,0.65502,0.824259416,11.9877718,3.239589446
0.75,0.29,16.4628,22.02037,5924.76,0.91204,4.219164901,2.97777993,3.669449581
0.965,0.314,8.8183,13.43902,4421.9,0.82556,1.807750757,7.618641078,3.779730325
1.22,0.25,11.97743,14.61113,5041.39,0.8353,2.191853432,5.179924437,3.239562226
1.306,0.166,3.77144,4.79446,520.799,0.49512,0.322621002,15.837312,-0.27984183
0.965,0.314,3.64387,4.8748,312.996,0.49664,0.440248562,18.56066795,3.763064477
1.33,0.104,5.08597,7.3712,415.664,0.44958,0.250063965,13.13446511,1.202055331
1.418,0.152,29.65415,31.62504,3301.31,0.87822,2.434691484,6.886880012,0.346837408
1.33,0.104,21.9224,25.03958,5695.27,0.92668,4.713697843,3.923232651,1.202058237
1.22,0.25,8.98259,14.84078,3375.05,0.7935,1.357640255,7.096054738,3.238716489
1.306,0.166,3.98659,4.93159,985.742,0.56216,0.52524573,16.57884847,-0.279841151
1.22,0.25,16.04687,18.57018,5161.83,0.8799,2.647932422,3.892309012,3.240425205
1.09,0.26,8.8431,14.54847,5215.83,0.83298,2.129316251,7.287164664,2.206473817
0.75,0.29,9.54459,14.30515,4330.85,0.8121,1.829358947,6.323724895,3.665614584
1.306,0.166,9.27155,13.85743,5405.27,0.84058,2.234854024,6.26801338,-0.279841776
1.33,0.104,6.59048,11.69941,1402.97,0.67536,0.522223253,9.606461143,1.202005131
1.22,0.25,4.08701,5.083,345.133,0.48446,0.430546915,16.14862115,3.235012188
1.306,0.166,9.80493,11.54737,3926.83,0.7951,1.557904637,8.603976826,-0.279842125
1.44,0.2104,4.21977,5.14094,324.86,0.4525,0.28154029,17.43618603,1.106342299
1.33,0.104,28.65969,30.98761,3448.95,0.86816,2.359438188,4.902058127,1.202052153
1.22,0.25,5.19916,6.77782,1512.39,0.5933,0.524237016,10.5616619,3.240340474
1.33,0.104,8.63887,10.47318,1561.13,0.7394,0.563648699,4.729036742,1.202032709
1.22,0.25,4.56197,5.70452,2370.11,0.69638,0.665138447,7.389239503,3.237538705
1.44,0.2104,26.06312,29.04918,6260.26,0.92852,5.341940086,2.622098625,1.106344599
1.09,0.26,21.63901,25.93741,5862.86,0.92908,5.546348918,2.928616634,2.206636349
1.241,0.225,11.31288,13.23855,3143.57,0.8304,1.406082526,5.843398863,-0.359022917
0.965,0.314,11.45653,14.31776,4736.81,0.8385,2.141193655,7.965804931,3.779131496
1.418,0.152,4.06012,4.68454,1720.08,0.61792,0.58075188,14.25004423,0.346840643
1.44,0.2104,22.29958,24.26332,5165.48,0.91088,3.662064696,3.020171001,1.10634261
1.306,0.166,4.41775,4.76295,485.717,0.47632,0.362347285,21.30477992,-0.279840723
0.965,0.314,4.45301,6.06535,682.017,0.53446,0.39393247,14.39391474,3.748204993
1.22,0.25,5.20358,5.89707,2250.81,0.69818,0.676105166,7.601942242,3.2363823
1.22,0.25,8.17071,16.85434,4181.6,0.8183,1.822973521,5.965613564,3.239161642
1.306,0.166,26.97993,35.8382,4518.05,0.91836,4.375226298,3.287387621,-0.279841157
1.33,0.104,8.8128,12.5954,5087.25,0.8129,1.997596691,5.764638575,1.202039704
1.241,0.225,5.00326,5.16234,384.303,0.4668,0.312933652,13.16743728,-0.359022878
0.965,0.314,29.92386,30.60983,5366.67,0.9365,5.722578674,4.445125711,3.789163342
1.241,0.225,10.34785,14.45733,4320.5,0.8367,1.893479073,4.441026727,-0.359023285
1.418,0.152,12.51026,15.52489,3810.09,0.85932,1.91928171,5.416975125,0.346836684
1.44,0.2104,22.59321,24.22024,6214.93,0.91422,4.438219702,3.006780136,1.106343335
1.33,0.104,4.12661,5.0332,664.527,0.51396,0.466147274,17.11045471,1.202021048
1.418,0.152,5.24685,9.61645,1093.72,0.64532,0.42600441,8.694972791,0.346827519
0.965,0.314,4.25333,5.08668,441.261,0.49492,0.332341743,16.37603194,3.783294322
1.418,0.152,5.01622,7.94342,2838.59,0.70966,0.809128607,9.661248566,0.346840001
1.241,0.225,5.43231,6.88401,2652.58,0.69848,0.751581487,9.777279393,-0.35902256
1.09,0.26,18.33678,20.92087,5099.6,0.87666,2.914747961,4.277270504,2.206457809
1.418,0.152,8.89539,13.72689,4375.15,0.80286,1.666348421,6.131754394,0.346836508
1.241,0.225,18.23565,24.35173,6246.35,0.9267,5.420312573,2.994057439,-0.359022562
0.965,0.314,8.23222,15.505,3929.51,0.80336,1.53461753,6.074915385,3.780321911
1.22,0.25,11.52014,16.33183,4959.23,0.86404,2.494104199,4.170612077,3.240183468
0.75,0.29,24.02461,27.50304,3262.75,0.84068,2.051314585,9.637230605,3.665543967
1.22,0.25,4.28854,5.6803,1812.45,0.6414,0.566958366,11.03670738,3.239184914
1.418,0.152,6.64584,19.52135,1442.82,0.74532,0.590698707,7.227225745,0.346833983
0.965,0.314,4.3226,11.39486,1334.33,0.66554,0.701213538,12.90337428,3.656845923
1.09,0.26,24.10901,30.1163,6449.21,0.94218,7.603376481,3.918282217,2.206650452
1.33,0.104,6.13056,7.34002,1184.55,0.60842,0.497375864,10.79741075,1.202047909
0.75,0.29,16.63966,20.02901,5825.77,0.89244,3.944538491,4.098236964,3.668770519
1.241,0.225,19.13213,23.16302,4902.71,0.87918,3.20930691,4.343973667,-0.359022729
1.33,0.104,14.43781,17.59692,4702.09,0.84892,2.10765182,4.148865126,1.202045103
1.44,0.2104,25.18613,29.24186,4382.5,0.91912,4.281608258,3.194898438,1.106347589
1.33,0.104,41.32298,44.64291,5056.25,0.95838,9.353699004,4.858782685,1.202071089
1.241,0.225,16.31977,21.42107,4702.53,0.89746,3.087768794,3.405463185,-0.359022676
1.33,0.104,5.28696,8.43931,2164.61,0.6738,0.782383029,8.88450791,1.202031956
1.241,0.225,3.80283,4.42154,196.362,0.42662,0.282354031,16.71161851,-0.359022807
1.306,0.166,3.75106,4.54619,1029.16,0.5766,0.509760238,13.91592621,-0.279841648
0.75,0.29,6.98279,9.7079,3654.88,0.75268,1.212255916,9.682320351,3.666347609
1.44,0.2104,4.16361,5.04646,673.074,0.50424,0.422254974,15.45555757,1.1063365
1.44,0.2104,7.37414,9.69288,1192.44,0.58158,0.509701846,11.00589957,1.10634846
1.418,0.152,5.20998,6.82532,521.764,0.45816,0.361481715,12.72919712,0.346836699
1.418,0.152,4.52582,13.6466,1943.27,0.6941,0.71599587,10.25402885,0.346834881
0.965,0.314,26.10317,28.26705,7060.67,0.93052,5.721031178,2.465543427,3.783809749
