Polymer density (g/cm3),FFV,PLD,LCD,ASA,Porosity,Pore volume,Qst N2,log_P(MMM)_N2
1.33,0.104,18.12638,20.22506,5593.51,0.89864,3.87441688,6.058282391,1.202057497
1.09,0.26,4.00842,8.70379,1182.28,0.59454,0.494950924,12.33916577,2.205152805
0.965,0.314,16.12666,19.43528,3912.38,0.8572,1.99265887,4.97358249,3.782975396
1.33,0.104,5.00836,10.8141,1972.13,0.67726,0.762072582,11.09336743,1.202001683
1.09,0.26,4.99124,7.04652,1034.51,0.53774,0.486242099,12.76793679,2.206558185
1.22,0.25,4.86289,7.00326,1223.57,0.57592,0.48732442,12.69622844,3.240138036
1.44,0.2104,6.96811,7.67683,2172.38,0.66442,0.752427707,9.591348559,1.106330304
0.965,0.314,4.9888,6.47723,883.154,0.5291,0.382784466,14.54647595,3.789172253
1.306,0.166,5.21899,5.64492,1481.39,0.6254,0.590757954,11.74314763,-0.279843382
0.75,0.29,15.93726,18.96401,5717.71,0.87952,3.004594756,5.736058134,3.667247254
1.306,0.166,8.06587,8.3258,952.915,0.5303,0.4397436,10.7799202,-0.279841422
1.22,0.25,12.04581,15.65671,6239.11,0.87736,3.114530048,5.7054826,3.24015452
1.22,0.25,5.15775,10.83211,2228.38,0.73028,0.736679535,7.570354688,3.235915926
1.241,0.225,6.67449,13.22354,2217.12,0.7237,0.825764491,12.2355649,-0.359023066
1.33,0.104,4.0897,4.90958,657.911,0.49298,0.386911956,15.64765432,1.202022645
1.33,0.104,10.18495,14.50757,3062.82,0.8012,1.262247121,5.426780153,1.202036994
0.965,0.314,4.73833,8.20846,2207.24,0.6527,0.776053742,10.45172305,3.782786196
1.418,0.152,7.4934,12.53415,3155.31,0.73514,1.154053252,8.81849304,0.346835583
1.418,0.152,19.67803,24.7967,6778.18,0.93342,5.659354651,3.215174053,0.346839429
1.306,0.166,4.52481,5.17093,456.992,0.43432,0.318059654,14.9332746,-0.279842642
1.418,0.152,4.45966,5.40391,883.786,0.5578,0.345714516,13.07200722,0.346837035
1.418,0.152,4.46067,5.85201,642.541,0.49984,0.367813385,12.51026096,0.34683022
1.306,0.166,20.14244,21.47194,3078.24,0.8129,1.990036354,14.73880092,-0.279842379
1.09,0.26,10.43191,13.59592,4257.75,0.83376,1.84231518,5.431714279,2.206530013
1.44,0.2104,5.80307,7.09205,2695.46,0.70076,0.742127681,8.984367678,1.106323605
1.306,0.166,32.62036,34.65438,3549.5,0.9431,4.89015177,2.046705879,-0.279841133
1.241,0.225,4.51709,7.56073,1331.16,0.60318,0.531230184,12.1285269,-0.359023553
1.306,0.166,13.74625,16.72998,5394.08,0.84604,2.430332331,5.258089342,-0.279841648
0.965,0.314,6.80286,8.39634,1923.66,0.64358,0.722106156,12.79513498,3.778782968
1.241,0.225,26.88763,30.28878,7041.75,0.94366,7.309527498,3.307197145,-0.359022676
1.418,0.152,18.20639,22.88957,6270.56,0.91466,4.56619956,4.041557904,0.346838757
1.33,0.104,10.39133,13.15968,5094.46,0.81674,1.942736443,5.690217633,1.202041653
0.965,0.314,25.15391,28.96484,3635.58,0.90218,3.322922115,4.910742151,3.785475545
1.09,0.26,4.90874,14.98186,640.013,0.54528,0.368136431,10.72043349,2.205811621
1.44,0.2104,8.36728,10.99396,3282.43,0.73282,1.221983768,10.94782121,1.106315427
1.09,0.26,11.14423,16.39927,4756.4,0.8422,2.258435614,7.72067071,2.206521662
1.44,0.2104,24.20734,28.50592,6266.93,0.9355,7.02897244,2.558037434,1.106345536
1.09,0.26,4.78345,5.30026,760.532,0.48052,0.410248529,15.18800832,2.206298634
1.306,0.166,15.10964,21.23967,3102.61,0.8921,2.090666642,5.068438916,-0.279841566
1.22,0.25,8.1071,10.88288,3316.09,0.75128,1.276072453,10.01652641,3.239086627
1.09,0.26,16.5673,20.88805,4811.91,0.89716,3.070593953,3.226024912,2.206517984
1.33,0.104,3.98397,5.03658,215.483,0.42474,0.242743249,18.99379441,1.202053494
1.418,0.152,5.37593,14.40357,2089.1,0.69962,0.893263434,7.391915353,0.346835389
1.418,0.152,17.40933,20.16624,6274.19,0.91786,4.629250431,2.693672992,0.346838824
1.44,0.2104,14.83963,21.36509,5901.61,0.89834,3.653882917,3.414845357,1.106335875
1.241,0.225,31.51019,37.43248,4993.61,0.9436,7.122369494,2.898244888,-0.359022312
1.241,0.225,31.38441,36.5597,5983.99,0.96362,10.34409837,1.71852675,-0.359022166
1.22,0.25,10.75539,11.55274,1213.49,0.65842,0.526306534,9.078945592,3.241687369
1.306,0.166,4.57125,7.106,784.155,0.52752,0.37356334,12.22160054,-0.27984304
0.965,0.314,25.04888,28.55411,6053.08,0.90248,4.196546898,3.657713129,3.782905551
1.44,0.2104,3.83478,4.91533,496.319,0.50726,0.359837979,16.94075138,1.106352252
1.44,0.2104,13.4753,20.5072,3897.7,0.8278,2.090921491,6.459592383,1.106334687
1.241,0.225,4.64481,5.69309,832.994,0.54008,0.456399206,14.57146449,-0.359022361
0.75,0.29,21.23832,27.05437,6408.65,0.93088,6.128484338,4.926771798,3.670963975
1.418,0.152,7.19033,9.102,1730.62,0.66528,0.68933575,10.15559164,0.34684008
1.306,0.166,5.16379,6.19817,772.834,0.50844,0.347634643,13.43468375,-0.279841935
0.75,0.29,5.75905,9.85555,1528.3,0.67512,0.584003737,8.42163448,3.64885508
0.965,0.314,16.82254,16.90358,1941.99,0.75824,1.129242441,7.410725964,3.787610234
1.418,0.152,8.8384,12.43174,4087.45,0.79758,1.612090171,8.879708901,0.346836632
1.241,0.225,4.11529,5.12194,438.131,0.44056,0.33067131,17.36321831,-0.359022788
1.09,0.26,9.89769,10.10107,1308.1,0.60726,0.59350841,14.0574238,2.206565482
0.75,0.29,7.0244,7.6924,2764.13,0.71946,0.964622724,9.290266576,3.669203684
1.306,0.166,18.77781,20.853,4295.69,0.83674,2.323232323,6.205910317,-0.279841727
1.306,0.166,22.7212,24.05549,2054.69,0.86582,1.940560773,4.843462079,-0.279841376
1.09,0.26,4.2385,4.46346,746.839,0.51854,0.392173768,15.68348604,2.206776232
1.306,0.166,4.06012,4.68454,1720.08,0.61792,0.58075188,14.25004423,-0.279840963
1.33,0.104,5.02845,6.64209,2823.58,0.65108,0.805574734,12.45962462,1.202062975
0.75,0.29,10.55751,13.51204,4795.11,0.81928,2.001964627,5.474518457,3.664568219
1.44,0.2104,15.8388,19.66508,5791.61,0.91048,4.099230111,4.748299717,1.106342361
1.22,0.25,15.52227,24.25419,6278.98,0.91262,4.639088266,2.932093733,3.240578609
1.44,0.2104,5.83562,6.37209,886.13,0.51612,0.387710337,10.46824438,1.106342225
1.09,0.26,11.7071,16.19958,5218.06,0.84086,2.296822973,4.970094428,2.206459463
1.22,0.25,14.14505,20.09929,4501.09,0.83638,2.231757137,9.105142245,3.239398641
0.965,0.314,10.22905,13.35329,5247.06,0.85786,2.398233181,6.445477106,3.779419443
1.241,0.225,5.41115,6.21978,1103.1,0.57316,0.532063421,13.92938922,-0.359022369
1.306,0.166,15.80027,18.43344,5267.5,0.86286,2.536249563,6.04279234,-0.27984193
1.241,0.225,14.84873,22.14442,5016.93,0.89314,3.121077424,5.925220766,-0.359022551
1.44,0.2104,10.75155,14.55022,5185.72,0.86176,2.451113406,4.037632185,1.106336982
0.75,0.29,16.89053,18.49241,1574.71,0.77368,0.782745761,7.824565831,3.655874898
1.09,0.26,4.98141,8.08398,1687.67,0.61126,0.667867078,11.48103689,2.206550351
1.418,0.152,7.41473,9.83737,3194.09,0.74106,1.12227065,7.632069558,0.34683434
1.33,0.104,31.98662,34.37781,3228.86,0.86258,2.407692737,8.435042267,1.202051545
0.75,0.29,12.29498,20.38288,5594.09,0.88416,3.122375684,3.764530659,3.668654527
1.241,0.225,33.25005,38.78592,3588.76,0.95296,5.865957552,2.10747013,-0.359022212
0.965,0.314,8.89539,13.72689,4375.15,0.80286,1.666348421,6.131754394,3.778380065
1.44,0.2104,12.15007,14.97481,4230.11,0.8573,2.109025784,3.978731181,1.106334581
1.09,0.26,4.94512,9.10223,1318.07,0.62584,0.534353361,8.767144131,2.205843529
1.33,0.104,6.25511,7.40475,1054.18,0.56562,0.516349893,12.69774953,1.202053688
1.44,0.2104,16.83949,20.83233,5464.15,0.89972,3.874029038,5.258931223,1.106334544
1.09,0.26,4.47901,5.71523,1500.48,0.59364,0.566461192,12.89483163,2.206671134
0.965,0.314,3.97231,6.12654,1214.84,0.5539,0.511974415,13.14796744,3.78001527
1.306,0.166,7.37011,9.7478,1186.68,0.57946,0.506503269,11.28310343,-0.279841099
1.44,0.2104,16.0805,17.30634,4016.83,0.82958,1.682417743,7.184887428,1.106330524
1.44,0.2104,8.40421,13.55573,3065.64,0.748,1.101324829,8.322559767,1.106311317
1.418,0.152,7.90173,8.23002,464.16,0.45058,0.339619513,10.1860338,0.346837813
1.418,0.152,6.12054,6.66565,1535.76,0.61508,0.595655669,10.66614552,0.346841066
1.22,0.25,11.66389,15.12609,5685.23,0.86094,2.710998731,4.29619398,3.239533878
1.306,0.166,21.67963,23.17665,5023.32,0.87166,3.014330571,4.574497508,-0.279841661
0.75,0.29,6.47057,6.682,980.777,0.54324,0.401214189,11.62003703,3.675302444
1.09,0.26,20.61713,23.94532,4989.21,0.87598,3.118587347,6.353942964,2.206537995
1.09,0.26,3.91942,5.69424,702.206,0.52968,0.398882454,14.77893582,2.206402291
1.241,0.225,22.16604,25.35437,6670.27,0.92916,5.568901036,3.861627017,-0.359022476
1.09,0.26,8.56409,18.51885,4401.09,0.81236,1.659862611,7.102652024,2.206566501
0.965,0.314,18.04635,22.64363,6438.51,0.91912,4.692667834,2.691990932,3.784583399
1.22,0.25,9.09279,12.36605,4771.4,0.82092,1.879128878,6.864216729,3.238923463
1.22,0.25,10.75702,11.6018,1231.33,0.65904,0.536686265,8.911939897,3.24180201
1.306,0.166,22.2954,23.52099,2619.08,0.87474,2.431481337,5.070556727,-0.279841315
1.44,0.2104,4.44781,6.86807,971.089,0.60056,0.389397515,7.528220186,1.106204035
1.33,0.104,10.89923,12.55236,4635.64,0.79122,1.782010973,10.94702185,1.202028521
1.306,0.166,4.04304,5.72411,631.656,0.51634,0.450216677,13.39579329,-0.279841886
1.33,0.104,3.84006,4.32673,1152.08,0.5859,0.490498116,14.02964428,1.202062567
0.965,0.314,10.82786,13.58842,4627.63,0.84738,2.150683367,6.804899355,3.781093732
1.306,0.166,14.25359,18.91839,4824.93,0.87692,2.650938947,5.07378059,-0.279841864
1.44,0.2104,6.25435,6.94357,1474.68,0.58524,0.568989655,12.36284143,1.106325861
1.241,0.225,16.46001,23.56753,5118.52,0.91036,3.675712342,3.920225191,-0.359022652
1.418,0.152,3.96749,5.91977,1213.69,0.57476,0.542630829,13.36412509,0.346830436
1.306,0.166,25.404,31.27302,6507.42,0.9331,6.226602695,2.608344203,-0.279841183
1.241,0.225,10.70203,14.11602,4603.9,0.82936,2.051972279,6.252094553,-0.359022787
1.09,0.26,5.57485,11.25445,2308.4,0.7058,0.884932451,10.10077622,2.206279169
1.418,0.152,10.52984,13.33282,4629.04,0.8242,1.81355701,7.533525427,0.346837141
1.22,0.25,24.60183,28.99843,6788.29,0.951,7.92784081,1.857546171,3.241182769
1.22,0.25,27.3679,30.13045,6807.82,0.95132,8.500379752,2.067389046,3.241659242
1.418,0.152,6.71346,18.07263,3391.08,0.77286,1.223576721,8.273384598,0.346837978
0.75,0.29,4.15241,8.86151,2272.72,0.7026,0.802492684,8.432828589,3.647222002
1.418,0.152,9.68949,12.48946,4323.39,0.82238,1.753520346,6.147171543,0.346836295
1.33,0.104,8.6935,12.90646,4163,0.80356,1.651933656,7.766333287,1.20204221
1.22,0.25,21.63714,24.05291,5920.94,0.9124,4.164137484,4.357333126,3.240600024
1.09,0.26,16.51265,21.70721,5328.41,0.90298,3.476530015,3.239699169,2.206588885
1.306,0.166,16.73046,20.16603,5942.09,0.89872,3.956121353,3.923291486,-0.279841469
1.306,0.166,11.81175,13.61218,4820.8,0.82822,2.00261625,8.055541852,-0.279841873
0.75,0.29,14.99583,17.5114,2646.87,0.83212,1.202794939,4.673073218,3.663727991
1.44,0.2104,29.92386,30.60983,5366.67,0.9365,5.722578674,4.445125711,1.106354002
1.09,0.26,5.9549,6.35523,3067.29,0.6982,0.894388615,9.886818818,2.206523736
1.241,0.225,5.15951,10.15164,1301.72,0.6518,0.513535659,9.244799808,-0.359023735
1.09,0.26,4.35866,8.62654,1105.82,0.5445,0.502000627,12.70951168,2.205801778
1.33,0.104,19.36306,23.00438,6293.02,0.9139,4.280060883,2.763206844,1.202058813
1.44,0.2104,8.65463,10.67469,3573.11,0.76612,1.244990753,10.03430127,1.1063286
0.965,0.314,5.40028,6.57121,1507.53,0.63392,0.468432253,10.54266522,3.787431692
0.965,0.314,3.66745,4.73834,363.051,0.45454,0.324069585,14.75080672,3.655637907
1.44,0.2104,6.17576,8.45238,2408.53,0.69258,0.809436767,7.95793527,1.106304198
1.418,0.152,11.17281,13.9408,3241.34,0.82064,1.376360822,6.181324408,0.34683665
0.965,0.314,9.86133,13.39032,3832.43,0.8043,1.591236428,5.687228953,3.779316694
1.44,0.2104,3.89271,5.30133,446.593,0.476,0.287620245,12.67956421,1.106147856
1.306,0.166,4.84816,6.85522,1493.87,0.59368,0.610985555,11.74380166,-0.279841689
1.09,0.26,5.00326,5.16234,384.303,0.4668,0.312933652,13.16743728,2.20648209
1.306,0.166,4.35347,7.52588,1055.05,0.61978,0.404812447,9.777990023,-0.279846438
1.33,0.104,8.09361,10.32873,3553.02,0.76142,1.261773927,10.07490885,1.202037841
1.418,0.152,19.06215,21.40567,3519.58,0.80502,1.418627437,5.846201737,0.346836456
0.965,0.314,9.94722,15.84076,4500.79,0.83676,1.961780035,7.089689342,3.781362114
1.33,0.104,10.76362,13.46081,5387.37,0.84584,2.383970823,7.017160172,1.202042156
0.75,0.29,4.81731,6.90235,2052.86,0.64848,0.713762896,11.46781715,3.663064038
1.22,0.25,5.42401,6.09975,919.926,0.5164,0.434121039,13.43519964,3.234816914
0.75,0.29,5.71555,6.38354,1665.64,0.64902,0.557898447,10.37755732,3.670273402
1.09,0.26,12.75201,19.40639,5966.28,0.893,3.394004812,4.873421202,2.206538332
1.09,0.26,9.45715,12.49417,4661.01,0.82626,1.816638781,8.124407291,2.206498775
1.09,0.26,9.01542,11.2368,4116.53,0.82192,1.5614842,5.619726727,2.206503161
1.33,0.104,9.59935,15.07039,3170.13,0.81382,1.308566899,5.287305932,1.202043657
1.418,0.152,4.5627,6.22226,1108.74,0.55016,0.539383125,13.10070415,0.346830664
1.418,0.152,15.08441,16.92554,5496.35,0.89306,3.280113125,3.353540281,0.346838287
0.75,0.29,9.17861,18.69262,2936.83,0.79786,1.315309226,6.966353717,3.662751422
1.33,0.104,4.31105,5.20924,720.06,0.52204,0.481840082,16.70043667,1.202026324
1.09,0.26,6.71212,7.38705,2279.9,0.6779,0.724881762,9.238515503,2.206417439
1.33,0.104,6.85068,8.29809,2367.94,0.66012,0.835075921,10.02724511,1.2020528
1.44,0.2104,4.80817,5.97545,1915.9,0.6495,0.683371298,10.96018819,1.106298287
1.418,0.152,6.00392,10.37236,2355.9,0.70364,0.784244667,9.193370255,0.346834279
1.306,0.166,16.06178,20.12787,5835.12,0.89838,3.774816906,5.841572918,-0.279841502
0.965,0.314,39.58014,45.012,5444.54,0.9638,10.93270567,5.488019825,3.789806935
1.306,0.166,14.56712,20.98056,5429.73,0.87894,3.151248754,5.191965123,-0.279841842
0.965,0.314,4.46882,5.86863,814.822,0.5147,0.455051809,15.00187042,3.759957434
0.965,0.314,5.65156,7.05411,1777.75,0.629,0.650092915,11.02079774,3.776055873
0.965,0.314,3.93449,5.82794,630.679,0.48322,0.311899721,14.29859844,3.778462734
1.09,0.26,5.7692,8.05193,972.046,0.61154,0.562542544,8.807389368,2.206235014
1.241,0.225,18.97336,21.70165,6105.95,0.8969,3.727624486,3.584110237,-0.359022716
1.418,0.152,5.06381,7.08528,939.267,0.5264,0.473057982,13.02490791,0.346839222
1.22,0.25,10.52183,32.67163,4599.44,0.85554,2.426299803,8.692568986,3.239758689
1.33,0.104,12.25034,19.82732,5772.5,0.89186,3.360209179,5.452069303,1.20205369
1.09,0.26,4.1998,5.13748,696.774,0.5208,0.479814265,16.91347895,2.206231828
1.09,0.26,3.83342,5.85396,1090.14,0.5812,0.567334349,13.09580955,2.20508742
1.241,0.225,3.70736,4.08842,229.005,0.4747,0.464236118,19.71754706,-0.359024988
1.09,0.26,8.31239,12.00651,4439.46,0.8091,1.679690095,5.51845127,2.206487796
1.241,0.225,16.65806,20.10498,5112.03,0.90102,3.292467688,4.800740739,-0.359022635
1.306,0.166,11.16592,17.17663,5860.02,0.88446,3.072023007,3.564799829,-0.279841665
1.44,0.2104,9.57228,12.48282,4531.18,0.80556,1.733792774,5.828523183,1.106334344
0.75,0.29,3.72801,4.69428,304.401,0.4456,0.256320285,13.61558854,3.552162867
0.965,0.314,9.28681,17.04617,4052.04,0.82246,1.792621234,5.592122525,3.779975266
1.09,0.26,13.31523,20.57355,5782.13,0.89216,3.369515134,3.435690293,2.206558721
0.75,0.29,3.79898,4.65972,411.308,0.49854,0.399743415,16.53890187,3.673510889
0.75,0.29,7.48414,8.69308,2723.13,0.70186,0.927322766,10.93740108,3.658744286
1.09,0.26,7.97064,15.01042,3702.77,0.81282,1.363140109,5.574823057,2.206314115
1.09,0.26,26.04217,28.19967,4915.15,0.8956,3.882619684,3.820067701,2.206631796
1.09,0.26,14.73134,18.86557,4581.8,0.84748,2.495053936,5.445753889,2.206568495
0.75,0.29,8.62628,10.81747,2981.53,0.70756,1.035975689,11.47115326,3.667169958
0.965,0.314,7.11095,9.13708,2263.13,0.67358,0.819231097,11.96519596,3.779547828
1.09,0.26,5.67186,6.73405,880.402,0.52936,0.375701744,12.69843606,2.206541684
1.44,0.2104,19.63473,22.12538,3155.08,0.81214,1.722193595,9.870908435,1.106329791
1.241,0.225,18.16364,22.00216,5313.14,0.88878,3.170421103,3.940919008,-0.359022669
1.09,0.26,3.83588,4.67576,664.962,0.55334,0.452267303,16.00932711,2.206349667
1.418,0.152,15.75681,18.61603,2828.62,0.85728,1.534298355,6.146010938,0.346836431
0.75,0.29,29.19691,31.42825,3207.61,0.87978,2.48191697,4.264042819,3.66864964
1.418,0.152,3.83478,4.91533,496.319,0.50726,0.359837979,16.94075138,0.346840264
0.75,0.29,16.68025,19.59253,4114.15,0.88234,2.393240751,5.441767576,3.669892144
1.306,0.166,22.14446,24.58519,5918.59,0.91982,5.125916019,2.872821528,-0.279841486
1.22,0.25,4.05863,5.50924,675.159,0.48386,0.370166929,13.93879621,3.234581037
1.44,0.2104,10.77023,14.87717,3935.1,0.82888,1.646239615,6.369531496,1.106334821
0.75,0.29,9.92741,13.13681,3664.87,0.77808,1.491600545,9.760748577,3.663542978
1.418,0.152,14.0996,17.52227,6217.17,0.89156,3.733422667,5.399295716,0.346837665
1.241,0.225,35.0267,40.3471,3791,0.94876,5.936094201,2.276738407,-0.359022208
1.33,0.104,17.28216,19.40742,5528.12,0.87972,2.972840541,6.071386895,1.202053213
1.22,0.25,12.87515,16.49198,6444.07,0.88826,3.479660911,3.697973716,3.240401325
1.44,0.2104,4.16071,5.40468,745.81,0.516,0.333232158,12.88118268,1.106323011
1.33,0.104,15.30087,19.57348,5470.07,0.88884,3.189590518,5.748038452,1.202046031
1.418,0.152,28.98757,30.18897,5026.88,0.93654,5.225527831,2.202071511,0.34684037
1.306,0.166,4.83642,5.47416,343.393,0.4691,0.337256368,13.80818653,-0.279841754
0.75,0.29,7.36323,12.49926,3353.03,0.74932,1.212201609,9.712705351,3.662414159
1.33,0.104,8.92729,14.74474,1741.21,0.6879,0.831314163,8.818870218,1.201921794
1.306,0.166,34.49931,40.65858,6711.71,0.96506,12.15521943,1.703136773,-0.279840993
0.965,0.314,5.42795,6.86556,687.824,0.55866,0.323958527,9.143319661,3.780420384
0.75,0.29,13.27454,19.83405,6114.89,0.89996,3.674310934,4.943191292,3.668342643
1.22,0.25,6.19226,7.11646,1324.79,0.57908,0.561684627,11.68290158,3.241988389
0.965,0.314,25.19151,27.32213,6060.37,0.9354,6.31933091,2.903887107,3.78680734
1.09,0.26,11.05166,15.55354,4746.12,0.84236,2.140082467,4.80069825,2.20645367
1.306,0.166,10.39869,14.3225,5060.88,0.84874,2.09677778,6.735438076,-0.279841853
0.965,0.314,19.65457,21.0287,4016.72,0.85226,2.268483029,4.800910281,3.781329504
1.09,0.26,5.29096,5.93338,677.01,0.52144,0.396312313,14.6539967,2.206772114
0.75,0.29,33.1177,35.42665,3004.59,0.88044,2.303532324,4.571378486,3.670067326
0.75,0.29,7.95732,20.39112,4718.68,0.8291,2.054821681,5.943371536,3.667478695
1.22,0.25,6.45098,10.04497,3036.58,0.72012,1.007300312,10.13605874,3.238514004
1.306,0.166,18.46905,23.29286,4346.92,0.88134,2.411577674,4.448080084,-0.279841446
1.33,0.104,4.66146,6.0002,357.416,0.48426,0.336181941,13.69844019,1.201810082
0.75,0.29,3.82431,4.33176,290.352,0.44506,0.330504006,16.22063034,3.6639693
1.33,0.104,4.84046,6.75607,1702.93,0.63134,0.554858328,11.08947958,1.202067867
1.306,0.166,7.70919,11.4874,4670.55,0.79272,1.625912207,8.917476333,-0.279841613
1.09,0.26,14.97859,18.09086,4465.63,0.86524,2.289358099,5.763626511,2.206449442
0.965,0.314,28.27809,32.64433,4256.67,0.8885,3.081014914,4.179358612,3.783925514
1.22,0.25,21.40818,25.43803,5785.36,0.8871,3.531589633,4.24983394,3.239663703
1.44,0.2104,6.03247,12.02271,2375.88,0.71746,0.835730976,10.05270055,1.106316504
0.75,0.29,10.24935,14.98891,5860.18,0.86856,2.833995151,4.055514515,3.667039205
1.418,0.152,9.3821,12.66424,5397.53,0.83252,2.033194615,6.355945782,0.346837385
1.241,0.225,16.79909,21.41388,5176.77,0.90528,3.534055021,4.795425252,-0.35902257
1.09,0.26,21.10107,24.63154,6230.05,0.9291,5.381999757,2.777311209,2.206628571
0.75,0.29,11.16452,14.80058,4360.21,0.84106,1.874512461,6.039072865,3.66484938
1.22,0.25,16.79909,21.41388,5176.77,0.90528,3.534055021,4.795425252,3.240544245
1.33,0.104,6.19226,7.11646,1324.79,0.57908,0.561684627,11.68290158,1.202069861
0.965,0.314,4.89759,5.65614,913.914,0.55704,0.500444708,14.23525063,3.788851427
0.965,0.314,6.47014,7.41428,2257.4,0.6624,0.811415678,11.2037535,3.780852375
1.22,0.25,6.45196,13.72369,3187.14,0.78164,1.139966952,6.469399983,3.237988322
1.44,0.2104,13.09109,18.24494,3376.47,0.83434,1.702196244,6.368314692,1.106326075
1.33,0.104,17.86469,19.80907,6262.72,0.91098,4.446602984,2.930965556,1.202053027
1.33,0.104,12.34043,19.8323,5138.97,0.87276,2.755246036,5.547839064,1.202050437
1.418,0.152,4.49829,4.6866,217.594,0.40668,0.21771111,20.2849295,0.346841486
0.75,0.29,14.52802,20.5416,6275.64,0.91048,4.354155309,3.253382726,3.668963155
1.418,0.152,28.97013,30.90377,3871.46,0.87336,2.723522093,6.340667649,0.346838463
1.306,0.166,19.0468,22.61666,6378.2,0.91318,4.275227296,2.769364617,-0.279841294
1.306,0.166,7.16955,8.52966,1006.75,0.5839,0.535506296,16.19842035,-0.279841442
0.965,0.314,7.49363,8.21847,1367.17,0.66292,0.540369582,10.46259215,3.771113118
1.33,0.104,32.51619,34.06113,5518.05,0.91702,4.449134451,4.753207438,1.20206016
1.241,0.225,4.77674,7.01351,811.368,0.55298,0.376866511,12.9843092,-0.359022814
0.75,0.29,4.59937,5.74617,1578.55,0.62932,0.583119446,10.17160115,3.66361394
1.306,0.166,15.12802,18.74753,4485.53,0.86428,2.29580832,5.652333379,-0.279841902
