PLD,LCD,LCD/PLD,ASA,Porosity,Pore volume,Qst CH4,N1bar_CH4,log_D0_CH4,log_D1bar_CH4
7.79685,10.18404,1.306173647,1513.53,0.70038,0.545123403,11.27468015,0.25876839,-3.718666484,-3.703445675
9.12713,11.3522,1.243786382,2032.26,0.70164,0.901346933,15.632113,0.798034528,-4.010411853,-3.898383828
7.01872,9.58942,1.366263364,2759.02,0.7284,0.915982153,9.628953787,0.45150432,-3.445591419,-3.471167046
19.88142,21.96893,1.104998033,5101.48,0.8618,3.05134315,8.904257459,0.692408054,-3.290966691,-3.255781227
7.09957,11.41445,1.607766386,2679.6,0.74964,0.929192516,8.800467044,0.319508467,-3.465508233,-3.415585627
14.22252,16.84734,1.184553792,4659.1,0.83922,2.071815635,7.086528297,0.426557912,-3.254575125,-3.221943372
18.11027,20.71688,1.143929936,3357.07,0.84998,1.855652998,7.478226607,0.349704976,-3.216316144,-3.230273483
4.44571,8.56032,1.925523707,909.271,0.62878,0.387762402,13.89193892,0.382718572,-4.332411521,-4.337862809
17.30971,19.55109,1.12948686,4988.07,0.88456,3.187442796,6.868572692,0.496925225,-3.093816913,-3.125202377
18.77134,21.03291,1.120479944,5422.71,0.89192,3.382289925,6.234456437,0.505948845,-3.023969519,-3.019190805
5.45965,8.37697,1.534341945,1864.4,0.64574,0.71791565,12.92315542,0.634307474,-3.818039517,-3.886837752
15.75071,20.76882,1.318595797,5793.41,0.89994,4.021790621,6.087925214,0.553432709,-2.999680378,-3.028198575
19.37631,24.70018,1.27476181,6363.09,0.9323,5.93077476,4.719779299,0.617969661,-2.738054189,-2.74521426
24.62855,28.4663,1.155825252,6386.46,0.93778,7.230489291,4.019049797,0.630252368,-2.652709276,-2.608610489
20.14191,23.96734,1.189923895,4685.46,0.86662,2.964830653,7.648670229,0.539921592,-3.221821555,-3.22803538
17.41687,20.87718,1.198675767,5483.24,0.90424,3.859342123,5.665812527,0.492989549,-2.989069763,-2.963610877
22.8915,28.96873,1.265479763,6379.8,0.95138,7.884081511,3.062995204,0.591707143,-2.520425307,-2.587347823
16.20664,20.12374,1.24169723,5920.03,0.9211,4.612742005,4.321780044,0.490577411,-2.807765086,-2.85033985
12.68051,15.05685,1.18740098,2754.5,0.80822,1.237037978,8.732381187,0.313164292,-3.402229846,-3.376104845
21.86535,27.56884,1.260846042,6354.35,0.93202,6.081775945,4.540814551,0.590636837,-2.739267033,-2.736634635
14.3181,21.20131,1.480734874,5970.51,0.91416,4.312624721,4.47153727,0.46085277,-2.894631682,-2.926311497
12.34569,16.64567,1.34829807,2966.16,0.79608,1.311630988,9.511857888,0.481356062,-3.35010164,-3.356894543
9.92741,13.13681,1.323286738,3664.87,0.77808,1.491600545,9.760748577,0.523949247,-3.531829751,-3.517869593
13.04596,19.03645,1.459183533,6007.56,0.88362,3.339948065,5.782801327,0.491561955,-3.093289263,-3.094816165
11.18427,16.30665,1.4579986,4521.77,0.85322,2.196767234,6.917087647,0.417590063,-3.146887398,-3.156799528
6.36904,10.21541,1.60391676,3090.27,0.72496,1.020912253,11.00642018,0.640040277,-3.631659843,-3.653739856
17.69292,23.84922,1.34795274,6042.3,0.9278,5.242933511,4.801859437,0.534971024,-2.788580253,-2.827610659
17.1766,20.0995,1.170167554,5576.18,0.90088,3.894434238,5.845365683,0.521265134,-2.971085563,-3.02656298
16.92264,20.12635,1.189315024,4986.21,0.88452,3.226267681,6.490907416,0.48618812,-3.108927502,-3.115439754
6.7941,9.84871,1.449597445,3321.4,0.73764,1.069886983,10.33023312,0.608121068,-3.501511182,-3.544337822
11.68133,15.50661,1.32746956,4261.7,0.8533,2.17077179,6.482329329,0.381511921,-3.159000412,-3.182151803
27.49809,31.2586,1.136755316,6250.68,0.93518,6.205903432,4.205027916,0.584212046,-2.723087102,-2.861019633
14.46799,18.10476,1.251366638,5472.53,0.8729,2.636881297,5.810260715,0.423971226,-3.057246206,-3.123498277
21.17766,23.91387,1.12920266,5975.8,0.90346,4.379159416,5.679662537,0.562707414,-2.977062517,-2.905053658
10.71898,14.11047,1.316400441,4899.21,0.8315,1.848969336,7.499235762,0.459572596,-3.22063555,-3.241514714
15.18639,21.56166,1.419801546,6431.2,0.9133,4.774576023,4.698630885,0.523395472,-2.880497366,-2.90392765
15.16868,16.5181,1.088960938,2782.24,0.77792,1.480170713,11.56222089,0.699545431,-3.624128934,-3.598750091
18.18814,25.53851,1.404129834,6183.32,0.93098,5.73539015,4.38530433,0.560751548,-2.750159539,-2.759208839
23.89419,26.34754,1.102675588,4221.05,0.87112,2.852091464,7.680865946,0.50602706,-3.162751003,-3.174454497
20.98502,24.86973,1.185118241,5137.74,0.90432,4.121486127,5.251008281,0.466981531,-2.88021774,-2.914744221
20.19527,24.14368,1.195511622,5107.82,0.90018,4.056765332,5.486583042,0.503582578,-2.94442143,-2.858607033
8.45805,12.57373,1.486599157,4519.75,0.8015,1.679075555,9.409971957,0.572803479,-3.431601284,-3.445264526
11.05204,14.11703,1.277323462,3034.68,0.80854,1.226325951,7.925813336,0.323538638,-3.308624636,-3.313118846
15.45091,25.60278,1.657040265,3279.08,0.80244,1.725065299,11.46881367,0.583968905,-3.754633348,-3.648642583
18.86189,23.08752,1.224030042,6768.27,0.92418,5.664117085,4.878735625,0.615126314,-2.869549418,-2.947540952
11.29634,14.41978,1.276500176,3891.76,0.8046,1.731242187,9.618010889,0.572838061,-3.389085756,-3.3650437
19.46122,23.51128,1.208109255,5008.86,0.87978,3.003964176,6.908887852,0.542452673,-3.089194834,-3.042293017
20.3245,22.91711,1.127560826,6012.55,0.93122,5.307609005,4.287513143,0.516262212,-2.784148341,-2.7901152
10.52984,13.33282,1.266193978,4629.04,0.8242,1.81355701,7.533525427,0.461729933,-3.257492406,-3.259341877
8.97315,12.7159,1.417105476,3182.93,0.81894,1.282037634,7.236323253,0.300956826,-3.279822212,-3.325508443
22.23499,25.71608,1.156559099,5432.63,0.91352,4.276258508,5.494333141,0.507860649,-2.92630356,-2.895459366
11.7527,15.59677,1.327079735,5512.66,0.85964,2.63759596,6.428585738,0.477704424,-3.167971218,-3.165015081
8.44438,11.80497,1.397967642,4412.12,0.80528,1.615879475,8.865558961,0.56541834,-3.298821066,-3.338358868
16.36142,21.83661,1.33464027,4184.86,0.91188,3.200702001,5.311022173,0.364540632,-2.900525093,-2.946125257
20.81322,22.05183,1.059510734,4526.07,0.8758,2.817218552,7.173869475,0.487059286,-3.17199625,-3.131272151
21.54003,26.94123,1.25075174,6479.63,0.92718,5.892019674,4.711490452,0.6022156,-2.782981511,-2.782305468
24.60174,28.5035,1.158596912,6931.97,0.93012,6.177531299,3.944068408,0.575104032,-2.767190452,-2.84118202
15.76066,18.3773,1.166023504,5829.39,0.86904,2.742420035,6.688094867,0.531653456,-3.089154852,-3.082136237
21.52851,24.72866,1.148647073,5445.69,0.88476,3.30969161,6.12826964,0.487944704,-3.042822049,-3.07563624
11.35704,15.42623,1.358296704,5207.35,0.85006,2.465757398,7.101800832,0.511235873,-3.208709158,-3.218562518
5.38882,8.91146,1.65369413,1064.82,0.63208,0.410119322,10.19604365,0.172276493,-3.786293511,-3.797534108
9.29167,10.48038,1.127932869,3062.37,0.76278,1.169292841,7.901284918,0.312933298,-3.4291243,-3.450679831
16.37018,20.29835,1.239958876,5724.88,0.90536,3.755901265,4.721364157,0.433246406,-2.905658709,-2.937237752
24.30297,27.03611,1.112461152,5640.51,0.93188,5.99630652,4.035147358,0.537699426,-2.691001616,-2.760125467
10.14368,14.04068,1.3841801,4694.05,0.8132,1.898966217,8.270248565,0.502771527,-3.344052943,-3.347752072
8.46703,13.18305,1.556986334,4855.76,0.79474,1.836288144,8.860285454,0.605454045,-3.420717335,-3.409967844
16.51647,20.1183,1.218075049,5623.49,0.89954,3.337488777,4.860620452,0.412879964,-2.949892707,-3.007872078
24.07936,30.32071,1.259199165,6346.56,0.9405,6.620721697,4.424824374,0.627165632,-2.679081687,-2.736810827
21.7191,22.96283,1.057264343,5070.89,0.8732,3.196485769,7.796999952,0.586413268,-3.200510483,-3.180758838
9.05126,16.36312,1.80782786,4046.06,0.82152,1.723395016,7.295069084,0.424930419,-3.256947165,-3.264618147
20.7914,22.66609,1.090166607,6049.08,0.88312,3.310826769,6.713440444,0.565338793,-3.105119064,-3.116349921
8.50338,16.34146,1.921760523,3863.56,0.79936,1.565503154,7.682835081,0.335807942,-3.392266083,-3.361721603
23.2354,26.84866,1.155506684,6140.07,0.9316,6.395847779,4.39599239,0.598675588,-2.714735769,-2.677943842
13.79169,18.69696,1.355668522,5874.14,0.8821,3.234595245,6.028672138,0.482888029,-3.115596905,-3.103916511
14.14505,20.09929,1.420941601,4501.09,0.83638,2.231757137,9.105142245,0.589849954,-3.354275048,-3.326945512
10.6772,15.57478,1.458695164,4316.28,0.83306,1.750221651,6.136973208,0.313772759,-3.207427582,-3.208862434
17.51214,25.82127,1.474478276,5715.49,0.91614,4.391724111,5.038396765,0.509997621,-2.853425276,-2.870844767
16.89642,22.93182,1.357199928,5536.13,0.91594,4.589291619,5.969229548,0.547108599,-2.914483714,-2.960998982
27.88094,31.02165,1.112647206,6973.28,0.95442,8.646988476,3.172382058,0.652217989,-2.48323224,-2.578534789
12.24696,16.17667,1.320872282,3862.21,0.84412,1.699470098,5.47109226,0.257853285,-3.114648247,-3.148997173
11.52146,19.50616,1.693028488,5479.62,0.8756,2.852377416,5.858982083,0.431269242,-3.126015432,-3.117490037
13.29112,18.49328,1.391401176,6033.24,0.89004,3.464457817,5.986412399,0.520114651,-3.030533326,-3.035245338
8.49338,10.35501,1.219186001,3579.08,0.7731,1.263670972,9.772443823,0.50282509,-3.527513438,-3.441063076
6.66726,9.9984,1.499626533,1673.47,0.62312,0.717571001,16.99996005,0.743799025,-4.170297121,-4.04390404
25.52107,28.40792,1.113116339,6212.11,0.94712,7.043931607,3.737457572,0.582728958,-2.617724221,-2.646372305
18.80316,24.68558,1.312842097,6090.12,0.92316,4.793793555,4.591615743,0.496558683,-2.83361773,-2.86592006
14.63523,24.53954,1.676744404,5735.28,0.90954,4.032882398,4.973368065,0.478311562,-2.952733929,-2.984168637
27.69601,34.22945,1.235898239,7521.35,0.95698,10.14743244,2.920122164,0.725607382,-2.470313575,-2.521158626
16.57984,19.58553,1.181285827,5190.84,0.87324,2.890240754,6.672573732,0.491069341,-3.128375579,-3.154520218
15.59992,17.55587,1.125382053,5944.46,0.8931,3.1715762,4.552550617,0.384710966,-2.901443679,-2.878601075
7.92113,10.75453,1.35770149,4465.83,0.81732,1.642098411,6.427496276,0.338075572,-3.191708582,-3.215001685
10.57638,19.38142,1.832519255,5576.78,0.8833,2.8661356,5.112210378,0.38248311,-3.059270388,-3.130022522
24.55786,29.22405,1.190008006,5518.76,0.93712,5.710699029,4.377208378,0.537128068,-2.695198703,-2.662559666
12.33609,16.59133,1.34494236,5437.98,0.8823,2.796256446,4.991921118,0.358591021,-3.03260801,-2.983615642
14.66499,17.95426,1.22429405,5199.09,0.87212,2.693732066,6.481211354,0.447744356,-3.167774596,-3.141543969
11.53974,16.71756,1.448694685,5681.88,0.88386,2.918917848,4.933323632,0.376217998,-3.03758732,-2.980592043
9.7434,13.4426,1.37966213,5293.19,0.81686,1.842355733,8.162723296,0.528956713,-3.323485648,-3.276259395
10.96117,14.05929,1.28264501,5477.82,0.85994,2.485052522,6.480389524,0.464511715,-3.183949455,-3.097059478
23.24884,32.52568,1.399023779,7594.97,0.94416,7.754589134,3.325163439,0.621302177,-2.606143459,-2.573924261
40.53604,46.69477,1.151932207,6658.42,0.97084,14.52740011,2.937713236,0.973557847,-2.21700555,-2.284655986
14.92515,17.56223,1.176687001,5724.54,0.89166,3.407053609,5.609311424,0.483604783,-3.062701268,-3.05448833
9.9318,15.90926,1.601850621,4481.03,0.83208,2.011040323,7.139374131,0.463577166,-3.257620788,-3.244361398
22.12449,26.66438,1.205197498,6822.41,0.94226,6.918767301,3.865337744,0.59209898,-2.701158451,-2.744291295
11.94023,27.52307,2.305070338,3955.42,0.86564,2.35363211,6.539642964,0.392481938,-3.157451254,-3.11196249
15.12783,21.84759,1.44419854,5547.77,0.88354,3.103799567,6.018190818,0.474943037,-3.091547607,-3.050581265
9.28372,15.04881,1.620989216,4180.86,0.82112,1.64974966,6.309425246,0.321438996,-3.189291705,-3.212614908
13.19525,16.94027,1.283815767,6107.37,0.9014,3.898114513,5.712101586,0.519384229,-2.998107159,-2.931588832
18.75481,26.91779,1.435247278,5910.45,0.91584,4.516377193,5.169982659,0.537086663,-2.939840273,-2.910957495
15.29084,19.74285,1.291155358,4731.83,0.86388,2.460537634,6.548293802,0.4158603,-3.165395436,-3.126506658
29.75916,35.7619,1.201710667,7149.46,0.95664,9.810947682,3.308600332,0.745118404,-2.462257568,-2.466521861
12.89523,18.44236,1.43016914,6235.12,0.89562,3.537581022,4.935020024,0.44773816,-2.944407333,-3.003514408
7.66657,9.51204,1.240716513,3469.3,0.74396,1.100514637,10.1776615,0.593022722,-3.543363548,-3.513471413
15.94711,22.57217,1.415439537,6591.42,0.89984,3.679123395,5.135239827,0.477916556,-3.012788259,-2.948756156
11.70373,14.59043,1.246647864,5799.46,0.87386,2.694296365,4.949920551,0.365860635,-3.054591456,-3.034304609
18.08854,22.30384,1.23303705,5850.9,0.91754,4.764436782,5.496306042,0.549379548,-2.861771502,-2.866094605
19.90282,21.73432,1.092022136,3489.62,0.849,2.20597979,8.152136591,0.465833407,-3.222831308,-3.164379881
14.78062,20.58186,1.392489625,4150.19,0.87044,2.406657819,6.375210391,0.384633214,-3.120659482,-3.164269907
20.51951,26.26137,1.279824421,6019.77,0.91634,4.416564648,4.514837793,0.470958849,-2.860013194,-2.835910743
27.27603,33.83759,1.240561401,5359.23,0.9231,5.294917315,7.93165739,0.815633078,-2.826018862,-2.906715938
11.95333,14.36861,1.202059175,5002.49,0.87962,2.457773692,4.027059827,0.273017581,-2.933561306,-2.911472445
33.37727,40.73475,1.220433846,6370.76,0.9514,7.937130319,3.895763083,0.661292728,-2.55651118,-2.574097212
26.05079,34.87807,1.338848841,6723.54,0.9461,7.884298072,4.010281712,0.695804727,-2.599544847,-2.591965104
15.14977,20.8008,1.373010943,5041.12,0.87994,2.935011741,5.988996812,0.448751902,-3.080583599,-3.082150364
12.09613,15.29148,1.264163001,5854.29,0.87842,2.978553142,5.272022281,0.41855205,-3.012115454,-3.070623497
27.40868,35.58698,1.298383578,7002.83,0.95324,8.786431929,3.248677196,0.671191882,-2.524458221,-2.49299823
15.24215,20.90093,1.371258648,3735.84,0.8596,2.331605515,8.948388793,0.476584057,-3.233795352,-3.207257999
7.78261,9.4568,1.215119349,4514.93,0.8004,1.463757196,6.464589595,0.299775352,-3.231377296,-3.300791882
6.19708,11.15197,1.79955237,2914.93,0.74134,0.984527039,9.845935626,0.456036067,-3.622272659,-3.592499018
10.67201,12.51089,1.172308684,3694.09,0.784,1.407338264,8.752891943,0.458921498,-3.333281628,-3.299857136
21.81017,26.89211,1.233007812,6070.42,0.93498,5.897067171,4.42150702,0.558488892,-2.703029439,-2.748123048
26.42983,29.35601,1.110715052,6914.35,0.9489,7.891191537,3.331577466,0.62224985,-2.572552409,-2.560371151
25.70428,28.5401,1.110324818,6794.95,0.94702,7.670289796,3.888888895,0.650028934,-2.621376782,-2.706862076
21.48575,25.94802,1.207685094,5964.89,0.93422,5.768962387,4.251234671,0.540628431,-2.662155153,-2.746137018
9.3317,12.49562,1.339050762,2656.53,0.74476,1.163140461,12.65076555,0.746142559,-3.724148039,-3.751103727
11.16592,17.17663,1.538308532,5860.02,0.88446,3.072023007,4.930914723,0.393741781,-3.019827685,-3.037275183
23.55186,30.76766,1.306379199,6040.29,0.939,6.644682838,4.394995145,0.637579063,-2.663331591,-2.703200291
17.86063,20.17506,1.129582775,4802.18,0.87596,2.92986728,7.243786391,0.542533178,-3.109475985,-3.151214487
6.08229,12.53451,2.060820842,2714.09,0.73968,0.958724604,9.382919267,0.42417829,-3.545060231,-3.529644134
20.10621,21.46479,1.067570169,2829.32,0.80112,1.798612514,10.4968378,0.52147915,-3.450169725,-3.39146024
18.48876,26.83374,1.451354228,5876.46,0.9207,5.176979954,5.674297038,0.627814397,-2.809769994,-2.902912923
26.4476,34.07391,1.288355465,6711.15,0.9489,8.0313841,3.837451156,0.689576458,-2.576796761,-2.638974406
14.85007,20.65263,1.390742939,6010.95,0.90992,4.185195066,4.944183057,0.490074346,-2.93301256,-2.960844471
9.25459,15.43898,1.668251106,4382.04,0.82724,1.858189611,7.029646482,0.386307317,-3.261181231,-3.244204866
7.676,9.34164,1.216993226,2941.02,0.73958,0.985028389,10.27364747,0.46982742,-3.557659392,-3.555934069
28.37351,34.12039,1.202543852,6702.72,0.9519,8.517739698,3.873580426,0.725836884,-2.563295881,-2.581239512
9.99476,13.3502,1.335719917,3092.62,0.78386,1.320650132,10.8920177,0.547439519,-3.657895525,-3.574686516
24.4586,29.93609,1.223949449,6247.6,0.94856,7.89690138,4.234235437,0.695064776,-2.543310356,-2.62473299
25.45307,29.61872,1.163660022,6243.07,0.9373,6.440906248,4.583419484,0.658298095,-2.686587916,-2.715593458
36.94018,37.75735,1.022121441,5207.31,0.94382,7.092764602,4.015435776,0.584474971,-2.298871365,-2.466863908
14.60634,22.08797,1.512217982,5617.7,0.88836,3.206416008,5.562244105,0.438707293,-3.006269825,-2.999462031
24.6863,28.78951,1.166214054,7055.64,0.94448,7.085902918,3.421545286,0.564990228,-2.637305353,-2.663174939
14.97041,22.42915,1.498232179,5900.44,0.90024,3.692837805,4.976279948,0.451271033,-2.945834281,-3.059116037
7.97629,12.26961,1.538260269,4113.05,0.80494,1.519047062,7.419905205,0.376797902,-3.318768924,-3.308847704
16.62136,20.40167,1.227436864,5725.81,0.89914,3.783988519,6.19679344,0.535624892,-3.056361052,-3.06991208
14.33963,21.3709,1.490338314,5992.67,0.88336,3.281280181,6.140743803,0.517625609,-3.081461646,-3.078942525
19.8002,21.91774,1.106945384,5207.52,0.88096,2.953941898,7.062058093,0.509505419,-3.139849358,-3.157890944
10.45057,12.14902,1.162522236,5408.09,0.833,2.120013641,8.147285961,0.557992997,-3.278562169,-3.284444521
23.4811,27.26249,1.16103973,7191.69,0.9397,6.799615048,3.448745774,0.564649876,-2.634531904,-2.774530008
14.96878,20.18374,1.348389114,3780.47,0.82494,1.999815761,9.351607765,0.54351522,-3.387514734,-3.31634989
5.70544,7.43065,1.302379834,1668.31,0.64612,0.668173052,13.25758283,0.7835865,-4.034463695,-4.145644263
22.65596,25.51383,1.126142084,6263.22,0.92786,5.287011818,4.604412569,0.54042018,-2.820863385,-2.859464986
24.91917,28.26528,1.134278549,6237.21,0.94512,7.303638218,4.231707621,0.658041419,-2.631390688,-2.574628722
13.23659,15.24576,1.151789094,3764.9,0.81968,1.726609006,8.84612046,0.47804181,-3.377990969,-3.415929603
13.60567,17.69299,1.30041299,4186.81,0.81422,1.872144544,9.294489241,0.548764496,-3.473062856,-3.486874994
14.32242,19.51659,1.362660081,5218.71,0.87968,2.84036202,5.701326627,0.416008736,-3.059476886,-3.088187491
31.41894,41.19416,1.311125073,6936.34,0.9497,8.473638659,4.009441821,0.715507079,-2.534488464,-2.645296011
10.05738,14.13772,1.405706059,4628.93,0.83502,1.935847324,6.825166513,0.406313633,-3.230841526,-3.245185605
9.6049,10.97701,1.142855209,3661.64,0.77896,1.230149205,7.587941366,0.335241496,-3.319137097,-3.381078182
18.38338,22.26141,1.210953046,3224.1,0.86302,2.259841736,12.45752203,0.655740001,-3.549979071,-3.464056321
14.53753,21.7259,1.494469831,6228.64,0.89534,3.713840104,6.004326611,0.550358037,-3.010629244,-3.079166082
24.41785,27.63456,1.131736005,5911.63,0.93788,6.211537188,4.195994589,0.563184009,-2.672915499,-2.712911337
14.54181,18.68675,1.285036044,4340.26,0.85528,2.383537517,8.256878122,0.506907518,-3.296690114,-3.296229908
14.30135,20.78624,1.453446003,4197.05,0.82988,2.231502072,9.462025818,0.597330531,-3.349066882,-3.359991442
19.79551,23.68895,1.196682985,3355.69,0.8671,2.278646004,12.16302214,0.587944736,-3.334599795,-3.270616505
13.4753,20.5072,1.521836249,3897.7,0.8278,2.090921491,10.4914576,0.647162554,-3.444464905,-3.39769474
26.82128,30.39175,1.133120791,6517.82,0.94952,7.837039238,3.782380406,0.661725099,-2.555795826,-2.527783127
23.5259,30.19965,1.283676714,6104.86,0.9268,5.172798714,4.49886128,0.531072253,-2.766400928,-2.800461298
21.72352,29.63384,1.364136199,7140.57,0.93596,6.418202141,3.67781583,0.565409535,-2.704854523,-2.751528644
20.00893,26.66216,1.332513033,5862.88,0.92084,4.915288617,5.249478724,0.574617165,-2.850152416,-2.890387932
12.50257,14.6185,1.169239604,5471.39,0.88226,2.76336643,4.711952559,0.348171246,-3.017149661,-3.069702093
12.0777,13.42295,1.111382962,3317.67,0.79252,1.388079804,9.532947303,0.43661569,-3.544516694,-3.531506502
14.78954,21.75967,1.471287816,5641.98,0.89166,3.328654517,5.681004062,0.460652028,-2.99977127,-2.973238562
13.82952,18.58688,1.34400037,5833.1,0.88268,3.221118933,5.809064477,0.466238117,-3.04873389,-3.056896227
7.44859,13.35268,1.792645319,3356.74,0.784,1.171504352,8.130407639,0.366213995,-3.354602438,-3.320817691
19.90299,25.17089,1.264678825,5191.43,0.91046,3.630802361,5.042537327,0.433474151,-2.887694196,-2.89848399
12.69886,15.81072,1.245050343,5328.29,0.88702,2.826092497,3.930136855,0.298773811,-2.959359665,-3.009524661
5.40352,11.19528,2.071849461,811.993,0.6037,0.394399875,15.35914652,0.336218043,-4.167687777,-4.024433087
8.08002,14.28019,1.767345873,3352.44,0.78402,1.306970107,8.124136583,0.332106995,-3.411465455,-3.404357619
18.86611,25.18401,1.334880905,5209.94,0.9138,3.716205225,4.809523667,0.420885192,-2.826294506,-2.971572597
14.62418,18.53365,1.267329177,5719.48,0.8938,3.256208765,4.74548002,0.386374345,-2.962610731,-2.907736414
10.37335,13.66274,1.317100069,4035.13,0.81074,1.640350593,8.750990348,0.555409264,-3.333582679,-3.365772082
15.82487,22.25964,1.406623877,5461.28,0.90466,3.825945004,5.49846973,0.503806535,-2.958855722,-2.961994444
7.0359,10.11745,1.437975241,3560.39,0.74766,1.104577809,10.09016108,0.544247827,-3.593318264,-3.569024104
9.2258,11.46184,1.242368142,4057.92,0.80418,1.498775528,7.573588167,0.404783765,-3.256385515,-3.274139249
19.30631,26.20427,1.35729044,5842.07,0.92378,5.003683241,4.607385579,0.518907328,-2.874187531,-2.908935824
14.83963,21.36509,1.439731988,5901.61,0.89834,3.653882917,5.103066894,0.461343763,-2.987792798,-2.973783656
14.69314,20.29239,1.381079198,4709.38,0.87058,2.566704601,6.136580223,0.416054233,-3.121951237,-3.184556908
23.54156,25.76233,1.09433402,6681.97,0.93912,6.526516231,3.916225299,0.586273316,-2.674858198,-2.724839682
20.31341,23.72928,1.168158374,3002.6,0.86462,2.042160209,10.40911853,0.460927895,-3.252250012,-3.183071125
10.75041,13.98309,1.30070295,3737.02,0.80544,1.549486256,8.573040108,0.497515062,-3.398329002,-3.333449834
8.12839,11.30822,1.391200471,3925.36,0.78572,1.334177821,8.812466791,0.436126508,-3.423633836,-3.412166099
14.03155,16.45541,1.172743567,6550.49,0.88054,3.153954711,5.391878491,0.469736034,-3.020046601,-3.032301874
27.23066,33.0888,1.215130298,4848.59,0.92222,4.76752241,8.395973605,0.77803528,-2.924296561,-2.943734036
29.92386,30.60983,1.022923847,5366.67,0.9365,5.722578674,4.445125711,0.515168117,-2.456095348,-2.555915332
14.51288,19.91003,1.371886903,5294.15,0.8929,3.163888653,4.871237044,0.380614841,-2.987174137,-3.012485901
7.98186,9.67962,1.212702302,798.179,0.57824,0.390692143,11.42564685,0.242244687,-3.850891511,-3.369525957
11.63563,15.49928,1.332053357,5292.4,0.85792,2.378908373,5.802637218,0.383270724,-3.137219272,-3.101005014
11.11199,14.73542,1.326082907,3666,0.82846,1.797806939,10.08877673,0.596445759,-3.45924224,-3.443544106
29.08196,32.24375,1.108719976,7212.1,0.95596,9.400173065,3.145456132,0.699511862,-2.487566639,-2.529248186
38.52663,40.32609,1.046706914,5384.56,0.94622,7.57066848,4.419724546,0.66472625,-2.361547906,-2.374338752
14.91472,20.28577,1.360117387,5006.05,0.88182,2.945556212,6.151347021,0.466892189,-3.09179985,-3.143268101
15.08575,30.33656,2.010941451,4321.78,0.87522,2.767117831,6.757326874,0.469598393,-3.129836173,-3.095915394
14.51946,21.2809,1.465681231,5770.58,0.90072,3.584341784,4.613173182,0.413234193,-2.900974669,-2.895814616
21.52095,24.38299,1.132988553,6048.85,0.93224,5.557218053,4.361550175,0.530302405,-2.751564056,-2.782657807
10.15029,17.73177,1.746922502,4601.68,0.83768,2.02226793,7.401033823,0.485069857,-3.224253092,-3.282040238
15.67755,25.39794,1.62001971,5635.5,0.90418,3.958080713,5.46315469,0.507690888,-2.95037322,-2.938982347
27.48878,30.79558,1.120296354,6951.53,0.95374,8.816884221,3.129613096,0.655906404,-2.517909154,-2.53242749
8.2314,12.17828,1.479490731,3807.86,0.7955,1.412875908,8.190470542,0.382331953,-3.369522411,-3.307172744
20.46457,22.43127,1.096102679,5311.54,0.89226,3.702753847,7.196744744,0.546926402,-3.069695616,-3.050881061
10.71493,12.06861,1.12633587,3211.29,0.78238,1.303137003,10.2545034,0.475521517,-3.57122815,-3.48659899
12.25028,15.19597,1.240458994,4835.39,0.85236,2.439098373,8.279061483,0.643498514,-3.241857788,-3.261516082
26.05845,31.37597,1.204061255,5529.44,0.93048,5.133966012,4.906189112,0.55203442,-2.749510759,-2.784890694
26.26725,27.26563,1.038008547,3334.48,0.91064,3.485329802,5.909409082,0.372177103,-2.647098581,-2.6970959
14.61122,19.13894,1.309879668,4238.95,0.85958,2.496761338,7.165078998,0.435378984,-3.108201872,-3.136791414
11.37635,24.03762,2.112946595,3951.41,0.8426,2.006128382,7.13915222,0.40481291,-3.251587266,-3.204651777
25.94374,28.60467,1.102565397,6836.1,0.95054,8.106743537,2.961486831,0.596979892,-2.532404286,-2.52043706
20.17405,31.41053,1.556976908,5925.16,0.9303,5.760906586,4.702889761,0.585108141,-2.760504837,-2.75754082
14.1529,21.83539,1.542820906,4876.83,0.87848,2.828314048,6.226084346,0.453621665,-3.115547969,-3.138706711
4.89818,10.31943,2.106788644,1850.33,0.66168,0.714310389,13.17202948,0.600566449,-3.986048262,-3.995650413
9.42648,15.05883,1.597502992,4635.71,0.83022,1.859666021,6.945681572,0.401085784,-3.226053454,-3.213854789
14.10688,18.59142,1.317897366,3321.62,0.83258,1.911244152,8.028520481,0.408498557,-3.224940083,-3.161465646
29.80049,30.83985,1.034877279,4897.73,0.9432,5.721912157,2.915902339,0.409419641,-2.343512968,-2.512781897
10.57918,14.80707,1.399642505,5142.45,0.82912,2.030723411,8.448726988,0.630104556,-3.236074076,-3.268128423
12.93636,26.22554,2.027273514,4142.9,0.87286,2.323339331,6.225955866,0.376918755,-3.095722255,-3.17013689
15.15096,20.58618,1.358737664,4634.42,0.86842,2.620332151,6.521690161,0.457506796,-3.119492327,-3.229746205
17.95244,26.76626,1.490953876,5836.14,0.90878,4.226864061,5.373607799,0.517759355,-2.969420998,-2.952009319
10.75155,14.55022,1.353313708,5185.72,0.86176,2.451113406,5.878601183,0.392750449,-3.120845356,-3.12906251
15.44474,18.69776,1.210623164,3032.91,0.83066,1.71378584,15.0544286,0.768685626,-3.655548003,-3.611145363
14.75714,20.91984,1.417608019,4542.61,0.87442,2.61566672,6.340178185,0.430972397,-3.146034481,-3.221954225
14.73134,18.86557,1.280641815,4581.8,0.84748,2.495053936,8.421851125,0.574549941,-3.288475291,-3.186894162
