PLD (Å),LCD (Å),Sacc (m2/g),Porosity,KH2 (mol/kg/Pa),%C,%H,%N,%O,%Metalloid,%Halogen,H2-1 bar (mol/kg)
25.874,33.015,5755.96,0.92,2.29E-06,57.14285714,16.32653061,14.28571429,0,0,0.12244898,0.23
25.846,30.432,5338.95,0.916,2.03E-06,57.14285714,8.163265306,14.28571429,0,0,0.204081633,0.203
26.329,32.373,5296.99,0.916,2.03E-06,57.14285714,8.163265306,14.28571429,0,0,0.204081633,0.204
25.881,30.075,4971.73,0.913,1.83E-06,57.14285714,0,14.28571429,0,0,0.285714286,0.184
44.409,52.191,7880.79,0.965,5.91E-06,58.33333333,33.33333333,8.333333333,0,0,0,0.576
44.032,51.718,7638.25,0.963,5.52E-06,60.22727273,31.81818182,7.954545455,0,0,0,0.54
42.748,53.143,7621.56,0.963,5.51E-06,60.22727273,31.81818182,7.954545455,0,0,0,0.537
42.61,52.4,7389.18,0.961,5.17E-06,61.95652174,30.43478261,7.608695652,0,0,0,0.505
44.432,51.702,7617.31,0.964,5.53E-06,60.22727273,31.81818182,7.954545455,0,0,0,0.537
44.364,51.337,7403.01,0.961,5.18E-06,61.95652174,30.43478261,7.608695652,0,0,0,0.505
43.066,52.055,7388.78,0.962,5.19E-06,61.95652174,30.43478261,7.608695652,0,0,0,0.504
42.896,51.528,7176.34,0.96,4.89E-06,63.54166667,29.16666667,7.291666667,0,0,0,0.476
43.581,52.198,7745.78,0.965,5.71E-06,59.30232558,32.55813953,8.139534884,0,0,0,0.559
43.395,51.707,7519.86,0.962,5.34E-06,61.11111111,31.11111111,7.777777778,0,0,0,0.523
43.176,52.391,7455,0.962,5.34E-06,61.11111111,31.11111111,7.777777778,0,0,0,0.52
42.932,51.612,7253.02,0.96,5.02E-06,62.76595745,29.78723404,7.446808511,0,0,0,0.488
43.947,51.692,7509.75,0.963,5.36E-06,61.11111111,31.11111111,7.777777778,0,0,0,0.524
43.798,51.261,7307.93,0.961,5.03E-06,62.76595745,29.78723404,7.446808511,0,0,0,0.489
43.415,51.577,7253.88,0.961,5.04E-06,62.76595745,29.78723404,7.446808511,0,0,0,0.489
43.265,51.105,7067.4,0.958,4.75E-06,64.28571429,28.57142857,7.142857143,0,0,0,0.463
15.666,20.104,3995.95,0.835,1.03E-06,57.14285714,0,14.28571429,0,0,0.285714286,0.102
24.401,33.23,7318.02,0.93,3.20E-06,58.33333333,33.33333333,8.333333333,0,0,0,0.322
16.897,21.422,4257.36,0.852,1.15E-06,57.14285714,0,14.28571429,0,0,0.285714286,0.115
28.513,36.359,7521.51,0.94,3.61E-06,58.33333333,33.33333333,8.333333333,0,0,0,0.359
19.921,40.034,6180.69,0.914,2.49E-06,57.14285714,28.57142857,14.28571429,0,0,0,0.244
17.527,37.412,4514.74,0.895,1.56E-06,57.14285714,0,14.28571429,0,0,0.285714286,0.152
13.521,17.216,5147.97,0.9,1.60E-06,57.14285714,0,14.28571429,0,0,0.285714286,0.159
25.574,31.043,7942.54,0.959,5.13E-06,58.33333333,33.33333333,8.333333333,0,0,0,0.508
11.215,30.387,6794.54,0.9,2.18E-06,57.14285714,28.57142857,14.28571429,0,0,0,0.216
10.889,28.027,6510.89,0.897,2.05E-06,57.14285714,25.3968254,14.28571429,0,0,0.031746032,0.204
10.692,29.93,5856.54,0.891,1.74E-06,57.14285714,15.87301587,14.28571429,0,0,0.126984127,0.175
10.691,27.63,5648.11,0.888,1.66E-06,57.14285714,12.6984127,14.28571429,0,0,0.158730159,0.166
9.819,33.708,5673,0.889,1.72E-06,57.14285714,15.87301587,14.28571429,0,0,0.126984127,0.171
9.902,31.312,5526.59,0.888,1.64E-06,57.14285714,12.6984127,14.28571429,0,0,0.158730159,0.165
10.034,32.332,5076.65,0.881,1.44E-06,57.14285714,3.174603175,14.28571429,0,0,0.253968254,0.144
10.116,31.042,4960.99,0.879,1.39E-06,57.14285714,0,14.28571429,0,0,0.285714286,0.137
17.842,52.029,7894.14,0.952,4.38E-06,58.33333333,33.33333333,8.333333333,0,0,0,0.439
17.51,52.077,7789.94,0.951,4.27E-06,59.09090909,32.72727273,8.181818182,0,0,0,0.428
17.012,52.174,7470.45,0.947,3.95E-06,61.20689655,31.03448276,7.75862069,0,0,0,0.395
16.913,52.539,7406.62,0.946,3.86E-06,61.86440678,30.50847458,7.627118644,0,0,0,0.384
18.81,45.97,7541.76,0.948,4.06E-06,61.20689655,31.03448276,7.75862069,0,0,0,0.408
18.622,47.274,7479.25,0.948,3.96E-06,61.86440678,30.50847458,7.627118644,0,0,0,0.394
18.19,47.374,7208.39,0.943,3.69E-06,63.70967742,29.03225806,7.258064516,0,0,0,0.367
18.853,46.583,7105.74,0.941,3.60E-06,64.28571429,28.57142857,7.142857143,0,0,0,0.359
22.874,28.694,5688.43,0.93,2.53E-06,57.14285714,9.523809524,14.28571429,0,0,0.19047619,0.254
22.896,28.091,5108.54,0.928,2.26E-06,57.14285714,0,14.28571429,0,0,0.285714286,0.225
38.259,46.966,7951.83,0.969,7.16E-06,58.33333333,33.33333333,8.333333333,0,0,0,0.697
38.688,47.368,7684.15,0.968,6.64E-06,60.52631579,31.57894737,7.894736842,0,0,0,0.651
17.596,20.729,2741.06,0.821,9.56E-07,57.14285714,9.523809524,14.28571429,0,0,0.19047619,0.095
16.938,20.26,2608.67,0.816,8.87E-07,57.14285714,0,14.28571429,0,0,0.285714286,0.088
17.051,20.668,6835.48,0.906,2.35E-06,57.14285714,28.57142857,14.28571429,0,0,0,0.237
15.259,20.327,5366.64,0.896,1.74E-06,57.14285714,9.523809524,14.28571429,0,0,0.19047619,0.175
14.829,18.533,6170.57,0.9,1.98E-06,57.14285714,19.04761905,14.28571429,0,0,0.095238095,0.196
15.397,19.482,5017.65,0.89,1.53E-06,57.14285714,0,14.28571429,0,0,0.285714286,0.153
27.731,33.346,7889.08,0.956,4.92E-06,58.33333333,33.33333333,8.333333333,0,0,0,0.494
26.863,32.589,7443.41,0.95,4.23E-06,62.5,30,7.5,0,0,0,0.423
27.586,33.23,7622.02,0.953,4.55E-06,60.52631579,31.57894737,7.894736842,0,0,0,0.455
26.455,32.678,7194.68,0.947,3.95E-06,64.28571429,28.57142857,7.142857143,0,0,0,0.398
12.842,13.052,1104.71,0.58,3.47E-07,57.14285714,28.57142857,14.28571429,0,0,0,0.035
23.587,31.129,5933.56,0.939,3.07E-06,57.14285714,19.04761905,14.28571429,0,0,0.095238095,0.31
27.653,32.725,5471.21,0.941,2.89E-06,57.14285714,9.523809524,14.28571429,0,0,0.19047619,0.29
19.338,28.131,5364.21,0.931,2.42E-06,57.14285714,9.523809524,14.28571429,0,0,0.19047619,0.241
26.406,30.745,5093.96,0.937,2.53E-06,57.14285714,0,14.28571429,0,0,0.285714286,0.25
22.747,22.874,1718.73,0.696,5.82E-07,58.33333333,33.33333333,8.333333333,0,0,0,0.058
21.782,21.889,1622.66,0.676,5.20E-07,60.52631579,31.57894737,7.894736842,0,0,0,0.052
22.372,22.493,1564.6,0.676,5.19E-07,60.52631579,31.57894737,7.894736842,0,0,0,0.051
22.601,22.76,1551.38,0.679,5.21E-07,60.52631579,31.57894737,7.894736842,0,0,0,0.052
22.015,22.086,1488.31,0.658,4.70E-07,62.5,30,7.5,0,0,0,0.047
20.389,20.54,1313.85,0.636,4.14E-07,64.28571429,28.57142857,7.142857143,0,0,0,0.041
37.957,73.677,6558.67,0.956,4.72E-06,57.14285714,28.57142857,14.28571429,0,0,0,0.464
36.667,71.18,4953.92,0.948,3.06E-06,57.14285714,0,14.28571429,0,0,0.285714286,0.302
10.766,17.442,5113.21,0.82,1.35E-06,59.73154362,32.2147651,8.053691275,0,0,0,0.135
10.643,17.82,5204.9,0.826,1.37E-06,59.06040268,32.2147651,8.053691275,0,0.006711409,0,0.138
33.224,35.802,5804.9,0.936,2.90E-06,57.14285714,15.87301587,14.28571429,0,0,0.126984127,0.288
31.728,34.25,5633.65,0.934,2.73E-06,57.14285714,12.6984127,14.28571429,0,0,0.158730159,0.273
33.193,35.468,6252.49,0.938,3.22E-06,57.14285714,22.22222222,14.28571429,0,0,0.063492063,0.32
33.014,33.831,6064.18,0.937,3.04E-06,57.14285714,19.04761905,14.28571429,0,0,0.095238095,0.303
33.366,35.898,5444.79,0.933,2.66E-06,57.14285714,9.523809524,14.28571429,0,0,0.19047619,0.265
33.423,34.215,5322.17,0.932,2.55E-06,57.14285714,6.349206349,14.28571429,0,0,0.222222222,0.255
31.622,34.56,5517.46,0.934,2.61E-06,57.14285714,9.523809524,14.28571429,0,0,0.19047619,0.262
30.338,31.973,5391.55,0.929,2.45E-06,57.14285714,6.349206349,14.28571429,0,0,0.222222222,0.242
33.08,35.542,5801.34,0.936,2.89E-06,57.14285714,15.87301587,14.28571429,0,0,0.126984127,0.288
33.064,33.799,5643.05,0.935,2.75E-06,57.14285714,12.6984127,14.28571429,0,0,0.158730159,0.276
32.823,34.738,5176.93,0.932,2.44E-06,57.14285714,3.174603175,14.28571429,0,0,0.253968254,0.246
32.836,34.389,5053.11,0.93,2.35E-06,57.14285714,0,14.28571429,0,0,0.285714286,0.234
51.404,55.441,7462.48,0.97,6.93E-06,61.20689655,31.03448276,7.75862069,0,0,0,0.7
50.67,54.484,7397.96,0.968,6.73E-06,61.86440678,30.50847458,7.627118644,0,0,0,0.675
52.217,56.088,7792.88,0.97,7.09E-06,59.82142857,32.14285714,8.035714286,0,0,0,0.712
50.848,56.052,7690.63,0.969,6.85E-06,60.52631579,31.57894737,7.894736842,0,0,0,0.686
53.903,56.564,7397.67,0.967,6.66E-06,62.5,30,7.5,0,0,0,0.663
50.555,54.068,7306.46,0.968,6.41E-06,63.1147541,29.50819672,7.37704918,0,0,0,0.637
51.616,55.636,7322.61,0.968,6.61E-06,62.5,30,7.5,0,0,0,0.658
54.382,57.505,7234.54,0.968,6.53E-06,63.1147541,29.50819672,7.37704918,0,0,0,0.659
53.303,56.809,7554.05,0.968,6.86E-06,61.20689655,31.03448276,7.75862069,0,0,0,0.683
53.33,57.26,7492.39,0.967,6.68E-06,61.86440678,30.50847458,7.627118644,0,0,0,0.674
20.95,30.921,5545.02,0.936,2.59E-06,57.14285714,9.523809524,14.28571429,0,0,0.19047619,0.26
20.859,32.845,5076.1,0.933,2.35E-06,57.14285714,0,14.28571429,0,0,0.285714286,0.232
34.76,54.513,7325.09,0.969,6.61E-06,62.5,30,7.5,0,0,0,0.662
43.247,44.821,6567.46,0.953,4.40E-06,57.14285714,28.57142857,14.28571429,0,0,0,0.428
42.376,45.795,4970.9,0.944,2.87E-06,57.14285714,0,14.28571429,0,0,0.285714286,0.278
24.928,25.74,6754.74,0.915,2.49E-06,57.14285714,28.57142857,14.28571429,0,0,0,0.249
22.229,24.787,6221.97,0.912,2.22E-06,57.14285714,22.22222222,14.28571429,0,0,0.063492063,0.221
23.345,24.327,6176.7,0.911,2.22E-06,57.14285714,22.22222222,14.28571429,0,0,0.063492063,0.223
21.883,23.401,5791.54,0.907,2.00E-06,57.14285714,15.87301587,14.28571429,0,0,0.126984127,0.199
22.563,24.771,5712.55,0.907,2.01E-06,57.14285714,15.87301587,14.28571429,0,0,0.126984127,0.202
22.188,24.319,5391.64,0.904,1.84E-06,57.14285714,9.523809524,14.28571429,0,0,0.19047619,0.185
22.996,23.494,5363.3,0.903,1.83E-06,57.14285714,9.523809524,14.28571429,0,0,0.19047619,0.182
21.726,23.092,5127.03,0.899,1.67E-06,57.14285714,3.174603175,14.28571429,0,0,0.253968254,0.168
24.947,25.765,6477.85,0.913,2.34E-06,57.14285714,25.3968254,14.28571429,0,0,0.031746032,0.236
22.229,24.444,6053.69,0.909,2.10E-06,57.14285714,19.04761905,14.28571429,0,0,0.095238095,0.208
23.361,24.331,5981.98,0.909,2.10E-06,57.14285714,19.04761905,14.28571429,0,0,0.095238095,0.209
21.91,23.424,5619.08,0.905,1.90E-06,57.14285714,12.6984127,14.28571429,0,0,0.158730159,0.189
23.678,25.343,5559.89,0.906,1.93E-06,57.14285714,12.6984127,14.28571429,0,0,0.158730159,0.193
21.94,23.97,5252.27,0.9,1.74E-06,57.14285714,6.349206349,14.28571429,0,0,0.222222222,0.173
23.076,23.605,5210.75,0.901,1.75E-06,57.14285714,6.349206349,14.28571429,0,0,0.222222222,0.175
21.812,23.242,4998.34,0.897,1.61E-06,57.14285714,0,14.28571429,0,0,0.285714286,0.162
36.13,38.087,7834.71,0.958,5.06E-06,58.33333333,33.33333333,8.333333333,0,0,0,0.505
36.828,38.196,7680.95,0.957,4.84E-06,59.82142857,32.14285714,8.035714286,0,0,0,0.483
34.533,36.401,7646.55,0.956,4.73E-06,59.82142857,32.14285714,8.035714286,0,0,0,0.478
35.586,37.073,7477.51,0.954,4.56E-06,61.20689655,31.03448276,7.75862069,0,0,0,0.452
38.697,40.831,7539.06,0.956,4.67E-06,61.20689655,31.03448276,7.75862069,0,0,0,0.463
38.773,40.384,7360.4,0.953,4.45E-06,62.5,30,7.5,0,0,0,0.447
38.761,40.52,7324.08,0.953,4.45E-06,62.5,30,7.5,0,0,0,0.442
38.923,40.396,7151.24,0.951,4.24E-06,63.70967742,29.03225806,7.258064516,0,0,0,0.426
36.21,38.068,7797.82,0.956,4.94E-06,59.09090909,32.72727273,8.181818182,0,0,0,0.493
36.474,38.021,7585.56,0.956,4.71E-06,60.52631579,31.57894737,7.894736842,0,0,0,0.467
34.748,36.513,7572.83,0.954,4.63E-06,60.52631579,31.57894737,7.894736842,0,0,0,0.462
35.107,36.711,7385,0.953,4.43E-06,61.86440678,30.50847458,7.627118644,0,0,0,0.442
38.663,40.684,7450.61,0.954,4.56E-06,61.86440678,30.50847458,7.627118644,0,0,0,0.458
38.708,40.279,7280.95,0.952,4.34E-06,63.1147541,29.50819672,7.37704918,0,0,0,0.434
38.658,40.496,7251.04,0.952,4.35E-06,63.1147541,29.50819672,7.37704918,0,0,0,0.432
38.865,40.29,7098.24,0.95,4.15E-06,64.28571429,28.57142857,7.142857143,0,0,0,0.416
18.889,22.283,6748.81,0.914,2.52E-06,57.14285714,28.57142857,14.28571429,0,0,0,0.253
17.279,21.44,5158.53,0.908,1.77E-06,57.14285714,0,14.28571429,0,0,0.285714286,0.175
30.821,36.31,7979.4,0.963,5.70E-06,58.33333333,33.33333333,8.333333333,0,0,0,0.567
28.291,33.009,7074.59,0.948,4.09E-06,64.28571429,28.57142857,7.142857143,0,0,0,0.407
7.481,7.856,995.781,0.506,3.07E-07,57.14285714,28.57142857,14.28571429,0,0,0,0.031
6.615,7.104,801.343,0.478,2.47E-07,57.14285714,22.22222222,14.28571429,0,0,0.063492063,0.025
7.018,7.287,802.413,0.486,2.62E-07,57.14285714,22.22222222,14.28571429,0,0,0.063492063,0.026
6.673,7.099,660.101,0.462,2.19E-07,57.14285714,15.87301587,14.28571429,0,0,0.126984127,0.022
7.732,8.057,692.145,0.487,2.24E-07,57.14285714,9.523809524,14.28571429,0,0,0.19047619,0.022
7.993,8.39,681.57,0.491,2.26E-07,57.14285714,3.174603175,14.28571429,0,0,0.253968254,0.022
7.219,7.601,869.688,0.492,2.75E-07,57.14285714,25.3968254,14.28571429,0,0,0.031746032,0.028
5.904,6.298,712.896,0.463,2.22E-07,57.14285714,19.04761905,14.28571429,0,0,0.095238095,0.022
7.024,7.247,721.393,0.473,2.33E-07,57.14285714,19.04761905,14.28571429,0,0,0.095238095,0.023
6.071,6.315,595.966,0.449,1.97E-07,57.14285714,12.6984127,14.28571429,0,0,0.158730159,0.02
7.764,8.1,670.242,0.485,2.20E-07,57.14285714,6.349206349,14.28571429,0,0,0.222222222,0.022
8.111,8.449,684.184,0.495,2.31E-07,57.14285714,0,14.28571429,0,0,0.285714286,0.023
13.032,13.22,1601.08,0.634,4.64E-07,59.82142857,32.14285714,8.035714286,0,0,0,0.046
12.29,12.585,1406.53,0.592,3.71E-07,62.5,30,7.5,0,0,0,0.037
12.254,12.628,1328.05,0.589,3.54E-07,62.5,30,7.5,0,0,0,0.035
12.09,12.36,1254.13,0.573,3.23E-07,63.70967742,29.03225806,7.258064516,0,0,0,0.032
13.779,14.146,1641.48,0.639,4.84E-07,59.09090909,32.72727273,8.181818182,0,0,0,0.049
12.016,12.252,1453.34,0.603,3.95E-07,61.86440678,30.50847458,7.627118644,0,0,0,0.039
11.708,11.954,1359.42,0.584,3.53E-07,63.1147541,29.50819672,7.37704918,0,0,0,0.035
11.5,11.721,1208.95,0.566,3.08E-07,64.28571429,28.57142857,7.142857143,0,0,0,0.031
16.659,18.318,6953.01,0.907,2.35E-06,57.14285714,28.57142857,14.28571429,0,0,0,0.236
16.88,17.764,6458.83,0.904,2.15E-06,57.14285714,23.80952381,14.28571429,0,0,0.047619048,0.218
14.858,17.931,5470.79,0.895,1.72E-06,57.14285714,9.523809524,14.28571429,0,0,0.19047619,0.174
15.013,18.279,5170.56,0.894,1.63E-06,57.14285714,4.761904762,14.28571429,0,0,0.238095238,0.162
15.9,18.333,6534.1,0.904,2.15E-06,57.14285714,23.80952381,14.28571429,0,0,0.047619048,0.214
15.869,17.764,6095.53,0.902,1.98E-06,57.14285714,19.04761905,14.28571429,0,0,0.095238095,0.197
14.66,17.863,5288.15,0.892,1.61E-06,57.14285714,4.761904762,14.28571429,0,0,0.238095238,0.16
15.152,17.443,4995.5,0.891,1.54E-06,57.14285714,0,14.28571429,0,0,0.285714286,0.154
27.968,30.46,7979.38,0.956,4.91E-06,58.33333333,33.33333333,8.333333333,0,0,0,0.491
27.033,29.918,7833.71,0.954,4.69E-06,59.45945946,32.43243243,8.108108108,0,0,0,0.474
26.992,29.268,7436.04,0.948,4.22E-06,62.5,30,7.5,0,0,0,0.421
25.919,28.946,7376.77,0.947,4.10E-06,63.41463415,29.26829268,7.317073171,0,0,0,0.409
27.932,30.085,7821.19,0.954,4.71E-06,59.45945946,32.43243243,8.108108108,0,0,0,0.467
27.003,29.607,7686.28,0.952,4.52E-06,60.52631579,31.57894737,7.894736842,0,0,0,0.451
26.297,28.945,7349.35,0.947,4.08E-06,63.41463415,29.26829268,7.317073171,0,0,0,0.407
25.967,28.721,7262.27,0.945,3.96E-06,64.28571429,28.57142857,7.142857143,0,0,0,0.393
14.164,18.795,6656.28,0.9,2.17E-06,57.14285714,28.57142857,14.28571429,0,0,0,0.215
16.657,19.921,4974.86,0.894,1.58E-06,57.14285714,0,14.28571429,0,0,0.285714286,0.157
31.129,34.199,7854.03,0.958,5.13E-06,58.33333333,33.33333333,8.333333333,0,0,0,0.51
22.446,29.504,7067.77,0.942,3.61E-06,64.28571429,28.57142857,7.142857143,0,0,0,0.361
6.703,10.253,5462.12,0.81,1.02E-06,57.14285714,9.523809524,14.28571429,0,0,0.19047619,0.101
6.801,9.99,5187.22,0.799,9.49E-07,57.14285714,4.761904762,14.28571429,0,0,0.238095238,0.095
10.889,13.442,3923.01,0.798,1.05E-06,57.14285714,23.80952381,14.28571429,0,0,0.047619048,0.106
11.176,13.641,3602.79,0.798,9.81E-07,57.14285714,19.04761905,14.28571429,0,0,0.095238095,0.097
12.287,13.884,3465.75,0.8,8.75E-07,57.14285714,4.761904762,14.28571429,0,0,0.238095238,0.088
12.552,13.844,3307.55,0.794,8.28E-07,57.14285714,0,14.28571429,0,0,0.285714286,0.083
12.575,16.964,8020.2,0.919,2.64E-06,58.33333333,33.33333333,8.333333333,0,0,0,0.265
12.641,16.4,7849.14,0.916,2.56E-06,59.45945946,32.43243243,8.108108108,0,0,0,0.255
11.912,15.206,7385.41,0.899,2.19E-06,62.5,30,7.5,0,0,0,0.221
11.95,15.049,7202.76,0.894,2.10E-06,63.41463415,29.26829268,7.317073171,0,0,0,0.209
12.314,16.946,7821.64,0.915,2.55E-06,59.45945946,32.43243243,8.108108108,0,0,0,0.253
12.298,16.362,7623.87,0.913,2.47E-06,60.52631579,31.57894737,7.894736842,0,0,0,0.243
11.15,15.731,7258.92,0.897,2.14E-06,63.41463415,29.26829268,7.317073171,0,0,0,0.215
11.638,15.504,7152.25,0.892,2.07E-06,64.28571429,28.57142857,7.142857143,0,0,0,0.208
22.291,30.809,7575.77,0.964,5.14E-06,57.14285714,23.80952381,9.523809524,9.523809524,0,0,0.51
7.52,7.878,970.213,0.504,3.05E-07,57.14285714,28.57142857,14.28571429,0,0,0,0.03
7.459,7.813,812.901,0.481,2.60E-07,57.14285714,23.80952381,14.28571429,0,0,0.047619048,0.026
20.201,21.345,5306.04,0.904,1.79E-06,57.14285714,4.761904762,14.28571429,0,0,0.238095238,0.178
7.358,7.783,820.87,0.483,2.60E-07,57.14285714,23.80952381,14.28571429,0,0,0.047619048,0.026
7.983,8.158,691.757,0.493,2.28E-07,57.14285714,4.761904762,14.28571429,0,0,0.238095238,0.023
18.869,21.06,5034.43,0.902,1.70E-06,57.14285714,0,14.28571429,0,0,0.285714286,0.169
32.824,33.943,8017.86,0.959,5.33E-06,58.33333333,33.33333333,8.333333333,0,0,0,0.529
13.942,14.109,1627.21,0.634,4.73E-07,59.45945946,32.43243243,8.108108108,0,0,0,0.047
11.621,11.876,1354.47,0.589,3.62E-07,62.5,30,7.5,0,0,0,0.036
13.908,14.178,1615.97,0.634,4.74E-07,59.45945946,32.43243243,8.108108108,0,0,0,0.047
11.692,12.078,1287.46,0.577,3.35E-07,63.41463415,29.26829268,7.317073171,0,0,0,0.033
29.188,29.253,1784.96,0.766,7.30E-07,57.14285714,23.80952381,9.523809524,9.523809524,0,0,0.073
14.621,24.614,6893.06,0.91,2.45E-06,58.62068966,31.03448276,10.34482759,0,0,0,0.245
15.687,22.386,5917.24,0.905,2.02E-06,58.62068966,17.24137931,10.34482759,0,0,0.137931034,0.203
14.662,24.664,6818.01,0.911,2.41E-06,57.14285714,28.57142857,14.28571429,0,0,0,0.24
15.553,21.101,5862.6,0.904,1.96E-06,57.14285714,14.28571429,14.28571429,0,0,0.142857143,0.197
14.281,23.465,6721.11,0.907,2.33E-06,57.14285714,28.57142857,14.28571429,0,0,0,0.231
15.709,22.231,5843.09,0.904,1.95E-06,57.14285714,14.28571429,14.28571429,0,0,0.142857143,0.194
14.533,23.187,5670.67,0.901,1.90E-06,57.14285714,14.28571429,14.28571429,0,0,0.142857143,0.189
15.779,19.551,4963.87,0.896,1.63E-06,57.14285714,0,14.28571429,0,0,0.285714286,0.163
28.269,35.608,8003.76,0.959,5.20E-06,58.33333333,33.33333333,8.333333333,0,0,0,0.518
23.869,38.046,7477.38,0.952,4.38E-06,61.53846154,30.76923077,7.692307692,0,0,0,0.436
25.951,38.808,7575.69,0.954,4.59E-06,61.53846154,30.76923077,7.692307692,0,0,0,0.455
21.86,35.643,7101.38,0.945,3.80E-06,64.28571429,28.57142857,7.142857143,0,0,0,0.381
13.858,18.291,6693.71,0.898,2.19E-06,57.14285714,28.57142857,14.28571429,0,0,0,0.219
12.936,18.045,6183.4,0.893,1.92E-06,57.14285714,22.22222222,14.28571429,0,0,0.063492063,0.191
15.231,21.785,6278.29,0.908,2.15E-06,57.14285714,22.22222222,14.28571429,0,0,0.063492063,0.216
15.154,21.528,5827.66,0.904,1.93E-06,57.14285714,15.87301587,14.28571429,0,0,0.126984127,0.195
15.331,20.199,5778.34,0.9,1.89E-06,57.14285714,15.87301587,14.28571429,0,0,0.126984127,0.188
14.702,20.234,5524.34,0.898,1.74E-06,57.14285714,9.523809524,14.28571429,0,0,0.19047619,0.173
15.454,23.228,5460.94,0.903,1.84E-06,57.14285714,9.523809524,14.28571429,0,0,0.19047619,0.183
15.49,22.978,5087.91,0.901,1.70E-06,57.14285714,3.174603175,14.28571429,0,0,0.253968254,0.169
14.457,18.079,6382.01,0.896,2.05E-06,57.14285714,25.3968254,14.28571429,0,0,0.031746032,0.203
13.801,17.868,5943.67,0.89,1.83E-06,57.14285714,19.04761905,14.28571429,0,0,0.095238095,0.182
14.84,20.895,5946.34,0.905,2.03E-06,57.14285714,19.04761905,14.28571429,0,0,0.095238095,0.203
15.394,20.541,5630.44,0.901,1.85E-06,57.14285714,12.6984127,14.28571429,0,0,0.158730159,0.183
14.552,20.14,5238.76,0.896,1.68E-06,57.14285714,6.349206349,14.28571429,0,0,0.222222222,0.168
15.078,22.195,5280.7,0.901,1.76E-06,57.14285714,6.349206349,14.28571429,0,0,0.222222222,0.174
15.153,22.381,4998.56,0.898,1.63E-06,57.14285714,0,14.28571429,0,0,0.285714286,0.163
26.771,37.66,7974.43,0.959,5.17E-06,58.33333333,33.33333333,8.333333333,0,0,0,0.52
26.27,38.118,7740.67,0.957,4.90E-06,59.82142857,32.14285714,8.035714286,0,0,0,0.492
24.946,32.16,7707.23,0.952,4.53E-06,59.82142857,32.14285714,8.035714286,0,0,0,0.449
24.482,32.534,7536.79,0.95,4.34E-06,61.20689655,31.03448276,7.75862069,0,0,0,0.433
23.918,32.994,7521.68,0.952,4.37E-06,61.20689655,31.03448276,7.75862069,0,0,0,0.435
23.631,32.813,7351.6,0.95,4.16E-06,62.5,30,7.5,0,0,0,0.415
21.357,26.836,7253.03,0.941,3.72E-06,62.5,30,7.5,0,0,0,0.368
21.241,26.92,7123.74,0.939,3.56E-06,63.70967742,29.03225806,7.258064516,0,0,0,0.356
26.661,37.478,7807.55,0.958,5.03E-06,59.09090909,32.72727273,8.181818182,0,0,0,0.505
26.205,37.98,7633.39,0.956,4.78E-06,60.52631579,31.57894737,7.894736842,0,0,0,0.48
24.896,32.14,7607.52,0.951,4.42E-06,60.52631579,31.57894737,7.894736842,0,0,0,0.439
24.415,32.52,7413.92,0.949,4.24E-06,61.86440678,30.50847458,7.627118644,0,0,0,0.419
23.955,33.373,7425.43,0.952,4.30E-06,61.86440678,30.50847458,7.627118644,0,0,0,0.43
23.728,33.11,7283.42,0.95,4.09E-06,63.1147541,29.50819672,7.37704918,0,0,0,0.409
21.538,27.349,7200.9,0.941,3.68E-06,63.1147541,29.50819672,7.37704918,0,0,0,0.369
21.415,27.382,7087.6,0.938,3.52E-06,64.28571429,28.57142857,7.142857143,0,0,0,0.352
28.364,28.456,6721.91,0.916,2.57E-06,57.14285714,28.57142857,14.28571429,0,0,0,0.262
25.798,26.071,5949.75,0.911,2.17E-06,57.14285714,19.04761905,14.28571429,0,0,0.095238095,0.215
27.11,27.589,5965.45,0.911,2.17E-06,57.14285714,19.04761905,14.28571429,0,0,0.095238095,0.218
25.926,26.15,5398.08,0.905,1.88E-06,57.14285714,9.523809524,14.28571429,0,0,0.19047619,0.188
28.181,28.327,5897.29,0.91,2.15E-06,57.14285714,19.04761905,14.28571429,0,0,0.095238095,0.214
25.287,26.337,5457.88,0.903,1.84E-06,57.14285714,9.523809524,14.28571429,0,0,0.19047619,0.186
26.886,28.406,5371.2,0.905,1.87E-06,57.14285714,9.523809524,14.28571429,0,0,0.19047619,0.187
24.625,25.497,5081.51,0.897,1.61E-06,57.14285714,0,14.28571429,0,0,0.285714286,0.161
44.196,44.483,7812.13,0.961,5.34E-06,58.33333333,33.33333333,8.333333333,0,0,0,0.535
44.292,44.465,7577.1,0.958,4.92E-06,60.52631579,31.57894737,7.894736842,0,0,0,0.487
43.941,44.251,7544.59,0.958,4.94E-06,60.52631579,31.57894737,7.894736842,0,0,0,0.493
44.292,44.393,7330.28,0.955,4.59E-06,62.5,30,7.5,0,0,0,0.459
43.896,44.254,7470.95,0.959,4.95E-06,60.52631579,31.57894737,7.894736842,0,0,0,0.501
44.28,44.465,7210.41,0.956,4.61E-06,62.5,30,7.5,0,0,0,0.466
43.998,44.115,7288.98,0.956,4.62E-06,62.5,30,7.5,0,0,0,0.462
44.32,44.392,7044.53,0.953,4.31E-06,64.28571429,28.57142857,7.142857143,0,0,0,0.428
15.184,21.517,6858.61,0.909,2.37E-06,57.14285714,28.57142857,14.28571429,0,0,0,0.24
