PLD (Å),LCD (Å),Sacc (m2/g),Porosity,KO2 (mol/kg/Pa),%C,%H,%N,%O,%Metalloid,%Halogen,O2-1 bar (mol/kg)
27.323,45.828,7625.76,0.959,7.01E-06,60.52631579,31.57894737,7.894736842,0,0,0,0.698
24.279,38.321,7158.54,0.941,5.70E-06,63.41463415,29.26829268,7.317073171,0,0,0,0.568
24.15,41.533,7087.6,0.944,5.88E-06,64.28571429,28.57142857,7.142857143,0,0,0,0.586
19.296,31.059,5597.13,0.928,4.41E-06,57.14285714,9.523809524,14.28571429,0,0,0.19047619,0.434
18.946,31.283,5327.52,0.926,4.17E-06,57.14285714,4.761904762,14.28571429,0,0,0.238095238,0.41
18.425,31.03,5352.73,0.926,4.20E-06,57.14285714,4.761904762,14.28571429,0,0,0.238095238,0.409
18.333,31.197,5114.45,0.924,3.98E-06,57.14285714,0,14.28571429,0,0,0.285714286,0.394
33.098,51.379,7989.72,0.97,8.62E-06,58.33333333,33.33333333,8.333333333,0,0,0,0.861
33.017,51.533,7825.69,0.969,8.41E-06,59.45945946,32.43243243,8.108108108,0,0,0,0.839
13.881,32.612,5554.74,0.888,4.42E-06,63.41463415,29.26829268,7.317073171,0,0,0,0.443
33.176,51.371,7823.37,0.968,8.40E-06,59.45945946,32.43243243,8.108108108,0,0,0,0.834
32.814,51.059,7664.5,0.967,8.22E-06,60.52631579,31.57894737,7.894736842,0,0,0,0.825
27.93,31.433,6612.3,0.915,4.55E-06,57.14285714,28.57142857,14.28571429,0,0,0,0.459
26.966,29.064,6157.1,0.913,4.24E-06,57.14285714,23.80952381,14.28571429,0,0,0.047619048,0.427
26.012,28.513,5369.88,0.909,3.50E-06,57.14285714,9.523809524,14.28571429,0,0,0.19047619,0.347
25.512,28.439,5067.71,0.906,3.35E-06,57.14285714,4.761904762,14.28571429,0,0,0.238095238,0.336
26.609,31.21,6226.11,0.912,4.21E-06,57.14285714,23.80952381,14.28571429,0,0,0.047619048,0.422
26.218,28.775,5858.1,0.91,3.94E-06,57.14285714,19.04761905,14.28571429,0,0,0.095238095,0.393
21.843,27.67,5186.56,0.907,3.32E-06,57.14285714,4.761904762,14.28571429,0,0,0.238095238,0.332
24.684,28.9,4917.28,0.903,3.20E-06,57.14285714,0,14.28571429,0,0,0.285714286,0.318
41.176,48.404,7864.72,0.96,7.31E-06,58.33333333,33.33333333,8.333333333,0,0,0,0.729
42.34,48.845,7709.86,0.96,7.17E-06,59.45945946,32.43243243,8.108108108,0,0,0,0.724
43.595,48.063,7274.25,0.953,6.58E-06,62.5,30,7.5,0,0,0,0.657
42.905,47.829,7152.18,0.951,6.47E-06,63.41463415,29.26829268,7.317073171,0,0,0,0.647
44.138,49.35,7645.51,0.959,7.14E-06,59.45945946,32.43243243,8.108108108,0,0,0,0.71
42.037,49.101,7556.46,0.958,7.01E-06,60.52631579,31.57894737,7.894736842,0,0,0,0.692
43.517,48.078,7148.08,0.951,6.49E-06,63.41463415,29.26829268,7.317073171,0,0,0,0.649
43.009,48.006,7035.79,0.95,6.38E-06,64.28571429,28.57142857,7.142857143,0,0,0,0.63
14.099,16.129,6648,0.896,3.74E-06,57.14285714,23.80952381,14.28571429,0,0,0.047619048,0.377
13.568,15.685,5499.67,0.886,3.16E-06,57.14285714,9.523809524,14.28571429,0,0,0.19047619,0.318
13.589,14.983,5148.27,0.882,3.03E-06,57.14285714,4.761904762,14.28571429,0,0,0.238095238,0.3
13.967,15.651,6648.27,0.897,3.77E-06,57.14285714,23.80952381,14.28571429,0,0,0.047619048,0.376
13.981,16.174,6243.22,0.894,3.51E-06,57.14285714,19.04761905,14.28571429,0,0,0.095238095,0.353
13.095,15.906,5199.2,0.881,3.03E-06,57.14285714,4.761904762,14.28571429,0,0,0.238095238,0.302
13.687,14.726,4901.47,0.879,2.90E-06,57.14285714,0,14.28571429,0,0,0.285714286,0.289
24.528,25.272,8057.67,0.952,6.24E-06,58.33333333,33.33333333,8.333333333,0,0,0,0.627
23.924,25.157,7874.31,0.95,6.13E-06,59.45945946,32.43243243,8.108108108,0,0,0,0.609
22.673,25.811,7459.83,0.944,5.90E-06,62.5,30,7.5,0,0,0,0.589
22.544,24.853,7402.38,0.943,5.86E-06,63.41463415,29.26829268,7.317073171,0,0,0,0.59
24.279,25.867,7820.91,0.949,6.12E-06,59.45945946,32.43243243,8.108108108,0,0,0,0.607
23.697,26.085,7720.91,0.947,6.02E-06,60.52631579,31.57894737,7.894736842,0,0,0,0.593
22.432,25.611,7341.04,0.942,5.83E-06,63.41463415,29.26829268,7.317073171,0,0,0,0.584
22.602,24.707,7303.17,0.941,5.81E-06,64.28571429,28.57142857,7.142857143,0,0,0,0.581
9.054,9.08,1138.8,0.533,2.18E-06,60,33.33333333,6.666666667,0,0,0,0.215
8.848,8.878,1104.24,0.533,2.00E-06,57.14285714,28.57142857,14.28571429,0,0,0,0.196
11.581,12.009,1884.05,0.643,1.74E-06,64.70588235,29.41176471,5.882352941,0,0,0,0.172
10.867,12.218,5194.13,0.821,3.84E-06,58.33333333,31.25,10.41666667,0,0,0,0.385
9.051,9.082,1133.66,0.533,2.18E-06,60,33.33333333,6.666666667,0,0,0,0.213
8.843,8.87,1075.02,0.533,1.99E-06,57.14285714,28.57142857,14.28571429,0,0,0,0.195
11.579,12.01,1895.69,0.642,1.74E-06,64.70588235,29.41176471,5.882352941,0,0,0,0.172
10.129,12.045,5099.31,0.816,3.73E-06,58.33333333,31.25,10.41666667,0,0,0,0.37
9.857,10.222,7010.82,0.837,3.87E-06,57.14285714,28.57142857,14.28571429,0,0,0,0.385
7.808,8.179,753.824,0.481,1.78E-06,57.14285714,19.04761905,14.28571429,0,0,0.095238095,0.175
10.047,11.033,5115.53,0.824,3.65E-06,57.14285714,9.523809524,14.28571429,0,0,0.19047619,0.361
8.158,8.384,696.649,0.503,1.56E-06,57.14285714,0,14.28571429,0,0,0.285714286,0.153
17.382,18.043,7949.85,0.921,4.67E-06,58.33333333,33.33333333,8.333333333,0,0,0,0.468
17.496,18.832,7651.36,0.924,4.83E-06,60.52631579,31.57894737,7.894736842,0,0,0,0.482
14.712,15.614,7441.23,0.896,4.26E-06,62.5,30,7.5,0,0,0,0.432
15.705,16.347,7229.45,0.907,4.53E-06,64.28571429,28.57142857,7.142857143,0,0,0,0.45
29.997,31.011,7530.72,0.934,4.77E-06,57.14285714,23.80952381,9.523809524,9.523809524,0,0,0.474
8.206,8.246,954.723,0.504,1.81E-06,57.14285714,28.57142857,14.28571429,0,0,0,0.177
7.567,7.727,739.655,0.477,1.64E-06,57.14285714,19.04761905,14.28571429,0,0,0.095238095,0.159
7.607,7.688,631.5,0.47,1.57E-06,57.14285714,9.523809524,14.28571429,0,0,0.19047619,0.15
7.445,7.768,566.406,0.469,1.55E-06,57.14285714,0,14.28571429,0,0,0.285714286,0.151
15.783,15.799,1653.69,0.657,1.58E-06,58.33333333,33.33333333,8.333333333,0,0,0,0.158
15.366,15.463,1550.88,0.631,1.47E-06,60.52631579,31.57894737,7.894736842,0,0,0,0.147
13.322,13.351,1388.23,0.603,1.24E-06,62.5,30,7.5,0,0,0,0.124
12.849,13.025,1341.73,0.577,1.13E-06,64.28571429,28.57142857,7.142857143,0,0,0,0.112
9.857,10.223,7063.26,0.836,3.87E-06,57.14285714,28.57142857,14.28571429,0,0,0,0.389
7.782,8.149,755.859,0.479,1.78E-06,57.14285714,19.04761905,14.28571429,0,0,0.095238095,0.173
10.172,11.727,5373.97,0.83,3.30E-06,57.14285714,9.523809524,14.28571429,0,0,0.19047619,0.328
8.155,8.4,704.138,0.503,1.58E-06,57.14285714,0,14.28571429,0,0,0.285714286,0.156
17.384,18.049,7955.84,0.921,4.68E-06,58.33333333,33.33333333,8.333333333,0,0,0,0.465
17.497,18.834,7667.77,0.924,4.83E-06,60.52631579,31.57894737,7.894736842,0,0,0,0.48
14.744,15.67,7471.2,0.896,4.27E-06,62.5,30,7.5,0,0,0,0.426
15.714,16.36,7270.6,0.906,4.53E-06,64.28571429,28.57142857,7.142857143,0,0,0,0.452
29.608,33.474,7584.64,0.966,7.26E-06,57.14285714,23.80952381,9.523809524,9.523809524,0,0,0.724
16.134,16.947,6799.69,0.904,4.18E-06,57.14285714,28.57142857,14.28571429,0,0,0,0.418
15.808,16.4,5959.43,0.897,3.64E-06,57.14285714,19.04761905,14.28571429,0,0,0.095238095,0.361
15.106,16.623,6016.05,0.897,3.62E-06,57.14285714,19.04761905,14.28571429,0,0,0.095238095,0.364
14.573,16.422,5385.32,0.89,3.23E-06,57.14285714,9.523809524,14.28571429,0,0,0.19047619,0.322
14.403,16.779,6022.97,0.898,3.63E-06,57.14285714,19.04761905,14.28571429,0,0,0.095238095,0.369
14.061,16.669,5454.76,0.892,3.23E-06,57.14285714,9.523809524,14.28571429,0,0,0.19047619,0.323
13.984,16.195,5472.16,0.892,3.23E-06,57.14285714,9.523809524,14.28571429,0,0,0.19047619,0.322
13.533,15.672,4946.51,0.886,2.92E-06,57.14285714,0,14.28571429,0,0,0.285714286,0.292
25.532,26.828,7943.07,0.954,6.42E-06,58.33333333,33.33333333,8.333333333,0,0,0,0.635
26.205,27.421,7565.77,0.951,6.29E-06,60.52631579,31.57894737,7.894736842,0,0,0,0.624
24.738,27.176,7700.72,0.951,6.23E-06,60.52631579,31.57894737,7.894736842,0,0,0,0.627
25.934,26.951,7359.11,0.948,6.09E-06,62.5,30,7.5,0,0,0,0.602
25.381,26.575,7701.41,0.951,6.19E-06,60.52631579,31.57894737,7.894736842,0,0,0,0.617
26.384,27.356,7400.75,0.948,6.07E-06,62.5,30,7.5,0,0,0,0.608
25.093,27.067,7441,0.948,6.05E-06,62.5,30,7.5,0,0,0,0.606
26.012,26.913,7151.16,0.945,5.92E-06,64.28571429,28.57142857,7.142857143,0,0,0,0.597
21.652,28.99,6867.9,0.919,4.59E-06,57.14285714,28.57142857,14.28571429,0,0,0,0.458
19.314,27.663,5499.85,0.907,3.45E-06,57.14285714,9.523809524,14.28571429,0,0,0.19047619,0.349
20.149,26.695,6118.68,0.913,3.97E-06,57.14285714,19.04761905,14.28571429,0,0,0.095238095,0.394
18.29,25.262,5068.76,0.901,3.12E-06,57.14285714,0,14.28571429,0,0,0.285714286,0.31
32.354,42.433,7947.21,0.959,7.12E-06,58.33333333,33.33333333,8.333333333,0,0,0,0.695
32.064,43.786,7484.46,0.954,6.70E-06,62.5,30,7.5,0,0,0,0.657
31.395,42.697,7632.62,0.956,6.84E-06,60.52631579,31.57894737,7.894736842,0,0,0,0.665
31.66,43.772,7236.15,0.951,6.49E-06,64.28571429,28.57142857,7.142857143,0,0,0,0.626
18.466,21.613,5733.52,0.893,3.55E-06,57.14285714,19.04761905,14.28571429,0,0,0.095238095,0.355
18.741,21.099,6061.49,0.893,3.59E-06,57.14285714,19.04761905,14.28571429,0,0,0.095238095,0.36
18.631,20.981,5192.55,0.887,3.17E-06,57.14285714,9.523809524,14.28571429,0,0,0.19047619,0.318
17.749,21.371,5220.34,0.887,3.17E-06,57.14285714,9.523809524,14.28571429,0,0,0.19047619,0.316
18.07,21.073,5488.32,0.887,3.21E-06,57.14285714,9.523809524,14.28571429,0,0,0.19047619,0.318
17.975,20.864,4781.92,0.88,2.88E-06,57.14285714,0,14.28571429,0,0,0.285714286,0.29
29.478,35.398,7859.98,0.952,6.41E-06,58.33333333,33.33333333,8.333333333,0,0,0,0.642
29.833,35.681,7629.9,0.95,6.22E-06,60.52631579,31.57894737,7.894736842,0,0,0,0.623
30.05,34.367,7652.81,0.95,6.21E-06,60.52631579,31.57894737,7.894736842,0,0,0,0.623
30.405,34.69,7440.34,0.947,6.09E-06,62.5,30,7.5,0,0,0,0.6
29.341,35.21,7604.15,0.949,6.14E-06,60.52631579,31.57894737,7.894736842,0,0,0,0.613
29.65,35.451,7392.6,0.947,6.00E-06,62.5,30,7.5,0,0,0,0.596
29.997,34.279,7407.94,0.946,5.99E-06,62.5,30,7.5,0,0,0,0.596
30.317,34.566,7221.3,0.943,5.91E-06,64.28571429,28.57142857,7.142857143,0,0,0,0.581
11.548,13.96,6704.96,0.882,3.94E-06,57.14285714,28.57142857,14.28571429,0,0,0,0.397
11.035,14.714,5909.71,0.875,3.41E-06,57.14285714,19.04761905,14.28571429,0,0,0.095238095,0.337
11.445,13.973,6015.46,0.873,3.42E-06,57.14285714,19.04761905,14.28571429,0,0,0.095238095,0.341
10.47,14.454,5364.25,0.865,3.04E-06,57.14285714,9.523809524,14.28571429,0,0,0.19047619,0.303
12.135,14.994,6023.21,0.877,3.44E-06,57.14285714,19.04761905,14.28571429,0,0,0.095238095,0.341
11.59,13.622,5411.75,0.867,3.08E-06,57.14285714,9.523809524,14.28571429,0,0,0.19047619,0.305
12.031,14.913,5505.41,0.87,3.07E-06,57.14285714,9.523809524,14.28571429,0,0,0.19047619,0.307
11.641,14.085,5033.25,0.862,2.80E-06,57.14285714,0,14.28571429,0,0,0.285714286,0.279
19.634,23.564,7873.04,0.944,5.76E-06,58.33333333,33.33333333,8.333333333,0,0,0,0.576
20.227,23.79,7610.63,0.941,5.60E-06,60.52631579,31.57894737,7.894736842,0,0,0,0.557
19.274,23.062,7595.92,0.941,5.56E-06,60.52631579,31.57894737,7.894736842,0,0,0,0.554
19.508,23.13,7331.45,0.936,5.42E-06,62.5,30,7.5,0,0,0,0.538
18.782,22.432,7537.75,0.94,5.49E-06,60.52631579,31.57894737,7.894736842,0,0,0,0.549
19.116,22.644,7258.1,0.935,5.40E-06,62.5,30,7.5,0,0,0,0.536
18.431,21.805,7272.64,0.935,5.33E-06,62.5,30,7.5,0,0,0,0.532
18.477,22.004,7095.03,0.93,5.25E-06,64.28571429,28.57142857,7.142857143,0,0,0,0.524
14.667,16.498,6656.05,0.864,3.95E-06,57.14285714,28.57142857,14.28571429,0,0,0,0.39
9.544,13.478,5034.24,0.832,3.32E-06,57.14285714,19.04761905,14.28571429,0,0,0.095238095,0.332
14.223,15.105,5936.15,0.859,3.40E-06,57.14285714,19.04761905,14.28571429,0,0,0.095238095,0.338
14.015,15.056,5251.76,0.851,3.08E-06,57.14285714,9.523809524,14.28571429,0,0,0.19047619,0.306
12.296,16.113,5897.24,0.855,3.48E-06,57.14285714,19.04761905,14.28571429,0,0,0.095238095,0.348
11.957,15.817,5320.82,0.846,3.17E-06,57.14285714,9.523809524,14.28571429,0,0,0.19047619,0.314
13.774,14.593,5464.72,0.851,3.03E-06,57.14285714,9.523809524,14.28571429,0,0,0.19047619,0.302
12.746,14.609,4892.75,0.845,2.79E-06,57.14285714,0,14.28571429,0,0,0.285714286,0.28
23.187,26.648,7831.79,0.936,5.34E-06,58.33333333,33.33333333,8.333333333,0,0,0,0.539
23.623,26.497,7564.22,0.932,5.18E-06,60.52631579,31.57894737,7.894736842,0,0,0,0.52
24.047,26.675,7534.8,0.93,5.14E-06,60.52631579,31.57894737,7.894736842,0,0,0,0.516
24.37,26.847,7348.84,0.925,5.03E-06,62.5,30,7.5,0,0,0,0.504
22.835,26.481,7556.92,0.932,5.20E-06,60.52631579,31.57894737,7.894736842,0,0,0,0.522
23.271,26.268,7320.02,0.927,5.07E-06,62.5,30,7.5,0,0,0,0.503
22.407,25.481,7279.03,0.926,5.04E-06,62.5,30,7.5,0,0,0,0.504
23.15,26.143,7079.76,0.921,4.93E-06,64.28571429,28.57142857,7.142857143,0,0,0,0.494
12.811,13.052,946.158,0.57,4.00E-06,57.14285714,19.04761905,14.28571429,0,0,0.095238095,0.313
11.543,11.823,885.135,0.576,1.66E-06,57.14285714,9.523809524,14.28571429,0,0,0.19047619,0.164
11.803,12.209,913.595,0.571,5.03E-06,57.14285714,9.523809524,14.28571429,0,0,0.19047619,0.362
12.513,13.171,2543.88,0.753,2.54E-06,57.14285714,9.523809524,14.28571429,0,0,0.19047619,0.252
11.919,13.039,4783.11,0.812,3.15E-06,57.14285714,0,14.28571429,0,0,0.285714286,0.313
24.182,24.528,8045.77,0.926,4.79E-06,58.33333333,33.33333333,8.333333333,0,0,0,0.468
16.174,17.364,4628.67,0.836,3.77E-06,60.52631579,31.57894737,7.894736842,0,0,0,0.375
22.098,24.427,7802.73,0.92,4.68E-06,60.52631579,31.57894737,7.894736842,0,0,0,0.465
13.689,18.203,4439.21,0.826,3.96E-06,62.5,30,7.5,0,0,0,0.394
21.442,21.558,1632.72,0.674,1.84E-06,60.52631579,31.57894737,7.894736842,0,0,0,0.183
21.704,21.949,1460.57,0.652,1.69E-06,62.5,30,7.5,0,0,0,0.165
19.771,19.965,1327.27,0.633,1.63E-06,64.28571429,28.57142857,7.142857143,0,0,0,0.158
40.856,42.715,7573.96,0.967,7.38E-06,57.14285714,23.80952381,9.523809524,9.523809524,0,0,0.733
13.108,13.708,6637.98,0.868,3.89E-06,57.14285714,28.57142857,14.28571429,0,0,0,0.387
11.8,13.43,5874.97,0.86,3.40E-06,57.14285714,19.04761905,14.28571429,0,0,0.095238095,0.339
11.317,12.795,5428.68,0.849,3.03E-06,57.14285714,9.523809524,14.28571429,0,0,0.19047619,0.302
13.47,13.857,5843.48,0.859,3.42E-06,57.14285714,19.04761905,14.28571429,0,0,0.095238095,0.341
12.088,13.785,5303.55,0.851,3.05E-06,57.14285714,9.523809524,14.28571429,0,0,0.19047619,0.303
10.797,13.113,4999.42,0.847,2.72E-06,57.14285714,0,14.28571429,0,0,0.285714286,0.271
22.498,23.335,7833.17,0.931,5.07E-06,58.33333333,33.33333333,8.333333333,0,0,0,0.502
16.201,20.215,6619.06,0.91,4.45E-06,60.52631579,31.57894737,7.894736842,0,0,0,0.446
21.749,22.553,7529.18,0.928,5.09E-06,60.52631579,31.57894737,7.894736842,0,0,0,0.504
20.604,22.782,7310.57,0.924,4.95E-06,62.5,30,7.5,0,0,0,0.491
21.366,22.105,7494.52,0.932,5.18E-06,60.52631579,31.57894737,7.894736842,0,0,0,0.512
21.355,22.193,7264.38,0.927,5.06E-06,62.5,30,7.5,0,0,0,0.502
20.941,22.027,7300.7,0.926,5.05E-06,62.5,30,7.5,0,0,0,0.505
18.941,20.66,7101.49,0.919,4.88E-06,64.28571429,28.57142857,7.142857143,0,0,0,0.489
9.076,13,2836.23,0.736,2.96E-06,57.14285714,19.04761905,14.28571429,0,0,0.095238095,0.294
7.858,12.788,2387.87,0.719,2.77E-06,57.14285714,9.523809524,14.28571429,0,0,0.19047619,0.27
10.158,11.039,2073.71,0.702,2.60E-06,57.14285714,0,14.28571429,0,0,0.285714286,0.255
18.373,22.412,6317.34,0.878,3.99E-06,58.33333333,33.33333333,8.333333333,0,0,0,0.398
15.693,23.211,6123.91,0.875,4.03E-06,60.52631579,31.57894737,7.894736842,0,0,0,0.399
36.698,40.422,7547.33,0.956,6.09E-06,57.14285714,23.80952381,9.523809524,9.523809524,0,0,0.613
9.904,12.779,6704.4,0.849,3.92E-06,57.14285714,28.57142857,14.28571429,0,0,0,0.391
9.982,13.706,5910.3,0.84,3.57E-06,57.14285714,19.04761905,14.28571429,0,0,0.095238095,0.352
12.701,17.027,5055.53,0.836,3.37E-06,57.14285714,19.04761905,14.28571429,0,0,0.095238095,0.337
8.342,14.056,5298.11,0.843,3.11E-06,57.14285714,9.523809524,14.28571429,0,0,0.19047619,0.308
9.23,11.627,5983.64,0.839,3.45E-06,57.14285714,19.04761905,14.28571429,0,0,0.095238095,0.346
9.137,12.4,5370.95,0.83,3.17E-06,57.14285714,9.523809524,14.28571429,0,0,0.19047619,0.316
10.965,16.476,4279.08,0.821,2.91E-06,57.14285714,9.523809524,14.28571429,0,0,0.19047619,0.293
9.042,13.029,4928.74,0.835,2.81E-06,57.14285714,0,14.28571429,0,0,0.285714286,0.279
20.458,25.013,7835.81,0.928,4.95E-06,58.33333333,33.33333333,8.333333333,0,0,0,0.495
18.839,23.633,7601.71,0.928,4.97E-06,60.52631579,31.57894737,7.894736842,0,0,0,0.497
18.408,24.199,7528.45,0.922,4.79E-06,60.52631579,31.57894737,7.894736842,0,0,0,0.481
17.796,22.585,7318.41,0.917,4.76E-06,62.5,30,7.5,0,0,0,0.475
16.657,22.161,7489.18,0.926,4.93E-06,60.52631579,31.57894737,7.894736842,0,0,0,0.486
17.398,22.024,7359.78,0.923,4.89E-06,62.5,30,7.5,0,0,0,0.492
15.947,21.218,7277.77,0.917,4.76E-06,62.5,30,7.5,0,0,0,0.477
16.119,20.836,7133.66,0.915,4.75E-06,64.28571429,28.57142857,7.142857143,0,0,0,0.477
35.583,47.47,7266.92,0.966,7.46E-06,57.14285714,23.80952381,9.523809524,9.523809524,0,0,0.739
7.728,7.947,991.395,0.509,2.14E-06,57.14285714,28.57142857,14.28571429,0,0,0,0.209
6.04,6.273,722.438,0.462,1.93E-06,57.14285714,19.04761905,14.28571429,0,0,0.095238095,0.184
10.649,11.583,6065.34,0.87,3.34E-06,57.14285714,19.04761905,14.28571429,0,0,0.095238095,0.332
6.105,6.353,558.584,0.441,1.77E-06,57.14285714,9.523809524,14.28571429,0,0,0.19047619,0.168
6.005,6.288,563.124,0.439,1.75E-06,57.14285714,9.523809524,14.28571429,0,0,0.19047619,0.168
8.134,9.718,5210.86,0.821,3.16E-06,57.14285714,9.523809524,14.28571429,0,0,0.19047619,0.315
9.503,11.449,4926.34,0.832,2.75E-06,57.14285714,0,14.28571429,0,0,0.285714286,0.276
11.951,12.282,1545.12,0.625,1.61E-06,60.52631579,31.57894737,7.894736842,0,0,0,0.161
13.072,13.33,1522.39,0.622,1.51E-06,60.52631579,31.57894737,7.894736842,0,0,0,0.151
11.793,12.096,1429.94,0.597,1.38E-06,62.5,30,7.5,0,0,0,0.139
11.916,12.131,1446.51,0.597,1.38E-06,62.5,30,7.5,0,0,0,0.137
12.096,12.437,1339.21,0.594,1.26E-06,62.5,30,7.5,0,0,0,0.127
11.645,11.824,1225.25,0.569,1.07E-06,64.28571429,28.57142857,7.142857143,0,0,0,0.105
29.883,32.514,7545.76,0.965,7.35E-06,57.14285714,23.80952381,9.523809524,9.523809524,0,0,0.744
12.955,22.335,7879.66,0.919,4.64E-06,58.33333333,33.33333333,8.333333333,0,0,0,0.464
12.72,21.571,7576.85,0.914,4.57E-06,60.52631579,31.57894737,7.894736842,0,0,0,0.453
12.614,20.471,7525.44,0.903,4.42E-06,60.52631579,31.57894737,7.894736842,0,0,0,0.442
12.606,19.74,7263.87,0.897,4.39E-06,62.5,30,7.5,0,0,0,0.443
6.189,6.622,759.118,0.469,1.69E-06,60.52631579,31.57894737,7.894736842,0,0,0,0.165
5.83,6.622,667.071,0.442,1.69E-06,62.5,30,7.5,0,0,0,0.16
5.908,6.51,577.491,0.46,4.74E-06,62.5,30,7.5,0,0,0,0.367
4.434,5.485,411.398,0.432,2.48E-06,64.28571429,28.57142857,7.142857143,0,0,0,0.221
13.544,14.889,1115.42,0.596,2.40E-06,57.14285714,23.80952381,9.523809524,9.523809524,0,0,0.219
22.521,23.347,4654.58,0.856,4.10E-06,57.14285714,28.57142857,14.28571429,0,0,0,0.41
20.337,21.968,4035.6,0.843,3.20E-06,57.14285714,19.04761905,14.28571429,0,0,0.095238095,0.321
20.754,22.038,4271.58,0.848,3.72E-06,57.14285714,19.04761905,14.28571429,0,0,0.095238095,0.367
20.008,21.542,3677.78,0.833,2.91E-06,57.14285714,9.523809524,14.28571429,0,0,0.19047619,0.287
22.005,22.989,3858.49,0.847,3.54E-06,57.14285714,19.04761905,14.28571429,0,0,0.095238095,0.353
19.886,21.377,3716.9,0.84,3.32E-06,57.14285714,9.523809524,14.28571429,0,0,0.19047619,0.331
19.432,21.16,3312.17,0.827,2.83E-06,57.14285714,0,14.28571429,0,0,0.285714286,0.28
32.447,38.65,7025.92,0.93,5.33E-06,58.33333333,33.33333333,8.333333333,0,0,0,0.532
33.194,34.981,6032.63,0.921,5.13E-06,60.52631579,31.57894737,7.894736842,0,0,0,0.512
32.124,38.425,6732.93,0.926,5.21E-06,60.52631579,31.57894737,7.894736842,0,0,0,0.522
33.16,35.158,5855.53,0.916,5.09E-06,62.5,30,7.5,0,0,0,0.508
31.695,36.564,6293.07,0.92,5.08E-06,60.52631579,31.57894737,7.894736842,0,0,0,0.509
29.607,32.583,5461.4,0.906,4.52E-06,62.5,30,7.5,0,0,0,0.454
32.834,34.83,5556.61,0.909,4.81E-06,62.5,30,7.5,0,0,0,0.483
33.154,34.516,5448.91,0.909,4.92E-06,64.28571429,28.57142857,7.142857143,0,0,0,0.492
22.434,23.113,4529.42,0.855,4.09E-06,57.14285714,28.57142857,14.28571429,0,0,0,0.411
22.549,23.481,3866.72,0.851,3.56E-06,57.14285714,19.04761905,14.28571429,0,0,0.095238095,0.352
15.568,17.106,3370.5,0.823,2.85E-06,57.14285714,9.523809524,14.28571429,0,0,0.19047619,0.284
18.972,20.731,4129.16,0.845,3.71E-06,57.14285714,19.04761905,14.28571429,0,0,0.095238095,0.367
17.83,18.828,3360.19,0.816,2.69E-06,57.14285714,9.523809524,14.28571429,0,0,0.19047619,0.268
21.567,22.964,5286.73,0.871,3.48E-06,57.14285714,9.523809524,14.28571429,0,0,0.19047619,0.344
12.731,13.817,3082.43,0.794,2.67E-06,57.14285714,0,14.28571429,0,0,0.285714286,0.266
38.438,38.647,7936.63,0.942,5.68E-06,58.33333333,33.33333333,8.333333333,0,0,0,0.57
36.481,39.139,7644.36,0.938,5.56E-06,60.52631579,31.57894737,7.894736842,0,0,0,0.553
23.607,26.037,5431.38,0.899,4.26E-06,60.52631579,31.57894737,7.894736842,0,0,0,0.425
19.67,21.886,5160.08,0.881,3.92E-06,62.5,30,7.5,0,0,0,0.388
11.554,14.784,5175.01,0.827,3.74E-06,60.52631579,31.57894737,7.894736842,0,0,0,0.371
14.608,17.673,5154.35,0.855,3.80E-06,62.5,30,7.5,0,0,0,0.378
23.663,25.386,5309.98,0.892,4.29E-06,62.5,30,7.5,0,0,0,0.427
18.939,21.19,4950.45,0.87,3.96E-06,64.28571429,28.57142857,7.142857143,0,0,0,0.393
22.134,22.372,827.421,0.606,1.49E-06,57.14285714,9.523809524,14.28571429,0,0,0.19047619,0.143
20.734,20.813,979.908,0.613,1.24E-06,57.14285714,19.04761905,14.28571429,0,0,0.095238095,0.123
21.028,21.198,977.259,0.635,2.57E-06,57.14285714,9.523809524,14.28571429,0,0,0.19047619,0.231
21.776,21.963,960.135,0.644,3.61E-06,57.14285714,0,14.28571429,0,0,0.285714286,0.295
38.335,38.367,1688.07,0.724,1.96E-06,58.33333333,33.33333333,8.333333333,0,0,0,0.192
36.72,36.805,1577.06,0.704,1.97E-06,60.52631579,31.57894737,7.894736842,0,0,0,0.194
7.785,9.349,4481.6,0.771,3.57E-06,57.14285714,28.57142857,14.28571429,0,0,0,0.356
7.518,8.426,3814.86,0.754,3.18E-06,57.14285714,19.04761905,14.28571429,0,0,0.095238095,0.317
7.68,10.067,3966.2,0.769,3.23E-06,57.14285714,19.04761905,14.28571429,0,0,0.095238095,0.322
7.243,8.237,3192.72,0.739,2.87E-06,57.14285714,9.523809524,14.28571429,0,0,0.19047619,0.284
6.116,11.543,5874.26,0.8,4.52E-06,57.14285714,19.04761905,14.28571429,0,0,0.095238095,0.449
