PLD (Å),LCD (Å),Sacc (m2/g),Porosity,KCO2 (mol/kg/Pa),%C,%H,%N,%O,%Metalloid,%Halogen,CO2-1 bar (mol/kg)
20.151,25.879,7431.38,0.937,1.07E-05,61.53846154,30.76923077,7.692307692,0,0,0,1.092
20.672,25.014,7332.2,0.934,1.09E-05,62.5,30,7.5,0,0,0,1.102
18.546,27.708,7193.31,0.933,1.13E-05,63.41463415,29.26829268,7.317073171,0,0,0,1.147
19.906,25.392,7201.83,0.932,1.17E-05,64.28571429,28.57142857,7.142857143,0,0,0,1.173
18.177,18.376,6662.03,0.894,9.13E-06,57.14285714,28.57142857,14.28571429,0,0,0,0.927
15.612,16.303,6029.87,0.888,1.24E-05,57.14285714,19.04761905,14.28571429,0,0,0.095238095,1.277
17.918,18.295,5877.22,0.887,1.17E-05,57.14285714,19.04761905,14.28571429,0,0,0.095238095,1.204
15.678,16.421,5297.83,0.880,1.30E-05,57.14285714,9.523809524,14.28571429,0,0,0.19047619,1.370
18.216,18.424,5923.81,0.887,1.19E-05,57.14285714,19.04761905,14.28571429,0,0,0.095238095,1.224
15.640,16.584,5360.65,0.880,1.37E-05,57.14285714,9.523809524,14.28571429,0,0,0.19047619,1.430
17.914,18.351,5348.64,0.879,1.35E-05,57.14285714,9.523809524,14.28571429,0,0,0.19047619,1.388
15.737,16.516,4952.2,0.874,1.44E-05,57.14285714,0,14.28571429,0,0,0.285714286,1.488
28.925,29.101,7895.06,0.949,1.04E-05,58.33333333,33.33333333,8.333333333,0,0,0,1.036
29.154,29.364,7606.44,0.945,1.07E-05,60.52631579,31.57894737,7.894736842,0,0,0,1.091
28.767,29.058,7551.16,0.945,1.08E-05,60.52631579,31.57894737,7.894736842,0,0,0,1.091
29.029,29.279,7297.51,0.942,1.13E-05,62.5,30,7.5,0,0,0,1.151
28.818,28.922,7617.63,0.946,1.08E-05,60.52631579,31.57894737,7.894736842,0,0,0,1.084
29.026,29.237,7330.8,0.942,1.12E-05,62.5,30,7.5,0,0,0,1.128
28.738,28.837,7291.93,0.942,1.13E-05,62.5,30,7.5,0,0,0,1.146
28.896,29.156,7085.74,0.938,1.16E-05,64.28571429,28.57142857,7.142857143,0,0,0,1.182
11.327,16.210,6831.1,0.880,9.29E-06,57.14285714,28.57142857,14.28571429,0,0,0,0.963
11.223,14.976,6350.06,0.872,1.07E-05,57.14285714,23.80952381,14.28571429,0,0,0.047619048,1.100
11.586,15.285,6346.05,0.870,1.14E-05,57.14285714,23.80952381,14.28571429,0,0,0.047619048,1.144
11.761,15.784,5965.55,0.871,1.24E-05,57.14285714,19.04761905,14.28571429,0,0,0.095238095,1.248
11.351,15.787,5916.65,0.875,1.23E-05,57.14285714,19.04761905,14.28571429,0,0,0.095238095,1.270
10.834,15.526,5633.27,0.870,1.29E-05,57.14285714,14.28571429,14.28571429,0,0,0.142857143,1.291
11.315,16.267,5658.73,0.871,1.44E-05,57.14285714,14.28571429,14.28571429,0,0,0.142857143,1.437
11.368,14.413,5926.31,0.864,1.33E-05,57.14285714,19.04761905,14.28571429,0,0,0.095238095,1.378
11.210,15.463,5665.58,0.868,1.33E-05,57.14285714,14.28571429,14.28571429,0,0,0.142857143,1.365
11.771,15.612,5480.09,0.867,1.43E-05,57.14285714,9.523809524,14.28571429,0,0,0.19047619,1.439
11.379,15.819,5351.31,0.867,1.42E-05,57.14285714,9.523809524,14.28571429,0,0,0.19047619,1.452
10.741,15.055,5181.56,0.863,1.43E-05,57.14285714,4.761904762,14.28571429,0,0,0.238095238,1.418
11.384,15.828,5123.61,0.864,1.53E-05,57.14285714,4.761904762,14.28571429,0,0,0.238095238,1.528
10.843,15.416,5070.51,0.860,1.54E-05,57.14285714,0,14.28571429,0,0,0.285714286,1.561
19.523,27.357,7839.55,0.943,1.01E-05,58.33333333,33.33333333,8.333333333,0,0,0,1.024
19.132,27.165,7731.72,0.941,1.03E-05,59.45945946,32.43243243,8.108108108,0,0,0,1.039
18.817,26.147,7712.13,0.940,1.02E-05,59.45945946,32.43243243,8.108108108,0,0,0,1.036
18.875,26.478,7616.49,0.939,1.05E-05,60.52631579,31.57894737,7.894736842,0,0,0,1.048
19.197,26.430,7582.79,0.939,1.05E-05,60.52631579,31.57894737,7.894736842,0,0,0,1.067
18.866,26.012,7457.45,0.936,1.08E-05,61.53846154,30.76923077,7.692307692,0,0,0,1.095
19.172,23.256,7379.44,0.935,1.08E-05,61.53846154,30.76923077,7.692307692,0,0,0,1.082
18.368,25.710,7294.06,0.934,1.10E-05,62.5,30,7.5,0,0,0,1.119
19.359,27.151,7520.95,0.939,1.06E-05,60.52631579,31.57894737,7.894736842,0,0,0,1.070
19.182,26.799,7419.78,0.937,1.07E-05,61.53846154,30.76923077,7.692307692,0,0,0,1.098
18.783,26.217,7386.87,0.936,1.07E-05,61.53846154,30.76923077,7.692307692,0,0,0,1.088
18.686,26.709,7284.35,0.934,1.09E-05,62.5,30,7.5,0,0,0,1.087
18.914,26.701,7334.68,0.935,1.10E-05,62.5,30,7.5,0,0,0,1.106
18.800,25.678,7203.82,0.934,1.11E-05,63.41463415,29.26829268,7.317073171,0,0,0,1.129
18.556,25.421,7211.61,0.932,1.12E-05,63.41463415,29.26829268,7.317073171,0,0,0,1.119
18.109,25.920,7114.15,0.929,1.15E-05,64.28571429,28.57142857,7.142857143,0,0,0,1.167
13.232,14.933,6867.66,0.889,8.85E-06,57.14285714,28.57142857,14.28571429,0,0,0,0.907
12.106,13.961,4997.25,0.866,1.51E-05,57.14285714,0,14.28571429,0,0,0.285714286,1.530
21.182,23.592,7877.27,0.945,1.01E-05,58.33333333,33.33333333,8.333333333,0,0,0,1.014
10.468,10.613,1071.27,0.539,6.55E-05,57.14285714,28.57142857,14.28571429,0,0,0,1.503
10.042,10.453,875.901,0.562,2.16E-04,57.14285714,0,14.28571429,0,0,0.285714286,2.074
21.028,22.018,7938.57,0.929,9.35E-06,58.33333333,33.33333333,8.333333333,0,0,0,0.946
9.812,13.039,6764.13,0.867,1.00E-05,57.14285714,28.57142857,14.28571429,0,0,0,1.027
21.882,22.828,7865.61,0.942,9.82E-06,58.33333333,33.33333333,8.333333333,0,0,0,0.994
16.504,19.669,7087.75,0.922,1.11E-05,64.28571429,28.57142857,7.142857143,0,0,0,1.147
10.989,15.799,6703.1,0.886,9.30E-06,57.14285714,28.57142857,14.28571429,0,0,0,0.955
10.645,14.381,4940.97,0.867,1.52E-05,57.14285714,0,14.28571429,0,0,0.285714286,1.554
18.883,24.378,7804.8,0.946,1.01E-05,58.33333333,33.33333333,8.333333333,0,0,0,1.024
16.903,22.701,7075.18,0.930,1.13E-05,64.28571429,28.57142857,7.142857143,0,0,0,1.145
11.870,15.027,6806.59,0.883,9.06E-06,57.14285714,28.57142857,14.28571429,0,0,0,0.920
10.654,15.211,6325.6,0.879,1.08E-05,57.14285714,23.80952381,14.28571429,0,0,0.047619048,1.105
9.843,11.813,5877.25,0.860,1.24E-05,57.14285714,19.04761905,14.28571429,0,0,0.095238095,1.319
9.671,12.196,5652.79,0.858,1.35E-05,57.14285714,14.28571429,14.28571429,0,0,0.142857143,1.445
11.436,15.496,6020.24,0.875,1.21E-05,57.14285714,19.04761905,14.28571429,0,0,0.095238095,1.223
10.549,15.006,5702.91,0.871,1.34E-05,57.14285714,14.28571429,14.28571429,0,0,0.142857143,1.333
9.742,12.629,5482.57,0.855,1.43E-05,57.14285714,9.523809524,14.28571429,0,0,0.19047619,1.515
10.196,12.220,5242.14,0.849,1.47E-05,57.14285714,4.761904762,14.28571429,0,0,0.238095238,1.575
11.079,15.967,6375.78,0.881,1.11E-05,57.14285714,23.80952381,14.28571429,0,0,0.047619048,1.138
6.210,6.435,739.214,0.468,2.02E-04,57.14285714,19.04761905,14.28571429,0,0,0.095238095,3.759
10.300,13.933,5693.31,0.867,1.34E-05,57.14285714,14.28571429,14.28571429,0,0,0.142857143,1.362
9.720,13.027,5315.09,0.859,1.40E-05,57.14285714,9.523809524,14.28571429,0,0,0.19047619,1.462
10.712,14.756,5763.22,0.873,1.34E-05,57.14285714,14.28571429,14.28571429,0,0,0.142857143,1.356
9.490,13.238,5453.18,0.855,1.44E-05,57.14285714,9.523809524,14.28571429,0,0,0.19047619,1.545
10.019,13.293,5119.4,0.856,1.43E-05,57.14285714,4.761904762,14.28571429,0,0,0.238095238,1.502
9.284,13.159,4979.07,0.852,1.50E-05,57.14285714,0,14.28571429,0,0,0.285714286,1.582
17.326,19.512,7854.45,0.934,9.50E-06,58.33333333,33.33333333,8.333333333,0,0,0,0.963
17.409,19.451,7676.06,0.933,9.75E-06,59.45945946,32.43243243,8.108108108,0,0,0,0.987
19.888,24.517,7602.66,0.939,1.05E-05,60.52631579,31.57894737,7.894736842,0,0,0,1.060
19.568,24.994,7477.21,0.938,1.08E-05,61.53846154,30.76923077,7.692307692,0,0,0,1.091
16.433,18.356,7561.87,0.928,9.88E-06,60.52631579,31.57894737,7.894736842,0,0,0,0.995
16.462,18.526,7388.2,0.927,1.02E-05,61.53846154,30.76923077,7.692307692,0,0,0,1.029
19.454,23.656,7316.4,0.935,1.09E-05,62.5,30,7.5,0,0,0,1.082
17.611,20.116,7204,0.928,1.09E-05,63.41463415,29.26829268,7.317073171,0,0,0,1.098
17.033,18.680,7733.93,0.928,9.58E-06,59.45945946,32.43243243,8.108108108,0,0,0,0.974
16.351,17.912,7569.61,0.926,9.82E-06,60.52631579,31.57894737,7.894736842,0,0,0,0.994
17.247,20.232,7511.39,0.931,1.04E-05,61.53846154,30.76923077,7.692307692,0,0,0,1.067
15.900,17.289,7434.28,0.919,9.97E-06,61.53846154,30.76923077,7.692307692,0,0,0,1.015
15.822,17.254,7286.02,0.917,1.02E-05,62.5,30,7.5,0,0,0,1.037
18.628,22.097,7255.66,0.932,1.10E-05,63.41463415,29.26829268,7.317073171,0,0,0,1.127
24.797,25.279,6756.61,0.908,9.36E-06,57.14285714,28.57142857,14.28571429,0,0,0,0.947
25.151,25.413,6496.93,0.907,1.02E-05,57.14285714,25.3968254,14.28571429,0,0,0.031746032,1.040
25.505,25.901,5711.21,0.901,1.28E-05,57.14285714,15.87301587,14.28571429,0,0,0.126984127,1.335
25.574,25.962,5573.52,0.900,1.31E-05,57.14285714,12.6984127,14.28571429,0,0,0.158730159,1.348
22.462,23.167,5781.07,0.899,1.31E-05,57.14285714,15.87301587,14.28571429,0,0,0.126984127,1.333
22.871,23.538,5606.9,0.897,1.34E-05,57.14285714,12.6984127,14.28571429,0,0,0.158730159,1.390
23.284,23.873,4981.38,0.894,1.41E-05,57.14285714,3.174603175,14.28571429,0,0,0.253968254,1.460
40.469,41.262,7885.89,0.957,1.11E-05,58.33333333,33.33333333,8.333333333,0,0,0,1.126
40.245,41.044,7787.65,0.956,1.12E-05,59.09090909,32.72727273,8.181818182,0,0,0,1.136
36.955,37.689,7574.85,0.952,1.15E-05,61.20689655,31.03448276,7.75862069,0,0,0,1.179
37.717,38.311,7492.31,0.950,1.17E-05,61.86440678,30.50847458,7.627118644,0,0,0,1.179
40.046,40.406,7437.34,0.953,1.15E-05,61.20689655,31.03448276,7.75862069,0,0,0,1.164
39.850,40.211,7407.18,0.953,1.16E-05,61.86440678,30.50847458,7.627118644,0,0,0,1.174
38.658,39.012,7213.14,0.948,1.20E-05,63.70967742,29.03225806,7.258064516,0,0,0,1.202
38.772,39.495,7175.78,0.948,1.21E-05,64.28571429,28.57142857,7.142857143,0,0,0,1.227
10.765,13.496,6760.14,0.871,9.53E-06,57.14285714,28.57142857,14.28571429,0,0,0,0.982
9.844,12.547,4998.24,0.849,1.60E-05,57.14285714,0,14.28571429,0,0,0.285714286,1.654
18.613,22.751,7870.78,0.941,9.74E-06,58.33333333,33.33333333,8.333333333,0,0,0,0.983
17.682,21.280,7057.3,0.926,1.12E-05,64.28571429,28.57142857,7.142857143,0,0,0,1.140
11.344,15.777,6712.52,0.885,9.24E-06,57.14285714,28.57142857,14.28571429,0,0,0,0.947
10.747,15.327,4936.35,0.864,1.51E-05,57.14285714,0,14.28571429,0,0,0.285714286,1.541
18.906,24.398,7866.81,0.944,1.01E-05,58.33333333,33.33333333,8.333333333,0,0,0,1.011
18.687,25.002,7064.85,0.933,1.15E-05,64.28571429,28.57142857,7.142857143,0,0,0,1.145
10.836,15.110,6710.14,0.881,9.47E-06,57.14285714,28.57142857,14.28571429,0,0,0,0.970
11.112,15.865,4943.16,0.861,1.59E-05,57.14285714,0,14.28571429,0,0,0.285714286,1.618
18.861,24.991,7845.95,0.944,1.00E-05,58.33333333,33.33333333,8.333333333,0,0,0,1.017
17.542,23.248,7128.63,0.930,1.14E-05,64.28571429,28.57142857,7.142857143,0,0,0,1.165
10.495,12.624,6720.13,0.871,9.37E-06,57.14285714,28.57142857,14.28571429,0,0,0,0.959
9.940,12.623,5029.79,0.849,1.58E-05,57.14285714,0,14.28571429,0,0,0.285714286,1.628
18.421,21.512,7884.53,0.940,9.71E-06,58.33333333,33.33333333,8.333333333,0,0,0,0.980
17.513,20.544,7112.84,0.925,1.12E-05,64.28571429,28.57142857,7.142857143,0,0,0,1.136
10.954,13.455,6846.89,0.877,9.33E-06,57.14285714,28.57142857,14.28571429,0,0,0,0.958
9.687,12.323,5001.02,0.852,1.61E-05,57.14285714,0,14.28571429,0,0,0.285714286,1.682
19.848,22.898,7884.85,0.941,9.85E-06,58.33333333,33.33333333,8.333333333,0,0,0,0.996
17.307,20.894,7125.99,0.928,1.14E-05,64.28571429,28.57142857,7.142857143,0,0,0,1.152
9.703,11.484,6649.48,0.869,9.42E-06,57.14285714,28.57142857,14.28571429,0,0,0,0.944
9.514,12.017,5931.1,0.860,1.32E-05,57.14285714,19.04761905,14.28571429,0,0,0.095238095,1.347
10.034,11.545,5816.59,0.860,1.24E-05,57.14285714,19.04761905,14.28571429,0,0,0.095238095,1.268
9.602,11.814,5375.23,0.852,1.43E-05,57.14285714,9.523809524,14.28571429,0,0,0.19047619,1.493
9.659,12.019,5434.27,0.851,1.47E-05,57.14285714,9.523809524,14.28571429,0,0,0.19047619,1.547
9.652,11.745,5388.08,0.853,1.43E-05,57.14285714,9.523809524,14.28571429,0,0,0.19047619,1.492
9.049,11.792,5047.39,0.845,1.55E-05,57.14285714,0,14.28571429,0,0,0.285714286,1.650
17.736,19.893,7867.19,0.939,9.59E-06,58.33333333,33.33333333,8.333333333,0,0,0,0.956
17.432,19.040,7511.75,0.934,1.01E-05,60.52631579,31.57894737,7.894736842,0,0,0,0.989
16.373,19.573,7550.11,0.934,1.01E-05,60.52631579,31.57894737,7.894736842,0,0,0,1.009
16.255,18.925,7314.95,0.929,1.06E-05,62.5,30,7.5,0,0,0,1.053
17.273,19.461,7532.59,0.935,1.01E-05,60.52631579,31.57894737,7.894736842,0,0,0,1.002
16.832,18.481,7278.83,0.929,1.05E-05,62.5,30,7.5,0,0,0,1.041
16.161,19.736,7305.19,0.930,1.06E-05,62.5,30,7.5,0,0,0,1.054
16.159,18.801,7066.57,0.925,1.10E-05,64.28571429,28.57142857,7.142857143,0,0,0,1.084
17.765,24.081,8590.56,0.925,8.93E-06,64.70588235,29.41176471,5.882352941,0,0,0,0.888
10.290,16.735,7021.75,0.870,9.77E-06,58.33333333,31.25,10.41666667,0,0,0,0.990
17.329,22.077,8584.34,0.925,8.97E-06,64.70588235,29.41176471,5.882352941,0,0,0,0.893
12.995,17.479,7034.97,0.871,9.80E-06,58.33333333,31.25,10.41666667,0,0,0,0.997
11.342,15.789,5552.15,0.845,1.75E-05,57.14285714,9.523809524,14.28571429,0,0,0.19047619,1.819
11.012,15.065,5097,0.840,2.09E-05,57.14285714,0,14.28571429,0,0,0.285714286,2.165
21.043,27.294,8002.24,0.937,9.53E-06,58.33333333,33.33333333,8.333333333,0,0,0,0.928
18.981,24.792,6461.26,0.901,1.10E-05,60.52631579,31.57894737,7.894736842,0,0,0,1.100
16.222,20.949,6841.51,0.904,9.11E-06,57.14285714,28.57142857,14.28571429,0,0,0,0.927
15.444,20.914,6516.27,0.905,1.03E-05,57.14285714,25.3968254,14.28571429,0,0,0.031746032,1.055
14.602,19.423,5780.58,0.899,1.24E-05,57.14285714,15.87301587,14.28571429,0,0,0.126984127,1.259
14.686,19.970,5561.61,0.898,1.29E-05,57.14285714,12.6984127,14.28571429,0,0,0.158730159,1.325
15.959,21.839,6175.89,0.906,1.13E-05,57.14285714,22.22222222,14.28571429,0,0,0.063492063,1.144
14.718,21.068,6006.76,0.903,1.18E-05,57.14285714,19.04761905,14.28571429,0,0,0.095238095,1.198
14.530,21.028,5353.25,0.898,1.33E-05,57.14285714,9.523809524,14.28571429,0,0,0.19047619,1.347
14.502,21.053,5247.82,0.897,1.35E-05,57.14285714,6.349206349,14.28571429,0,0,0.222222222,1.385
15.189,20.873,6343.43,0.899,1.11E-05,57.14285714,22.22222222,14.28571429,0,0,0.063492063,1.128
15.043,20.282,6058.25,0.898,1.18E-05,57.14285714,19.04761905,14.28571429,0,0,0.095238095,1.209
14.661,19.513,5442.74,0.895,1.34E-05,57.14285714,9.523809524,14.28571429,0,0,0.19047619,1.373
14.557,19.806,5225.98,0.894,1.34E-05,57.14285714,6.349206349,14.28571429,0,0,0.222222222,1.361
15.428,20.953,5825.01,0.898,1.29E-05,57.14285714,15.87301587,14.28571429,0,0,0.126984127,1.299
15.729,21.137,5527.34,0.899,1.32E-05,57.14285714,12.6984127,14.28571429,0,0,0.158730159,1.368
14.029,20.595,5125.66,0.894,1.38E-05,57.14285714,3.174603175,14.28571429,0,0,0.253968254,1.405
14.548,21.295,4943.94,0.891,1.38E-05,57.14285714,0,14.28571429,0,0,0.285714286,1.399
25.997,36.678,7938.76,0.957,1.09E-05,58.33333333,33.33333333,8.333333333,0,0,0,1.102
25.855,36.385,7811.14,0.956,1.10E-05,59.09090909,32.72727273,8.181818182,0,0,0,1.123
24.983,34.966,7614.29,0.952,1.14E-05,61.20689655,31.03448276,7.75862069,0,0,0,1.145
24.673,35.091,7512.23,0.949,1.16E-05,61.86440678,30.50847458,7.627118644,0,0,0,1.161
25.239,33.930,7717.9,0.954,1.11E-05,59.82142857,32.14285714,8.035714286,0,0,0,1.102
25.317,33.427,7602.7,0.952,1.12E-05,60.52631579,31.57894737,7.894736842,0,0,0,1.138
24.604,32.809,7406.12,0.950,1.17E-05,62.5,30,7.5,0,0,0,1.179
24.919,32.394,7354.91,0.948,1.18E-05,63.1147541,29.50819672,7.37704918,0,0,0,1.183
25.974,36.698,7721.03,0.955,1.11E-05,59.82142857,32.14285714,8.035714286,0,0,0,1.123
25.828,36.434,7615.9,0.954,1.12E-05,60.52631579,31.57894737,7.894736842,0,0,0,1.147
24.705,34.430,7446.68,0.951,1.17E-05,62.5,30,7.5,0,0,0,1.183
25.242,33.706,7359.11,0.949,1.18E-05,63.1147541,29.50819672,7.37704918,0,0,0,1.203
25.248,33.974,7513.69,0.951,1.14E-05,61.20689655,31.03448276,7.75862069,0,0,0,1.145
25.037,33.612,7428.04,0.950,1.15E-05,61.86440678,30.50847458,7.627118644,0,0,0,1.151
25.112,32.437,7262.9,0.945,1.19E-05,63.70967742,29.03225806,7.258064516,0,0,0,1.206
24.255,32.568,7214.52,0.946,1.20E-05,64.28571429,28.57142857,7.142857143,0,0,0,1.214
11.654,12.112,1076.3,0.547,3.19E-05,57.14285714,28.57142857,14.28571429,0,0,0,1.385
10.201,10.529,902.617,0.528,6.53E-05,57.14285714,22.22222222,14.28571429,0,0,0.063492063,2.053
11.905,12.137,867.612,0.527,1.43E-03,57.14285714,22.22222222,14.28571429,0,0,0.063492063,1.714
16.323,19.887,5947.92,0.892,1.40E-05,57.14285714,15.87301587,14.28571429,0,0,0.126984127,1.392
12.999,17.642,5476.36,0.874,1.46E-05,57.14285714,9.523809524,14.28571429,0,0,0.19047619,1.508
16.577,20.669,5532.25,0.889,1.61E-05,57.14285714,9.523809524,14.28571429,0,0,0.19047619,1.622
15.681,19.268,5224.28,0.882,1.52E-05,57.14285714,3.174603175,14.28571429,0,0,0.253968254,1.516
11.526,11.902,947.571,0.528,4.27E-05,57.14285714,25.3968254,14.28571429,0,0,0.031746032,1.824
10.415,10.568,792.217,0.512,1.20E-04,57.14285714,19.04761905,14.28571429,0,0,0.095238095,2.558
11.911,12.173,710.227,0.510,1.87E-03,57.14285714,19.04761905,14.28571429,0,0,0.095238095,2.189
10.559,10.828,722.993,0.508,1.63E-04,57.14285714,12.6984127,14.28571429,0,0,0.158730159,2.407
14.016,19.337,5659.49,0.890,1.38E-05,57.14285714,12.6984127,14.28571429,0,0,0.158730159,1.366
13.997,17.500,5330.02,0.874,1.45E-05,57.14285714,6.349206349,14.28571429,0,0,0.222222222,1.472
13.928,17.524,5027.98,0.867,1.57E-05,57.14285714,0,14.28571429,0,0,0.285714286,1.533
23.580,32.535,7941.83,0.949,1.03E-05,58.33333333,33.33333333,8.333333333,0,0,0,1.046
26.208,34.524,7754.41,0.950,1.09E-05,59.82142857,32.14285714,8.035714286,0,0,0,1.091
23.311,32.413,7678.66,0.947,1.06E-05,59.82142857,32.14285714,8.035714286,0,0,0,1.077
25.824,34.291,7606.77,0.947,1.12E-05,61.20689655,31.03448276,7.75862069,0,0,0,1.140
20.318,29.251,7419.3,0.938,1.07E-05,61.20689655,31.03448276,7.75862069,0,0,0,1.080
23.460,31.993,7423.26,0.943,1.13E-05,62.5,30,7.5,0,0,0,1.124
20.248,29.022,7246.86,0.935,1.10E-05,62.5,30,7.5,0,0,0,1.098
22.132,31.087,7176.35,0.938,1.15E-05,63.70967742,29.03225806,7.258064516,0,0,0,1.174
23.785,32.437,7829.64,0.948,1.04E-05,59.09090909,32.72727273,8.181818182,0,0,0,1.064
26.446,34.442,7682.83,0.948,1.10E-05,60.52631579,31.57894737,7.894736842,0,0,0,1.111
23.469,32.293,7590.17,0.946,1.07E-05,60.52631579,31.57894737,7.894736842,0,0,0,1.078
26.052,34.230,7511.39,0.946,1.12E-05,61.86440678,30.50847458,7.627118644,0,0,0,1.148
20.278,29.122,7399.5,0.936,1.08E-05,61.86440678,30.50847458,7.627118644,0,0,0,1.079
19.520,27.837,7194.55,0.932,1.11E-05,63.1147541,29.50819672,7.37704918,0,0,0,1.121
20.195,28.904,7169.41,0.934,1.11E-05,63.1147541,29.50819672,7.37704918,0,0,0,1.116
22.220,31.012,7104.26,0.937,1.16E-05,64.28571429,28.57142857,7.142857143,0,0,0,1.164
8.259,25.504,4725.69,0.845,1.41E-05,57.14285714,28.57142857,14.28571429,0,0,0,1.396
8.771,24.599,4245.96,0.827,2.45E-05,57.14285714,22.22222222,14.28571429,0,0,0.063492063,2.228
8.147,24.605,3935.34,0.818,4.07E-05,57.14285714,15.87301587,14.28571429,0,0,0.126984127,3.117
8.416,25.242,3992.43,0.835,5.30E-05,57.14285714,15.87301587,14.28571429,0,0,0.126984127,2.886
8.433,23.217,3712.61,0.824,7.96E-05,57.14285714,9.523809524,14.28571429,0,0,0.19047619,3.534
8.156,24.715,3955.76,0.833,6.66E-05,57.14285714,9.523809524,14.28571429,0,0,0.19047619,3.496
8.332,23.310,3493.16,0.816,5.76E-05,57.14285714,3.174603175,14.28571429,0,0,0.253968254,3.451
8.758,25.349,4492.38,0.841,2.11E-05,57.14285714,25.3968254,14.28571429,0,0,0.031746032,1.859
7.937,22.497,4029.19,0.829,3.43E-05,57.14285714,19.04761905,14.28571429,0,0,0.095238095,2.735
8.318,23.871,3774.73,0.816,4.06E-05,57.14285714,12.6984127,14.28571429,0,0,0.158730159,3.259
8.516,29.531,3153.45,0.810,6.02E-05,57.14285714,12.6984127,14.28571429,0,0,0.158730159,3.368
7.944,25.079,3286.34,0.801,6.88E-05,57.14285714,6.349206349,14.28571429,0,0,0.222222222,4.119
8.150,25.278,3406.35,0.815,5.08E-05,57.14285714,6.349206349,14.28571429,0,0,0.222222222,3.641
15.595,46.811,5487.09,0.906,1.19E-05,58.33333333,33.33333333,8.333333333,0,0,0,1.167
17.229,38.401,5778.83,0.907,1.26E-05,59.82142857,32.14285714,8.035714286,0,0,0,1.211
15.119,38.438,5833.19,0.914,1.16E-05,59.82142857,32.14285714,8.035714286,0,0,0,1.129
15.074,36.555,6055.22,0.911,1.26E-05,61.20689655,31.03448276,7.75862069,0,0,0,1.233
14.232,53.344,7196.72,0.935,1.21E-05,61.20689655,31.03448276,7.75862069,0,0,0,1.179
15.914,37.658,5305.3,0.898,1.31E-05,62.5,30,7.5,0,0,0,1.266
14.523,34.813,5583.67,0.902,1.39E-05,62.5,30,7.5,0,0,0,1.269
13.876,43.222,5453.71,0.902,1.58E-05,63.70967742,29.03225806,7.258064516,0,0,0,1.410
15.376,54.624,7405.43,0.938,1.20E-05,59.09090909,32.72727273,8.181818182,0,0,0,1.135
15.788,35.855,5964.99,0.911,1.20E-05,60.52631579,31.57894737,7.894736842,0,0,0,1.170
14.864,39.661,5698.56,0.910,1.31E-05,60.52631579,31.57894737,7.894736842,0,0,0,1.244
14.788,45.061,6074.49,0.913,1.30E-05,61.86440678,30.50847458,7.627118644,0,0,0,1.274
15.234,53.824,6998.5,0.932,1.33E-05,61.86440678,30.50847458,7.627118644,0,0,0,1.281
15.491,39.825,5617.56,0.911,1.45E-05,63.1147541,29.50819672,7.37704918,0,0,0,1.393
14.315,36.875,5322.9,0.903,1.34E-05,63.1147541,29.50819672,7.37704918,0,0,0,1.279
14.309,37.330,5641.33,0.905,1.54E-05,64.28571429,28.57142857,7.142857143,0,0,0,1.420
19.543,22.810,6823.5,0.911,9.11E-06,57.14285714,28.57142857,14.28571429,0,0,0,0.921
19.306,22.492,6545.56,0.909,1.04E-05,57.14285714,25.3968254,14.28571429,0,0,0.031746032,1.078
17.725,20.290,5729.53,0.901,1.25E-05,57.14285714,15.87301587,14.28571429,0,0,0.126984127,1.282
17.391,19.826,5519.28,0.899,1.32E-05,57.14285714,12.6984127,14.28571429,0,0,0.158730159,1.334
17.092,22.354,6292.52,0.907,1.11E-05,57.14285714,22.22222222,14.28571429,0,0,0.063492063,1.129
17.142,22.031,6096.13,0.905,1.20E-05,57.14285714,19.04761905,14.28571429,0,0,0.095238095,1.228
15.843,20.028,5362.13,0.897,1.33E-05,57.14285714,9.523809524,14.28571429,0,0,0.19047619,1.390
15.656,19.423,5280.67,0.894,1.38E-05,57.14285714,6.349206349,14.28571429,0,0,0.222222222,1.461
20.201,24.346,6232.34,0.909,1.13E-05,57.14285714,22.22222222,14.28571429,0,0,0.063492063,1.171
19.421,22.338,6019.71,0.906,1.18E-05,57.14285714,19.04761905,14.28571429,0,0,0.095238095,1.222
18.102,24.132,5422.99,0.902,1.34E-05,57.14285714,9.523809524,14.28571429,0,0,0.19047619,1.368
18.136,22.631,5186.47,0.900,1.36E-05,57.14285714,6.349206349,14.28571429,0,0,0.222222222,1.375
19.127,22.907,5810.55,0.906,1.31E-05,57.14285714,15.87301587,14.28571429,0,0,0.126984127,1.332
17.870,22.049,5626.97,0.903,1.33E-05,57.14285714,12.6984127,14.28571429,0,0,0.158730159,1.345
18.061,22.984,5041.23,0.898,1.38E-05,57.14285714,3.174603175,14.28571429,0,0,0.253968254,1.376
17.868,22.328,4933.47,0.896,1.40E-05,57.14285714,0,14.28571429,0,0,0.285714286,1.474
32.084,38.051,7864.75,0.958,1.11E-05,58.33333333,33.33333333,8.333333333,0,0,0,1.116
31.940,38.118,7799.56,0.957,1.12E-05,59.09090909,32.72727273,8.181818182,0,0,0,1.127
33.040,37.958,7589.68,0.955,1.17E-05,61.20689655,31.03448276,7.75862069,0,0,0,1.194
31.964,38.292,7474.22,0.953,1.18E-05,61.86440678,30.50847458,7.627118644,0,0,0,1.197
31.521,38.355,7735.58,0.957,1.13E-05,59.82142857,32.14285714,8.035714286,0,0,0,1.142
