PLD (Å),LCD (Å),Sacc (m2/g),Porosity,KCO2 (mol/kg/Pa),%C,%H,%N,%O,%Metalloid,%Halogen,CO2-1 bar (mol/kg)
25.574,31.043,7942.54,0.959,1.23E-05,58.33333333,33.33333333,8.333333333,0,0,0,1.245
11.215,30.387,6794.54,0.900,9.63E-06,57.14285714,28.57142857,14.28571429,0,0,0,0.990
10.889,28.027,6510.89,0.897,1.05E-05,57.14285714,25.3968254,14.28571429,0,0,0.031746032,1.060
10.692,29.930,5856.54,0.891,1.33E-05,57.14285714,15.87301587,14.28571429,0,0,0.126984127,1.334
10.691,27.630,5648.11,0.888,1.35E-05,57.14285714,12.6984127,14.28571429,0,0,0.158730159,1.350
9.819,33.708,5673,0.889,1.43E-05,57.14285714,15.87301587,14.28571429,0,0,0.126984127,1.451
9.902,31.312,5526.59,0.888,1.44E-05,57.14285714,12.6984127,14.28571429,0,0,0.158730159,1.485
10.034,32.332,5076.65,0.881,1.56E-05,57.14285714,3.174603175,14.28571429,0,0,0.253968254,1.597
10.116,31.042,4960.99,0.879,1.59E-05,57.14285714,0,14.28571429,0,0,0.285714286,1.613
17.842,52.029,7894.14,0.952,1.04E-05,58.33333333,33.33333333,8.333333333,0,0,0,1.019
17.510,52.077,7789.94,0.951,1.06E-05,59.09090909,32.72727273,8.181818182,0,0,0,1.045
17.012,52.174,7470.45,0.947,1.10E-05,61.20689655,31.03448276,7.75862069,0,0,0,1.073
16.913,52.539,7406.62,0.946,1.11E-05,61.86440678,30.50847458,7.627118644,0,0,0,1.096
18.810,45.970,7541.76,0.948,1.14E-05,61.20689655,31.03448276,7.75862069,0,0,0,1.113
18.622,47.274,7479.25,0.948,1.15E-05,61.86440678,30.50847458,7.627118644,0,0,0,1.122
18.190,47.374,7208.39,0.943,1.18E-05,63.70967742,29.03225806,7.258064516,0,0,0,1.168
18.853,46.583,7105.74,0.941,1.20E-05,64.28571429,28.57142857,7.142857143,0,0,0,1.167
22.874,28.694,5688.43,0.930,4.60E-05,57.14285714,9.523809524,14.28571429,0,0,0.19047619,2.501
22.896,28.091,5108.54,0.928,3.29E-05,57.14285714,0,14.28571429,0,0,0.285714286,2.031
38.259,46.966,7951.83,0.969,1.34E-05,58.33333333,33.33333333,8.333333333,0,0,0,1.314
38.688,47.368,7684.15,0.968,1.35E-05,60.52631579,31.57894737,7.894736842,0,0,0,1.336
17.596,20.729,2741.06,0.821,2.49E-05,57.14285714,9.523809524,14.28571429,0,0,0.19047619,2.007
16.938,20.260,2608.67,0.816,6.12E-05,57.14285714,0,14.28571429,0,0,0.285714286,3.023
17.051,20.668,6835.48,0.906,8.98E-06,57.14285714,28.57142857,14.28571429,0,0,0,0.910
15.259,20.327,5366.64,0.896,1.29E-05,57.14285714,9.523809524,14.28571429,0,0,0.19047619,1.336
14.829,18.533,6170.57,0.900,1.19E-05,57.14285714,19.04761905,14.28571429,0,0,0.095238095,1.230
15.397,19.482,5017.65,0.890,1.39E-05,57.14285714,0,14.28571429,0,0,0.285714286,1.438
27.731,33.346,7889.08,0.956,1.09E-05,58.33333333,33.33333333,8.333333333,0,0,0,1.110
26.863,32.589,7443.41,0.950,1.17E-05,62.5,30,7.5,0,0,0,1.174
27.586,33.230,7622.02,0.953,1.12E-05,60.52631579,31.57894737,7.894736842,0,0,0,1.138
26.455,32.678,7194.68,0.947,1.20E-05,64.28571429,28.57142857,7.142857143,0,0,0,1.210
12.842,13.052,1104.71,0.580,4.51E-05,57.14285714,28.57142857,14.28571429,0,0,0,0.781
23.587,31.129,5933.56,0.939,1.25E-05,57.14285714,19.04761905,14.28571429,0,0,0.095238095,1.248
27.653,32.725,5471.21,0.941,1.37E-05,57.14285714,9.523809524,14.28571429,0,0,0.19047619,1.413
19.338,28.131,5364.21,0.931,1.41E-05,57.14285714,9.523809524,14.28571429,0,0,0.19047619,1.470
26.406,30.745,5093.96,0.937,3.46E-05,57.14285714,0,14.28571429,0,0,0.285714286,1.989
22.747,22.874,1718.73,0.696,7.95E-06,58.33333333,33.33333333,8.333333333,0,0,0,0.900
21.782,21.889,1622.66,0.676,7.77E-06,60.52631579,31.57894737,7.894736842,0,0,0,0.867
22.372,22.493,1564.6,0.676,8.72E-06,60.52631579,31.57894737,7.894736842,0,0,0,0.817
22.601,22.760,1551.38,0.679,8.43E-06,60.52631579,31.57894737,7.894736842,0,0,0,0.790
22.015,22.086,1488.31,0.658,8.02E-06,62.5,30,7.5,0,0,0,0.776
20.389,20.540,1313.85,0.636,9.32E-06,64.28571429,28.57142857,7.142857143,0,0,0,0.663
37.957,73.677,6558.67,0.956,1.17E-05,57.14285714,28.57142857,14.28571429,0,0,0,1.158
36.667,71.180,4953.92,0.948,1.56E-05,57.14285714,0,14.28571429,0,0,0.285714286,1.612
10.766,17.442,5113.21,0.820,2.06E-05,59.73154362,32.2147651,8.053691275,0,0,0,2.161
10.643,17.820,5204.9,0.826,1.89E-05,59.06040268,32.2147651,8.053691275,0,0.006711409,0,1.995
33.224,35.802,5804.9,0.936,3.36E-05,57.14285714,15.87301587,14.28571429,0,0,0.126984127,2.165
31.728,34.250,5633.65,0.934,2.87E-05,57.14285714,12.6984127,14.28571429,0,0,0.158730159,1.884
33.193,35.468,6252.49,0.938,1.19E-05,57.14285714,22.22222222,14.28571429,0,0,0.063492063,1.192
33.014,33.831,6064.18,0.937,1.20E-05,57.14285714,19.04761905,14.28571429,0,0,0.095238095,1.204
33.366,35.898,5444.79,0.933,3.09E-05,57.14285714,9.523809524,14.28571429,0,0,0.19047619,1.989
33.423,34.215,5322.17,0.932,2.88E-05,57.14285714,6.349206349,14.28571429,0,0,0.222222222,1.879
31.622,34.560,5517.46,0.934,3.68E-05,57.14285714,9.523809524,14.28571429,0,0,0.19047619,2.168
30.338,31.973,5391.55,0.929,3.71E-05,57.14285714,6.349206349,14.28571429,0,0,0.222222222,2.129
33.080,35.542,5801.34,0.936,2.16E-05,57.14285714,15.87301587,14.28571429,0,0,0.126984127,1.555
33.064,33.799,5643.05,0.935,2.04E-05,57.14285714,12.6984127,14.28571429,0,0,0.158730159,1.570
32.823,34.738,5176.93,0.932,3.59E-05,57.14285714,3.174603175,14.28571429,0,0,0.253968254,2.208
32.836,34.389,5053.11,0.930,3.59E-05,57.14285714,0,14.28571429,0,0,0.285714286,2.150
51.404,55.441,7462.48,0.970,1.43E-05,61.20689655,31.03448276,7.75862069,0,0,0,1.454
50.670,54.484,7397.96,0.968,1.43E-05,61.86440678,30.50847458,7.627118644,0,0,0,1.436
52.217,56.088,7792.88,0.970,1.36E-05,59.82142857,32.14285714,8.035714286,0,0,0,1.375
50.848,56.052,7690.63,0.969,1.36E-05,60.52631579,31.57894737,7.894736842,0,0,0,1.373
53.903,56.564,7397.67,0.967,1.44E-05,62.5,30,7.5,0,0,0,1.429
50.555,54.068,7306.46,0.968,1.44E-05,63.1147541,29.50819672,7.37704918,0,0,0,1.450
51.616,55.636,7322.61,0.968,1.46E-05,62.5,30,7.5,0,0,0,1.472
54.382,57.505,7234.54,0.968,1.46E-05,63.1147541,29.50819672,7.37704918,0,0,0,1.478
53.303,56.809,7554.05,0.968,1.40E-05,61.20689655,31.03448276,7.75862069,0,0,0,1.413
53.330,57.260,7492.39,0.967,1.40E-05,61.86440678,30.50847458,7.627118644,0,0,0,1.429
20.950,30.921,5545.02,0.936,3.96E-05,57.14285714,9.523809524,14.28571429,0,0,0.19047619,2.414
20.859,32.845,5076.1,0.933,3.57E-05,57.14285714,0,14.28571429,0,0,0.285714286,2.133
34.760,54.513,7325.09,0.969,1.45E-05,62.5,30,7.5,0,0,0,1.446
43.247,44.821,6567.46,0.953,1.14E-05,57.14285714,28.57142857,14.28571429,0,0,0,1.141
42.376,45.795,4970.9,0.944,1.57E-05,57.14285714,0,14.28571429,0,0,0.285714286,1.617
24.928,25.740,6754.74,0.915,9.61E-06,57.14285714,28.57142857,14.28571429,0,0,0,0.982
22.229,24.787,6221.97,0.912,1.12E-05,57.14285714,22.22222222,14.28571429,0,0,0.063492063,1.139
23.345,24.327,6176.7,0.911,1.15E-05,57.14285714,22.22222222,14.28571429,0,0,0.063492063,1.167
21.883,23.401,5791.54,0.907,1.29E-05,57.14285714,15.87301587,14.28571429,0,0,0.126984127,1.323
22.563,24.771,5712.55,0.907,1.30E-05,57.14285714,15.87301587,14.28571429,0,0,0.126984127,1.337
22.188,24.319,5391.64,0.904,1.36E-05,57.14285714,9.523809524,14.28571429,0,0,0.19047619,1.389
22.996,23.494,5363.3,0.903,1.46E-05,57.14285714,9.523809524,14.28571429,0,0,0.19047619,1.438
21.726,23.092,5127.03,0.899,1.47E-05,57.14285714,3.174603175,14.28571429,0,0,0.253968254,1.476
24.947,25.765,6477.85,0.913,1.09E-05,57.14285714,25.3968254,14.28571429,0,0,0.031746032,1.110
22.229,24.444,6053.69,0.909,1.22E-05,57.14285714,19.04761905,14.28571429,0,0,0.095238095,1.227
23.361,24.331,5981.98,0.909,1.21E-05,57.14285714,19.04761905,14.28571429,0,0,0.095238095,1.237
21.910,23.424,5619.08,0.905,1.33E-05,57.14285714,12.6984127,14.28571429,0,0,0.158730159,1.362
23.678,25.343,5559.89,0.906,1.35E-05,57.14285714,12.6984127,14.28571429,0,0,0.158730159,1.373
21.940,23.970,5252.27,0.900,1.38E-05,57.14285714,6.349206349,14.28571429,0,0,0.222222222,1.425
23.076,23.605,5210.75,0.901,1.48E-05,57.14285714,6.349206349,14.28571429,0,0,0.222222222,1.494
21.812,23.242,4998.34,0.897,1.48E-05,57.14285714,0,14.28571429,0,0,0.285714286,1.506
36.130,38.087,7834.71,0.958,1.12E-05,58.33333333,33.33333333,8.333333333,0,0,0,1.128
36.828,38.196,7680.95,0.957,1.14E-05,59.82142857,32.14285714,8.035714286,0,0,0,1.131
34.533,36.401,7646.55,0.956,1.13E-05,59.82142857,32.14285714,8.035714286,0,0,0,1.135
35.586,37.073,7477.51,0.954,1.16E-05,61.20689655,31.03448276,7.75862069,0,0,0,1.167
38.697,40.831,7539.06,0.956,1.18E-05,61.20689655,31.03448276,7.75862069,0,0,0,1.195
38.773,40.384,7360.4,0.953,1.20E-05,62.5,30,7.5,0,0,0,1.234
38.761,40.520,7324.08,0.953,1.21E-05,62.5,30,7.5,0,0,0,1.225
38.923,40.396,7151.24,0.951,1.23E-05,63.70967742,29.03225806,7.258064516,0,0,0,1.235
36.210,38.068,7797.82,0.956,1.13E-05,59.09090909,32.72727273,8.181818182,0,0,0,1.145
36.474,38.021,7585.56,0.956,1.15E-05,60.52631579,31.57894737,7.894736842,0,0,0,1.157
34.748,36.513,7572.83,0.954,1.14E-05,60.52631579,31.57894737,7.894736842,0,0,0,1.151
35.107,36.711,7385,0.953,1.16E-05,61.86440678,30.50847458,7.627118644,0,0,0,1.178
38.663,40.684,7450.61,0.954,1.19E-05,61.86440678,30.50847458,7.627118644,0,0,0,1.215
38.708,40.279,7280.95,0.952,1.21E-05,63.1147541,29.50819672,7.37704918,0,0,0,1.216
38.658,40.496,7251.04,0.952,1.22E-05,63.1147541,29.50819672,7.37704918,0,0,0,1.232
38.865,40.290,7098.24,0.950,1.24E-05,64.28571429,28.57142857,7.142857143,0,0,0,1.235
18.889,22.283,6748.81,0.914,9.87E-06,57.14285714,28.57142857,14.28571429,0,0,0,0.996
17.279,21.440,5158.53,0.908,2.40E-05,57.14285714,0,14.28571429,0,0,0.285714286,1.662
30.821,36.310,7979.4,0.963,1.16E-05,58.33333333,33.33333333,8.333333333,0,0,0,1.155
28.291,33.009,7074.59,0.948,1.26E-05,64.28571429,28.57142857,7.142857143,0,0,0,1.278
7.481,7.856,995.781,0.506,1.56E-05,57.14285714,28.57142857,14.28571429,0,0,0,1.630
6.615,7.104,801.343,0.478,9.51E-05,57.14285714,22.22222222,14.28571429,0,0,0.063492063,3.062
7.018,7.287,802.413,0.486,1.13E-04,57.14285714,22.22222222,14.28571429,0,0,0.063492063,3.186
6.673,7.099,660.101,0.462,8.67E-05,57.14285714,15.87301587,14.28571429,0,0,0.126984127,2.410
7.732,8.057,692.145,0.487,4.30E-05,57.14285714,9.523809524,14.28571429,0,0,0.19047619,3.216
7.993,8.390,681.57,0.491,1.88E-05,57.14285714,3.174603175,14.28571429,0,0,0.253968254,2.135
7.219,7.601,869.688,0.492,3.68E-05,57.14285714,25.3968254,14.28571429,0,0,0.031746032,2.449
5.904,6.298,712.896,0.463,2.24E-04,57.14285714,19.04761905,14.28571429,0,0,0.095238095,3.619
7.024,7.247,721.393,0.473,1.33E-04,57.14285714,19.04761905,14.28571429,0,0,0.095238095,3.172
6.071,6.315,595.966,0.449,1.40E-04,57.14285714,12.6984127,14.28571429,0,0,0.158730159,2.902
7.764,8.100,670.242,0.485,2.87E-05,57.14285714,6.349206349,14.28571429,0,0,0.222222222,2.597
8.111,8.449,684.184,0.495,1.44E-05,57.14285714,0,14.28571429,0,0,0.285714286,1.779
13.032,13.220,1601.08,0.634,6.06E-06,59.82142857,32.14285714,8.035714286,0,0,0,0.623
12.290,12.585,1406.53,0.592,5.01E-06,62.5,30,7.5,0,0,0,0.513
12.254,12.628,1328.05,0.589,4.49E-06,62.5,30,7.5,0,0,0,0.468
12.090,12.360,1254.13,0.573,4.11E-06,63.70967742,29.03225806,7.258064516,0,0,0,0.426
13.779,14.146,1641.48,0.639,6.10E-06,59.09090909,32.72727273,8.181818182,0,0,0,0.618
12.016,12.252,1453.34,0.603,5.43E-06,61.86440678,30.50847458,7.627118644,0,0,0,0.554
11.708,11.954,1359.42,0.584,4.78E-06,63.1147541,29.50819672,7.37704918,0,0,0,0.491
11.500,11.721,1208.95,0.566,3.90E-06,64.28571429,28.57142857,7.142857143,0,0,0,0.409
16.659,18.318,6953.01,0.907,8.79E-06,57.14285714,28.57142857,14.28571429,0,0,0,0.909
16.880,17.764,6458.83,0.904,1.06E-05,57.14285714,23.80952381,14.28571429,0,0,0.047619048,1.077
14.858,17.931,5470.79,0.895,1.29E-05,57.14285714,9.523809524,14.28571429,0,0,0.19047619,1.341
15.013,18.279,5170.56,0.894,1.33E-05,57.14285714,4.761904762,14.28571429,0,0,0.238095238,1.366
15.900,18.333,6534.1,0.904,1.04E-05,57.14285714,23.80952381,14.28571429,0,0,0.047619048,1.079
15.869,17.764,6095.53,0.902,1.14E-05,57.14285714,19.04761905,14.28571429,0,0,0.095238095,1.164
14.660,17.863,5288.15,0.892,1.36E-05,57.14285714,4.761904762,14.28571429,0,0,0.238095238,1.412
15.152,17.443,4995.5,0.891,1.38E-05,57.14285714,0,14.28571429,0,0,0.285714286,1.443
27.968,30.460,7979.38,0.956,1.08E-05,58.33333333,33.33333333,8.333333333,0,0,0,1.093
27.033,29.918,7833.71,0.954,1.10E-05,59.45945946,32.43243243,8.108108108,0,0,0,1.110
26.992,29.268,7436.04,0.948,1.16E-05,62.5,30,7.5,0,0,0,1.159
25.919,28.946,7376.77,0.947,1.18E-05,63.41463415,29.26829268,7.317073171,0,0,0,1.199
27.932,30.085,7821.19,0.954,1.10E-05,59.45945946,32.43243243,8.108108108,0,0,0,1.105
27.003,29.607,7686.28,0.952,1.12E-05,60.52631579,31.57894737,7.894736842,0,0,0,1.123
26.297,28.945,7349.35,0.947,1.18E-05,63.41463415,29.26829268,7.317073171,0,0,0,1.183
25.967,28.721,7262.27,0.945,1.20E-05,64.28571429,28.57142857,7.142857143,0,0,0,1.212
14.164,18.795,6656.28,0.900,9.18E-06,57.14285714,28.57142857,14.28571429,0,0,0,0.942
16.657,19.921,4974.86,0.894,1.41E-05,57.14285714,0,14.28571429,0,0,0.285714286,1.412
31.129,34.199,7854.03,0.958,1.12E-05,58.33333333,33.33333333,8.333333333,0,0,0,1.134
22.446,29.504,7067.77,0.942,1.18E-05,64.28571429,28.57142857,7.142857143,0,0,0,1.138
6.703,10.253,5462.12,0.810,2.57E-05,57.14285714,9.523809524,14.28571429,0,0,0.19047619,3.062
6.801,9.990,5187.22,0.799,2.68E-05,57.14285714,4.761904762,14.28571429,0,0,0.238095238,3.304
10.889,13.442,3923.01,0.798,1.84E-05,57.14285714,23.80952381,14.28571429,0,0,0.047619048,1.767
11.176,13.641,3602.79,0.798,2.85E-05,57.14285714,19.04761905,14.28571429,0,0,0.095238095,2.566
12.287,13.884,3465.75,0.800,4.42E-05,57.14285714,4.761904762,14.28571429,0,0,0.238095238,3.476
12.552,13.844,3307.55,0.794,5.93E-05,57.14285714,0,14.28571429,0,0,0.285714286,3.831
12.575,16.964,8020.2,0.919,8.75E-06,58.33333333,33.33333333,8.333333333,0,0,0,0.876
12.641,16.400,7849.14,0.916,9.27E-06,59.45945946,32.43243243,8.108108108,0,0,0,0.932
11.912,15.206,7385.41,0.899,1.02E-05,62.5,30,7.5,0,0,0,1.051
11.950,15.049,7202.76,0.894,1.08E-05,63.41463415,29.26829268,7.317073171,0,0,0,1.103
12.314,16.946,7821.64,0.915,9.08E-06,59.45945946,32.43243243,8.108108108,0,0,0,0.924
12.298,16.362,7623.87,0.913,9.57E-06,60.52631579,31.57894737,7.894736842,0,0,0,0.964
11.150,15.731,7258.92,0.897,1.06E-05,63.41463415,29.26829268,7.317073171,0,0,0,1.071
11.638,15.504,7152.25,0.892,1.11E-05,64.28571429,28.57142857,7.142857143,0,0,0,1.124
22.291,30.809,7575.77,0.964,1.04E-05,57.14285714,23.80952381,9.523809524,9.523809524,0,0,1.061
7.520,7.878,970.213,0.504,1.53E-05,57.14285714,28.57142857,14.28571429,0,0,0,1.606
7.459,7.813,812.901,0.481,1.01E-04,57.14285714,23.80952381,14.28571429,0,0,0.047619048,2.741
20.201,21.345,5306.04,0.904,1.48E-05,57.14285714,4.761904762,14.28571429,0,0,0.238095238,1.490
7.358,7.783,820.87,0.483,1.22E-04,57.14285714,23.80952381,14.28571429,0,0,0.047619048,2.710
7.983,8.158,691.757,0.493,2.40E-05,57.14285714,4.761904762,14.28571429,0,0,0.238095238,2.389
18.869,21.060,5034.43,0.902,1.47E-05,57.14285714,0,14.28571429,0,0,0.285714286,1.521
32.824,33.943,8017.86,0.959,1.12E-05,58.33333333,33.33333333,8.333333333,0,0,0,1.129
13.942,14.109,1627.21,0.634,6.22E-06,59.45945946,32.43243243,8.108108108,0,0,0,0.632
11.621,11.876,1354.47,0.589,4.83E-06,62.5,30,7.5,0,0,0,0.493
13.908,14.178,1615.97,0.634,6.22E-06,59.45945946,32.43243243,8.108108108,0,0,0,0.636
11.692,12.078,1287.46,0.577,4.36E-06,63.41463415,29.26829268,7.317073171,0,0,0,0.449
29.188,29.253,1784.96,0.766,5.08E-06,57.14285714,23.80952381,9.523809524,9.523809524,0,0,0.512
14.621,24.614,6893.06,0.910,9.60E-06,58.62068966,31.03448276,10.34482759,0,0,0,0.978
15.687,22.386,5917.24,0.905,1.37E-05,58.62068966,17.24137931,10.34482759,0,0,0.137931034,1.413
14.662,24.664,6818.01,0.911,9.23E-06,57.14285714,28.57142857,14.28571429,0,0,0,0.942
15.553,21.101,5862.6,0.904,1.35E-05,57.14285714,14.28571429,14.28571429,0,0,0.142857143,1.362
14.281,23.465,6721.11,0.907,9.32E-06,57.14285714,28.57142857,14.28571429,0,0,0,0.960
15.709,22.231,5843.09,0.904,1.36E-05,57.14285714,14.28571429,14.28571429,0,0,0.142857143,1.397
14.533,23.187,5670.67,0.901,1.25E-05,57.14285714,14.28571429,14.28571429,0,0,0.142857143,1.277
15.779,19.551,4963.87,0.896,1.41E-05,57.14285714,0,14.28571429,0,0,0.285714286,1.477
28.269,35.608,8003.76,0.959,1.10E-05,58.33333333,33.33333333,8.333333333,0,0,0,1.096
23.869,38.046,7477.38,0.952,1.15E-05,61.53846154,30.76923077,7.692307692,0,0,0,1.169
25.951,38.808,7575.69,0.954,1.16E-05,61.53846154,30.76923077,7.692307692,0,0,0,1.163
21.860,35.643,7101.38,0.945,1.21E-05,64.28571429,28.57142857,7.142857143,0,0,0,1.211
13.858,18.291,6693.71,0.898,9.54E-06,57.14285714,28.57142857,14.28571429,0,0,0,0.983
12.936,18.045,6183.4,0.893,1.12E-05,57.14285714,22.22222222,14.28571429,0,0,0.063492063,1.168
15.231,21.785,6278.29,0.908,1.18E-05,57.14285714,22.22222222,14.28571429,0,0,0.063492063,1.195
15.154,21.528,5827.66,0.904,1.29E-05,57.14285714,15.87301587,14.28571429,0,0,0.126984127,1.310
15.331,20.199,5778.34,0.900,1.32E-05,57.14285714,15.87301587,14.28571429,0,0,0.126984127,1.364
14.702,20.234,5524.34,0.898,1.39E-05,57.14285714,9.523809524,14.28571429,0,0,0.19047619,1.433
15.454,23.228,5460.94,0.903,1.44E-05,57.14285714,9.523809524,14.28571429,0,0,0.19047619,1.461
15.490,22.978,5087.91,0.901,1.45E-05,57.14285714,3.174603175,14.28571429,0,0,0.253968254,1.499
14.457,18.079,6382.01,0.896,1.10E-05,57.14285714,25.3968254,14.28571429,0,0,0.031746032,1.123
13.801,17.868,5943.67,0.890,1.22E-05,57.14285714,19.04761905,14.28571429,0,0,0.095238095,1.232
14.840,20.895,5946.34,0.905,1.25E-05,57.14285714,19.04761905,14.28571429,0,0,0.095238095,1.256
15.394,20.541,5630.44,0.901,1.35E-05,57.14285714,12.6984127,14.28571429,0,0,0.158730159,1.374
14.552,20.140,5238.76,0.896,1.40E-05,57.14285714,6.349206349,14.28571429,0,0,0.222222222,1.425
15.078,22.195,5280.7,0.901,1.47E-05,57.14285714,6.349206349,14.28571429,0,0,0.222222222,1.501
15.153,22.381,4998.56,0.898,1.48E-05,57.14285714,0,14.28571429,0,0,0.285714286,1.520
26.771,37.660,7974.43,0.959,1.11E-05,58.33333333,33.33333333,8.333333333,0,0,0,1.139
26.270,38.118,7740.67,0.957,1.13E-05,59.82142857,32.14285714,8.035714286,0,0,0,1.137
24.946,32.160,7707.23,0.952,1.10E-05,59.82142857,32.14285714,8.035714286,0,0,0,1.124
24.482,32.534,7536.79,0.950,1.13E-05,61.20689655,31.03448276,7.75862069,0,0,0,1.136
23.918,32.994,7521.68,0.952,1.14E-05,61.20689655,31.03448276,7.75862069,0,0,0,1.153
23.631,32.813,7351.6,0.950,1.17E-05,62.5,30,7.5,0,0,0,1.186
21.357,26.836,7253.03,0.941,1.14E-05,62.5,30,7.5,0,0,0,1.138
21.241,26.920,7123.74,0.939,1.17E-05,63.70967742,29.03225806,7.258064516,0,0,0,1.193
26.661,37.478,7807.55,0.958,1.12E-05,59.09090909,32.72727273,8.181818182,0,0,0,1.126
26.205,37.980,7633.39,0.956,1.15E-05,60.52631579,31.57894737,7.894736842,0,0,0,1.145
24.896,32.140,7607.52,0.951,1.12E-05,60.52631579,31.57894737,7.894736842,0,0,0,1.137
24.415,32.520,7413.92,0.949,1.15E-05,61.86440678,30.50847458,7.627118644,0,0,0,1.169
23.955,33.373,7425.43,0.952,1.16E-05,61.86440678,30.50847458,7.627118644,0,0,0,1.176
23.728,33.110,7283.42,0.950,1.19E-05,63.1147541,29.50819672,7.37704918,0,0,0,1.196
21.538,27.349,7200.9,0.941,1.17E-05,63.1147541,29.50819672,7.37704918,0,0,0,1.178
21.415,27.382,7087.6,0.938,1.19E-05,64.28571429,28.57142857,7.142857143,0,0,0,1.208
28.364,28.456,6721.91,0.916,9.64E-06,57.14285714,28.57142857,14.28571429,0,0,0,0.972
25.798,26.071,5949.75,0.911,1.26E-05,57.14285714,19.04761905,14.28571429,0,0,0.095238095,1.288
27.110,27.589,5965.45,0.911,1.20E-05,57.14285714,19.04761905,14.28571429,0,0,0.095238095,1.240
25.926,26.150,5398.08,0.905,1.33E-05,57.14285714,9.523809524,14.28571429,0,0,0.19047619,1.398
28.181,28.327,5897.29,0.910,1.64E-05,57.14285714,19.04761905,14.28571429,0,0,0.095238095,1.684
25.287,26.337,5457.88,0.903,1.57E-05,57.14285714,9.523809524,14.28571429,0,0,0.19047619,1.623
26.886,28.406,5371.2,0.905,1.64E-05,57.14285714,9.523809524,14.28571429,0,0,0.19047619,1.699
24.625,25.497,5081.51,0.897,1.62E-05,57.14285714,0,14.28571429,0,0,0.285714286,1.713
44.196,44.483,7812.13,0.961,1.14E-05,58.33333333,33.33333333,8.333333333,0,0,0,1.148
44.292,44.465,7577.1,0.958,1.17E-05,60.52631579,31.57894737,7.894736842,0,0,0,1.186
43.941,44.251,7544.59,0.958,1.18E-05,60.52631579,31.57894737,7.894736842,0,0,0,1.204
44.292,44.393,7330.28,0.955,1.20E-05,62.5,30,7.5,0,0,0,1.218
43.896,44.254,7470.95,0.959,1.18E-05,60.52631579,31.57894737,7.894736842,0,0,0,1.180
44.280,44.465,7210.41,0.956,1.21E-05,62.5,30,7.5,0,0,0,1.213
43.998,44.115,7288.98,0.956,1.21E-05,62.5,30,7.5,0,0,0,1.226
44.320,44.392,7044.53,0.953,1.24E-05,64.28571429,28.57142857,7.142857143,0,0,0,1.252
15.184,21.517,6858.61,0.909,9.05E-06,57.14285714,28.57142857,14.28571429,0,0,0,0.910
14.107,20.960,5031.04,0.894,1.40E-05,57.14285714,0,14.28571429,0,0,0.285714286,1.417
26.474,35.932,7930.04,0.958,1.10E-05,58.33333333,33.33333333,8.333333333,0,0,0,1.111
24.432,34.029,7206.29,0.948,1.21E-05,64.28571429,28.57142857,7.142857143,0,0,0,1.246
15.686,23.779,6865.05,0.907,9.10E-06,57.14285714,28.57142857,14.28571429,0,0,0,0.921
14.853,23.823,6473.49,0.904,1.07E-05,57.14285714,23.80952381,14.28571429,0,0,0.047619048,1.085
13.748,22.081,5407.54,0.895,1.31E-05,57.14285714,9.523809524,14.28571429,0,0,0.19047619,1.340
13.737,22.478,5142.39,0.892,1.35E-05,57.14285714,4.761904762,14.28571429,0,0,0.238095238,1.402
14.999,21.844,6417.85,0.904,1.06E-05,57.14285714,23.80952381,14.28571429,0,0,0.047619048,1.090
14.834,21.846,6073.77,0.902,1.16E-05,57.14285714,19.04761905,14.28571429,0,0,0.095238095,1.171
13.673,20.995,5178.1,0.892,1.36E-05,57.14285714,4.761904762,14.28571429,0,0,0.238095238,1.410
13.492,21.445,4966.24,0.889,1.39E-05,57.14285714,0,14.28571429,0,0,0.285714286,1.431
25.286,36.982,7891.86,0.956,1.09E-05,58.33333333,33.33333333,8.333333333,0,0,0,1.093
25.175,36.911,7777.08,0.954,1.11E-05,59.45945946,32.43243243,8.108108108,0,0,0,1.108
24.991,37.499,7415.14,0.949,1.18E-05,62.5,30,7.5,0,0,0,1.177
25.023,37.390,7286.96,0.947,1.20E-05,63.41463415,29.26829268,7.317073171,0,0,0,1.198
25.139,36.535,7776.1,0.954,1.10E-05,59.45945946,32.43243243,8.108108108,0,0,0,1.126
25.054,36.513,7641.97,0.952,1.12E-05,60.52631579,31.57894737,7.894736842,0,0,0,1.126
24.177,37.572,7297.93,0.947,1.20E-05,63.41463415,29.26829268,7.317073171,0,0,0,1.205
24.195,37.472,7205.01,0.945,1.21E-05,64.28571429,28.57142857,7.142857143,0,0,0,1.215
20.040,25.632,6771.02,0.908,9.25E-06,57.14285714,28.57142857,14.28571429,0,0,0,0.938
18.685,23.314,6215.53,0.904,1.13E-05,57.14285714,22.22222222,14.28571429,0,0,0.063492063,1.168
20.119,24.219,6197.73,0.905,1.12E-05,57.14285714,22.22222222,14.28571429,0,0,0.063492063,1.153
18.084,22.832,5771.06,0.901,1.30E-05,57.14285714,15.87301587,14.28571429,0,0,0.126984127,1.325
18.947,24.847,5736.78,0.901,1.26E-05,57.14285714,15.87301587,14.28571429,0,0,0.126984127,1.285
18.759,23.586,5334.63,0.896,1.33E-05,57.14285714,9.523809524,14.28571429,0,0,0.19047619,1.339
18.810,22.358,5149.05,0.894,1.39E-05,57.14285714,3.174603175,14.28571429,0,0,0.253968254,1.450
