PLD (Å),LCD (Å),Sacc (m2/g),Porosity,KCH4 (mol/kg/Pa),%C,%H,%N,%O,%Metalloid,%Halogen,CH4-1 bar (mol/kg)
36.667,71.18,4953.92,0.948,6.00E-06,57.14285714,0,14.28571429,0,0,0.285714286,0.581
10.766,17.442,5113.21,0.82,9.76E-06,59.73154362,32.2147651,8.053691275,0,0,0,0.93
10.643,17.82,5204.9,0.826,9.08E-06,59.06040268,32.2147651,8.053691275,0,0.006711409,0,0.877
33.224,35.802,5804.9,0.936,6.19E-06,57.14285714,15.87301587,14.28571429,0,0,0.126984127,0.613
31.728,34.25,5633.65,0.934,6.51E-06,57.14285714,12.6984127,14.28571429,0,0,0.158730159,0.626
33.193,35.468,6252.49,0.938,6.54E-06,57.14285714,22.22222222,14.28571429,0,0,0.063492063,0.65
33.014,33.831,6064.18,0.937,6.24E-06,57.14285714,19.04761905,14.28571429,0,0,0.095238095,0.62
33.366,35.898,5444.79,0.933,5.90E-06,57.14285714,9.523809524,14.28571429,0,0,0.19047619,0.582
33.423,34.215,5322.17,0.932,6.17E-06,57.14285714,6.349206349,14.28571429,0,0,0.222222222,0.604
31.622,34.56,5517.46,0.934,6.73E-06,57.14285714,9.523809524,14.28571429,0,0,0.19047619,0.651
30.338,31.973,5391.55,0.929,6.62E-06,57.14285714,6.349206349,14.28571429,0,0,0.222222222,0.633
33.08,35.542,5801.34,0.936,6.64E-06,57.14285714,15.87301587,14.28571429,0,0,0.126984127,0.65
33.064,33.799,5643.05,0.935,6.35E-06,57.14285714,12.6984127,14.28571429,0,0,0.158730159,0.627
32.823,34.738,5176.93,0.932,6.33E-06,57.14285714,3.174603175,14.28571429,0,0,0.253968254,0.61
32.836,34.389,5053.11,0.93,6.16E-06,57.14285714,0,14.28571429,0,0,0.285714286,0.597
51.404,55.441,7462.48,0.97,1.08E-05,61.20689655,31.03448276,7.75862069,0,0,0,1.076
50.67,54.484,7397.96,0.968,1.07E-05,61.86440678,30.50847458,7.627118644,0,0,0,1.055
52.217,56.088,7792.88,0.97,1.07E-05,59.82142857,32.14285714,8.035714286,0,0,0,1.069
50.848,56.052,7690.63,0.969,1.05E-05,60.52631579,31.57894737,7.894736842,0,0,0,1.05
53.903,56.564,7397.67,0.967,1.06E-05,62.5,30,7.5,0,0,0,1.055
50.555,54.068,7306.46,0.968,1.05E-05,63.1147541,29.50819672,7.37704918,0,0,0,1.046
51.616,55.636,7322.61,0.968,1.07E-05,62.5,30,7.5,0,0,0,1.067
54.382,57.505,7234.54,0.968,1.06E-05,63.1147541,29.50819672,7.37704918,0,0,0,1.048
53.303,56.809,7554.05,0.968,1.07E-05,61.20689655,31.03448276,7.75862069,0,0,0,1.061
53.33,57.26,7492.39,0.967,1.05E-05,61.86440678,30.50847458,7.627118644,0,0,0,1.061
20.95,30.921,5545.02,0.936,6.32E-06,57.14285714,9.523809524,14.28571429,0,0,0.19047619,0.618
20.859,32.845,5076.1,0.933,6.08E-06,57.14285714,0,14.28571429,0,0,0.285714286,0.593
34.76,54.513,7325.09,0.969,1.06E-05,62.5,30,7.5,0,0,0,1.049
43.247,44.821,6567.46,0.953,8.21E-06,57.14285714,28.57142857,14.28571429,0,0,0,0.81
42.376,45.795,4970.9,0.944,5.82E-06,57.14285714,0,14.28571429,0,0,0.285714286,0.575
24.928,25.74,6754.74,0.915,6.40E-06,57.14285714,28.57142857,14.28571429,0,0,0,0.637
22.229,24.787,6221.97,0.912,5.85E-06,57.14285714,22.22222222,14.28571429,0,0,0.063492063,0.577
23.345,24.327,6176.7,0.911,5.91E-06,57.14285714,22.22222222,14.28571429,0,0,0.063492063,0.597
21.883,23.401,5791.54,0.907,5.46E-06,57.14285714,15.87301587,14.28571429,0,0,0.126984127,0.55
22.563,24.771,5712.55,0.907,5.44E-06,57.14285714,15.87301587,14.28571429,0,0,0.126984127,0.547
22.188,24.319,5391.64,0.904,5.08E-06,57.14285714,9.523809524,14.28571429,0,0,0.19047619,0.51
22.996,23.494,5363.3,0.903,5.12E-06,57.14285714,9.523809524,14.28571429,0,0,0.19047619,0.51
21.726,23.092,5127.03,0.899,4.79E-06,57.14285714,3.174603175,14.28571429,0,0,0.253968254,0.475
24.947,25.765,6477.85,0.913,6.10E-06,57.14285714,25.3968254,14.28571429,0,0,0.031746032,0.611
22.229,24.444,6053.69,0.909,5.59E-06,57.14285714,19.04761905,14.28571429,0,0,0.095238095,0.56
23.361,24.331,5981.98,0.909,5.68E-06,57.14285714,19.04761905,14.28571429,0,0,0.095238095,0.566
21.91,23.424,5619.08,0.905,5.29E-06,57.14285714,12.6984127,14.28571429,0,0,0.158730159,0.529
23.678,25.343,5559.89,0.906,5.25E-06,57.14285714,12.6984127,14.28571429,0,0,0.158730159,0.53
21.94,23.97,5252.27,0.9,4.90E-06,57.14285714,6.349206349,14.28571429,0,0,0.222222222,0.496
23.076,23.605,5210.75,0.901,4.99E-06,57.14285714,6.349206349,14.28571429,0,0,0.222222222,0.495
21.812,23.242,4998.34,0.897,4.70E-06,57.14285714,0,14.28571429,0,0,0.285714286,0.466
36.13,38.087,7834.71,0.958,8.48E-06,58.33333333,33.33333333,8.333333333,0,0,0,0.847
36.828,38.196,7680.95,0.957,8.41E-06,59.82142857,32.14285714,8.035714286,0,0,0,0.843
34.533,36.401,7646.55,0.956,8.32E-06,59.82142857,32.14285714,8.035714286,0,0,0,0.84
35.586,37.073,7477.51,0.954,8.28E-06,61.20689655,31.03448276,7.75862069,0,0,0,0.827
38.697,40.831,7539.06,0.956,8.44E-06,61.20689655,31.03448276,7.75862069,0,0,0,0.839
38.773,40.384,7360.4,0.953,8.37E-06,62.5,30,7.5,0,0,0,0.836
38.761,40.52,7324.08,0.953,8.40E-06,62.5,30,7.5,0,0,0,0.842
38.923,40.396,7151.24,0.951,8.33E-06,63.70967742,29.03225806,7.258064516,0,0,0,0.829
36.21,38.068,7797.82,0.956,8.44E-06,59.09090909,32.72727273,8.181818182,0,0,0,0.837
36.474,38.021,7585.56,0.956,8.35E-06,60.52631579,31.57894737,7.894736842,0,0,0,0.833
34.748,36.513,7572.83,0.954,8.29E-06,60.52631579,31.57894737,7.894736842,0,0,0,0.833
35.107,36.711,7385,0.953,8.22E-06,61.86440678,30.50847458,7.627118644,0,0,0,0.838
38.663,40.684,7450.61,0.954,8.42E-06,61.86440678,30.50847458,7.627118644,0,0,0,0.839
38.708,40.279,7280.95,0.952,8.35E-06,63.1147541,29.50819672,7.37704918,0,0,0,0.832
38.658,40.496,7251.04,0.952,8.37E-06,63.1147541,29.50819672,7.37704918,0,0,0,0.836
38.865,40.29,7098.24,0.95,8.31E-06,64.28571429,28.57142857,7.142857143,0,0,0,0.828
18.889,22.283,6748.81,0.914,6.45E-06,57.14285714,28.57142857,14.28571429,0,0,0,0.643
17.279,21.44,5158.53,0.908,5.38E-06,57.14285714,0,14.28571429,0,0,0.285714286,0.525
30.821,36.31,7979.4,0.963,9.06E-06,58.33333333,33.33333333,8.333333333,0,0,0,0.909
28.291,33.009,7074.59,0.948,8.34E-06,64.28571429,28.57142857,7.142857143,0,0,0,0.832
7.481,7.856,995.781,0.506,9.77E-06,57.14285714,28.57142857,14.28571429,0,0,0,0.824
6.615,7.104,801.343,0.478,9.66E-06,57.14285714,22.22222222,14.28571429,0,0,0.063492063,0.767
7.018,7.287,802.413,0.486,9.65E-06,57.14285714,22.22222222,14.28571429,0,0,0.063492063,0.764
6.673,7.099,660.101,0.462,9.63E-06,57.14285714,15.87301587,14.28571429,0,0,0.126984127,0.721
7.732,8.057,692.145,0.487,6.04E-06,57.14285714,9.523809524,14.28571429,0,0,0.19047619,0.532
7.993,8.39,681.57,0.491,5.95E-06,57.14285714,3.174603175,14.28571429,0,0,0.253968254,0.531
7.219,7.601,869.688,0.492,9.70E-06,57.14285714,25.3968254,14.28571429,0,0,0.031746032,0.795
5.904,6.298,712.896,0.463,9.92E-06,57.14285714,19.04761905,14.28571429,0,0,0.095238095,0.765
7.024,7.247,721.393,0.473,9.12E-06,57.14285714,19.04761905,14.28571429,0,0,0.095238095,0.716
6.071,6.315,595.966,0.449,9.49E-06,57.14285714,12.6984127,14.28571429,0,0,0.158730159,0.693
7.764,8.1,670.242,0.485,6.10E-06,57.14285714,6.349206349,14.28571429,0,0,0.222222222,0.535
8.111,8.449,684.184,0.495,5.93E-06,57.14285714,0,14.28571429,0,0,0.285714286,0.539
13.032,13.22,1601.08,0.634,4.31E-06,59.82142857,32.14285714,8.035714286,0,0,0,0.423
12.29,12.585,1406.53,0.592,3.44E-06,62.5,30,7.5,0,0,0,0.341
12.254,12.628,1328.05,0.589,3.10E-06,62.5,30,7.5,0,0,0,0.306
12.09,12.36,1254.13,0.573,2.72E-06,63.70967742,29.03225806,7.258064516,0,0,0,0.269
13.779,14.146,1641.48,0.639,4.29E-06,59.09090909,32.72727273,8.181818182,0,0,0,0.427
12.016,12.252,1453.34,0.603,3.78E-06,61.86440678,30.50847458,7.627118644,0,0,0,0.373
11.708,11.954,1359.42,0.584,3.24E-06,63.1147541,29.50819672,7.37704918,0,0,0,0.32
11.5,11.721,1208.95,0.566,2.52E-06,64.28571429,28.57142857,7.142857143,0,0,0,0.253
16.659,18.318,6953.01,0.907,6.00E-06,57.14285714,28.57142857,14.28571429,0,0,0,0.603
16.88,17.764,6458.83,0.904,5.64E-06,57.14285714,23.80952381,14.28571429,0,0,0.047619048,0.565
14.858,17.931,5470.79,0.895,4.85E-06,57.14285714,9.523809524,14.28571429,0,0,0.19047619,0.486
15.013,18.279,5170.56,0.894,4.65E-06,57.14285714,4.761904762,14.28571429,0,0,0.238095238,0.469
15.9,18.333,6534.1,0.904,5.66E-06,57.14285714,23.80952381,14.28571429,0,0,0.047619048,0.566
15.869,17.764,6095.53,0.902,5.34E-06,57.14285714,19.04761905,14.28571429,0,0,0.095238095,0.54
14.66,17.863,5288.15,0.892,4.62E-06,57.14285714,4.761904762,14.28571429,0,0,0.238095238,0.462
15.152,17.443,4995.5,0.891,4.46E-06,57.14285714,0,14.28571429,0,0,0.285714286,0.447
27.968,30.46,7979.38,0.956,8.24E-06,58.33333333,33.33333333,8.333333333,0,0,0,0.82
27.033,29.918,7833.71,0.954,8.18E-06,59.45945946,32.43243243,8.108108108,0,0,0,0.818
26.992,29.268,7436.04,0.948,8.12E-06,62.5,30,7.5,0,0,0,0.806
25.919,28.946,7376.77,0.947,8.12E-06,63.41463415,29.26829268,7.317073171,0,0,0,0.807
27.932,30.085,7821.19,0.954,8.17E-06,59.45945946,32.43243243,8.108108108,0,0,0,0.815
27.003,29.607,7686.28,0.952,8.12E-06,60.52631579,31.57894737,7.894736842,0,0,0,0.806
26.297,28.945,7349.35,0.947,8.08E-06,63.41463415,29.26829268,7.317073171,0,0,0,0.81
25.967,28.721,7262.27,0.945,8.10E-06,64.28571429,28.57142857,7.142857143,0,0,0,0.803
14.164,18.795,6656.28,0.9,6.05E-06,57.14285714,28.57142857,14.28571429,0,0,0,0.606
16.657,19.921,4974.86,0.894,4.53E-06,57.14285714,0,14.28571429,0,0,0.285714286,0.453
31.129,34.199,7854.03,0.958,8.52E-06,58.33333333,33.33333333,8.333333333,0,0,0,0.861
22.446,29.504,7067.77,0.942,7.72E-06,64.28571429,28.57142857,7.142857143,0,0,0,0.767
6.703,10.253,5462.12,0.81,6.34E-06,57.14285714,9.523809524,14.28571429,0,0,0.19047619,0.622
6.801,9.99,5187.22,0.799,6.27E-06,57.14285714,4.761904762,14.28571429,0,0,0.238095238,0.614
10.889,13.442,3923.01,0.798,6.11E-06,57.14285714,23.80952381,14.28571429,0,0,0.047619048,0.607
11.176,13.641,3602.79,0.798,5.93E-06,57.14285714,19.04761905,14.28571429,0,0,0.095238095,0.585
12.287,13.884,3465.75,0.8,5.76E-06,57.14285714,4.761904762,14.28571429,0,0,0.238095238,0.546
12.552,13.844,3307.55,0.794,5.50E-06,57.14285714,0,14.28571429,0,0,0.285714286,0.529
12.575,16.964,8020.2,0.919,6.12E-06,58.33333333,33.33333333,8.333333333,0,0,0,0.61
12.641,16.4,7849.14,0.916,6.24E-06,59.45945946,32.43243243,8.108108108,0,0,0,0.622
11.912,15.206,7385.41,0.899,6.40E-06,62.5,30,7.5,0,0,0,0.633
11.95,15.049,7202.76,0.894,6.53E-06,63.41463415,29.26829268,7.317073171,0,0,0,0.65
12.314,16.946,7821.64,0.915,6.18E-06,59.45945946,32.43243243,8.108108108,0,0,0,0.616
12.298,16.362,7623.87,0.913,6.29E-06,60.52631579,31.57894737,7.894736842,0,0,0,0.631
11.15,15.731,7258.92,0.897,6.48E-06,63.41463415,29.26829268,7.317073171,0,0,0,0.644
11.638,15.504,7152.25,0.892,6.61E-06,64.28571429,28.57142857,7.142857143,0,0,0,0.661
22.291,30.809,7575.77,0.964,8.17E-06,57.14285714,23.80952381,9.523809524,9.523809524,0,0,0.816
7.52,7.878,970.213,0.504,9.61E-06,57.14285714,28.57142857,14.28571429,0,0,0,0.817
7.459,7.813,812.901,0.481,9.54E-06,57.14285714,23.80952381,14.28571429,0,0,0.047619048,0.776
20.201,21.345,5306.04,0.904,4.72E-06,57.14285714,4.761904762,14.28571429,0,0,0.238095238,0.47
7.358,7.783,820.87,0.483,9.75E-06,57.14285714,23.80952381,14.28571429,0,0,0.047619048,0.79
7.983,8.158,691.757,0.493,5.88E-06,57.14285714,4.761904762,14.28571429,0,0,0.238095238,0.536
18.869,21.06,5034.43,0.902,4.63E-06,57.14285714,0,14.28571429,0,0,0.285714286,0.465
32.824,33.943,8017.86,0.959,8.66E-06,58.33333333,33.33333333,8.333333333,0,0,0,0.873
13.942,14.109,1627.21,0.634,4.33E-06,59.45945946,32.43243243,8.108108108,0,0,0,0.423
11.621,11.876,1354.47,0.589,3.32E-06,62.5,30,7.5,0,0,0,0.325
13.908,14.178,1615.97,0.634,4.33E-06,59.45945946,32.43243243,8.108108108,0,0,0,0.418
11.692,12.078,1287.46,0.577,2.94E-06,63.41463415,29.26829268,7.317073171,0,0,0,0.288
29.188,29.253,1784.96,0.766,3.23E-06,57.14285714,23.80952381,9.523809524,9.523809524,0,0,0.312
14.621,24.614,6893.06,0.91,6.38E-06,58.62068966,31.03448276,10.34482759,0,0,0,0.638
15.687,22.386,5917.24,0.905,5.33E-06,58.62068966,17.24137931,10.34482759,0,0,0.137931034,0.532
14.662,24.664,6818.01,0.911,6.20E-06,57.14285714,28.57142857,14.28571429,0,0,0,0.62
15.553,21.101,5862.6,0.904,5.16E-06,57.14285714,14.28571429,14.28571429,0,0,0.142857143,0.513
14.281,23.465,6721.11,0.907,6.17E-06,57.14285714,28.57142857,14.28571429,0,0,0,0.617
15.709,22.231,5843.09,0.904,5.14E-06,57.14285714,14.28571429,14.28571429,0,0,0.142857143,0.514
14.533,23.187,5670.67,0.901,5.19E-06,57.14285714,14.28571429,14.28571429,0,0,0.142857143,0.523
15.779,19.551,4963.87,0.896,4.60E-06,57.14285714,0,14.28571429,0,0,0.285714286,0.458
28.269,35.608,8003.76,0.959,8.51E-06,58.33333333,33.33333333,8.333333333,0,0,0,0.85
23.869,38.046,7477.38,0.952,8.14E-06,61.53846154,30.76923077,7.692307692,0,0,0,0.813
25.951,38.808,7575.69,0.954,8.33E-06,61.53846154,30.76923077,7.692307692,0,0,0,0.837
21.86,35.643,7101.38,0.945,7.96E-06,64.28571429,28.57142857,7.142857143,0,0,0,0.79
13.858,18.291,6693.71,0.898,6.17E-06,57.14285714,28.57142857,14.28571429,0,0,0,0.62
12.936,18.045,6183.4,0.893,5.65E-06,57.14285714,22.22222222,14.28571429,0,0,0.063492063,0.572
15.231,21.785,6278.29,0.908,5.70E-06,57.14285714,22.22222222,14.28571429,0,0,0.063492063,0.572
15.154,21.528,5827.66,0.904,5.29E-06,57.14285714,15.87301587,14.28571429,0,0,0.126984127,0.526
15.331,20.199,5778.34,0.9,5.26E-06,57.14285714,15.87301587,14.28571429,0,0,0.126984127,0.526
14.702,20.234,5524.34,0.898,4.89E-06,57.14285714,9.523809524,14.28571429,0,0,0.19047619,0.487
15.454,23.228,5460.94,0.903,4.97E-06,57.14285714,9.523809524,14.28571429,0,0,0.19047619,0.498
15.49,22.978,5087.91,0.901,4.78E-06,57.14285714,3.174603175,14.28571429,0,0,0.253968254,0.478
14.457,18.079,6382.01,0.896,5.91E-06,57.14285714,25.3968254,14.28571429,0,0,0.031746032,0.597
13.801,17.868,5943.67,0.89,5.45E-06,57.14285714,19.04761905,14.28571429,0,0,0.095238095,0.546
14.84,20.895,5946.34,0.905,5.51E-06,57.14285714,19.04761905,14.28571429,0,0,0.095238095,0.55
15.394,20.541,5630.44,0.901,5.09E-06,57.14285714,12.6984127,14.28571429,0,0,0.158730159,0.51
14.552,20.14,5238.76,0.896,4.84E-06,57.14285714,6.349206349,14.28571429,0,0,0.222222222,0.484
15.078,22.195,5280.7,0.901,4.83E-06,57.14285714,6.349206349,14.28571429,0,0,0.222222222,0.48
15.153,22.381,4998.56,0.898,4.61E-06,57.14285714,0,14.28571429,0,0,0.285714286,0.463
26.771,37.66,7974.43,0.959,8.53E-06,58.33333333,33.33333333,8.333333333,0,0,0,0.859
26.27,38.118,7740.67,0.957,8.43E-06,59.82142857,32.14285714,8.035714286,0,0,0,0.849
24.946,32.16,7707.23,0.952,8.11E-06,59.82142857,32.14285714,8.035714286,0,0,0,0.812
24.482,32.534,7536.79,0.95,8.07E-06,61.20689655,31.03448276,7.75862069,0,0,0,0.811
23.918,32.994,7521.68,0.952,8.13E-06,61.20689655,31.03448276,7.75862069,0,0,0,0.809
23.631,32.813,7351.6,0.95,8.07E-06,62.5,30,7.5,0,0,0,0.8
21.357,26.836,7253.03,0.941,7.69E-06,62.5,30,7.5,0,0,0,0.76
21.241,26.92,7123.74,0.939,7.68E-06,63.70967742,29.03225806,7.258064516,0,0,0,0.766
26.661,37.478,7807.55,0.958,8.48E-06,59.09090909,32.72727273,8.181818182,0,0,0,0.849
26.205,37.98,7633.39,0.956,8.38E-06,60.52631579,31.57894737,7.894736842,0,0,0,0.838
24.896,32.14,7607.52,0.951,8.08E-06,60.52631579,31.57894737,7.894736842,0,0,0,0.809
24.415,32.52,7413.92,0.949,8.04E-06,61.86440678,30.50847458,7.627118644,0,0,0,0.799
23.955,33.373,7425.43,0.952,8.15E-06,61.86440678,30.50847458,7.627118644,0,0,0,0.818
23.728,33.11,7283.42,0.95,8.08E-06,63.1147541,29.50819672,7.37704918,0,0,0,0.806
21.538,27.349,7200.9,0.941,7.74E-06,63.1147541,29.50819672,7.37704918,0,0,0,0.768
21.415,27.382,7087.6,0.938,7.71E-06,64.28571429,28.57142857,7.142857143,0,0,0,0.773
28.364,28.456,6721.91,0.916,6.51E-06,57.14285714,28.57142857,14.28571429,0,0,0,0.653
25.798,26.071,5949.75,0.911,5.70E-06,57.14285714,19.04761905,14.28571429,0,0,0.095238095,0.572
27.11,27.589,5965.45,0.911,5.73E-06,57.14285714,19.04761905,14.28571429,0,0,0.095238095,0.575
25.926,26.15,5398.08,0.905,5.16E-06,57.14285714,9.523809524,14.28571429,0,0,0.19047619,0.516
28.181,28.327,5897.29,0.91,5.64E-06,57.14285714,19.04761905,14.28571429,0,0,0.095238095,0.57
25.287,26.337,5457.88,0.903,5.24E-06,57.14285714,9.523809524,14.28571429,0,0,0.19047619,0.524
26.886,28.406,5371.2,0.905,5.21E-06,57.14285714,9.523809524,14.28571429,0,0,0.19047619,0.524
24.625,25.497,5081.51,0.897,4.82E-06,57.14285714,0,14.28571429,0,0,0.285714286,0.487
44.196,44.483,7812.13,0.961,8.76E-06,58.33333333,33.33333333,8.333333333,0,0,0,0.869
44.292,44.465,7577.1,0.958,8.55E-06,60.52631579,31.57894737,7.894736842,0,0,0,0.852
43.941,44.251,7544.59,0.958,8.59E-06,60.52631579,31.57894737,7.894736842,0,0,0,0.854
44.292,44.393,7330.28,0.955,8.47E-06,62.5,30,7.5,0,0,0,0.85
43.896,44.254,7470.95,0.959,8.63E-06,60.52631579,31.57894737,7.894736842,0,0,0,0.865
44.28,44.465,7210.41,0.956,8.48E-06,62.5,30,7.5,0,0,0,0.84
43.998,44.115,7288.98,0.956,8.51E-06,62.5,30,7.5,0,0,0,0.844
44.32,44.392,7044.53,0.953,8.41E-06,64.28571429,28.57142857,7.142857143,0,0,0,0.845
15.184,21.517,6858.61,0.909,6.11E-06,57.14285714,28.57142857,14.28571429,0,0,0,0.612
14.107,20.96,5031.04,0.894,4.48E-06,57.14285714,0,14.28571429,0,0,0.285714286,0.449
26.474,35.932,7930.04,0.958,8.36E-06,58.33333333,33.33333333,8.333333333,0,0,0,0.837
24.432,34.029,7206.29,0.948,8.12E-06,64.28571429,28.57142857,7.142857143,0,0,0,0.819
15.686,23.779,6865.05,0.907,6.08E-06,57.14285714,28.57142857,14.28571429,0,0,0,0.614
14.853,23.823,6473.49,0.904,5.69E-06,57.14285714,23.80952381,14.28571429,0,0,0.047619048,0.564
13.748,22.081,5407.54,0.895,4.86E-06,57.14285714,9.523809524,14.28571429,0,0,0.19047619,0.48
13.737,22.478,5142.39,0.892,4.67E-06,57.14285714,4.761904762,14.28571429,0,0,0.238095238,0.474
14.999,21.844,6417.85,0.904,5.72E-06,57.14285714,23.80952381,14.28571429,0,0,0.047619048,0.568
14.834,21.846,6073.77,0.902,5.39E-06,57.14285714,19.04761905,14.28571429,0,0,0.095238095,0.534
13.673,20.995,5178.1,0.892,4.65E-06,57.14285714,4.761904762,14.28571429,0,0,0.238095238,0.466
13.492,21.445,4966.24,0.889,4.47E-06,57.14285714,0,14.28571429,0,0,0.285714286,0.448
25.286,36.982,7891.86,0.956,8.27E-06,58.33333333,33.33333333,8.333333333,0,0,0,0.814
25.175,36.911,7777.08,0.954,8.19E-06,59.45945946,32.43243243,8.108108108,0,0,0,0.817
24.991,37.499,7415.14,0.949,8.12E-06,62.5,30,7.5,0,0,0,0.811
25.023,37.39,7286.96,0.947,8.10E-06,63.41463415,29.26829268,7.317073171,0,0,0,0.818
25.139,36.535,7776.1,0.954,8.19E-06,59.45945946,32.43243243,8.108108108,0,0,0,0.822
25.054,36.513,7641.97,0.952,8.12E-06,60.52631579,31.57894737,7.894736842,0,0,0,0.815
24.177,37.572,7297.93,0.947,8.11E-06,63.41463415,29.26829268,7.317073171,0,0,0,0.814
24.195,37.472,7205.01,0.945,8.08E-06,64.28571429,28.57142857,7.142857143,0,0,0,0.804
20.04,25.632,6771.02,0.908,6.16E-06,57.14285714,28.57142857,14.28571429,0,0,0,0.615
18.685,23.314,6215.53,0.904,5.66E-06,57.14285714,22.22222222,14.28571429,0,0,0.063492063,0.57
20.119,24.219,6197.73,0.905,5.67E-06,57.14285714,22.22222222,14.28571429,0,0,0.063492063,0.574
18.084,22.832,5771.06,0.901,5.25E-06,57.14285714,15.87301587,14.28571429,0,0,0.126984127,0.532
18.947,24.847,5736.78,0.901,5.24E-06,57.14285714,15.87301587,14.28571429,0,0,0.126984127,0.523
18.759,23.586,5334.63,0.896,4.93E-06,57.14285714,9.523809524,14.28571429,0,0,0.19047619,0.495
18.81,22.358,5149.05,0.894,4.60E-06,57.14285714,3.174603175,14.28571429,0,0,0.253968254,0.46
19.966,25.671,6468.24,0.906,5.89E-06,57.14285714,25.3968254,14.28571429,0,0,0.031746032,0.592
18.806,24.073,5972.49,0.902,5.45E-06,57.14285714,19.04761905,14.28571429,0,0,0.095238095,0.546
20.054,23.645,5973.02,0.902,5.45E-06,57.14285714,19.04761905,14.28571429,0,0,0.095238095,0.55
19.005,24.864,5488.93,0.899,5.11E-06,57.14285714,12.6984127,14.28571429,0,0,0.158730159,0.519
18.447,22.959,5202.45,0.895,4.78E-06,57.14285714,6.349206349,14.28571429,0,0,0.222222222,0.479
19.041,23.147,5216.62,0.896,4.77E-06,57.14285714,6.349206349,14.28571429,0,0,0.222222222,0.477
18.7,22.293,5000.79,0.892,4.49E-06,57.14285714,0,14.28571429,0,0,0.285714286,0.452
32.435,37.494,7871.79,0.956,8.30E-06,58.33333333,33.33333333,8.333333333,0,0,0,0.829
33.014,37.891,7685.68,0.954,8.23E-06,59.82142857,32.14285714,8.035714286,0,0,0,0.826
33.314,38.325,7647.85,0.954,8.22E-06,59.82142857,32.14285714,8.035714286,0,0,0,0.818
33.307,38.895,7513.26,0.952,8.15E-06,61.20689655,31.03448276,7.75862069,0,0,0,0.81
30.989,39.441,7489.4,0.951,8.17E-06,61.20689655,31.03448276,7.75862069,0,0,0,0.814
31.319,39.926,7382.21,0.949,8.12E-06,62.5,30,7.5,0,0,0,0.807
31.169,40.057,7371.79,0.949,8.11E-06,62.5,30,7.5,0,0,0,0.802
31.278,40.124,7171.35,0.947,8.08E-06,63.70967742,29.03225806,7.258064516,0,0,0,0.807
31.785,36.841,7764.96,0.954,8.25E-06,59.09090909,32.72727273,8.181818182,0,0,0,0.825
32.202,37.053,7570.34,0.952,8.18E-06,60.52631579,31.57894737,7.894736842,0,0,0,0.815
33.338,38.224,7556.66,0.953,8.16E-06,60.52631579,31.57894737,7.894736842,0,0,0,0.819
33.325,38.776,7402.71,0.95,8.11E-06,61.86440678,30.50847458,7.627118644,0,0,0,0.824
31.184,39.947,7411.83,0.95,8.15E-06,61.86440678,30.50847458,7.627118644,0,0,0,0.821
31.128,39.596,7296.91,0.949,8.11E-06,63.1147541,29.50819672,7.37704918,0,0,0,0.82
31.204,39.943,7269.01,0.948,8.11E-06,63.1147541,29.50819672,7.37704918,0,0,0,0.812
31.315,40.112,7151.56,0.946,8.07E-06,64.28571429,28.57142857,7.142857143,0,0,0,0.807
15.786,20.765,6846.38,0.908,6.10E-06,57.14285714,28.57142857,14.28571429,0,0,0,0.609
15.558,20.698,6271.6,0.904,5.59E-06,57.14285714,22.22222222,14.28571429,0,0,0.063492063,0.557
15.426,21.603,6331.47,0.905,5.60E-06,57.14285714,22.22222222,14.28571429,0,0,0.063492063,0.559
15.582,20.792,5867.61,0.902,5.17E-06,57.14285714,15.87301587,14.28571429,0,0,0.126984127,0.517
15.616,19.873,5702.93,0.9,5.22E-06,57.14285714,15.87301587,14.28571429,0,0,0.126984127,0.52
15.545,21.319,5355.25,0.899,4.89E-06,57.14285714,9.523809524,14.28571429,0,0,0.19047619,0.496
15.091,21.513,5055.89,0.895,4.64E-06,57.14285714,3.174603175,14.28571429,0,0,0.253968254,0.466
15.22,20.223,6499.94,0.905,5.83E-06,57.14285714,25.3968254,14.28571429,0,0,0.031746032,0.589
14.801,19.785,6014.57,0.9,5.39E-06,57.14285714,19.04761905,14.28571429,0,0,0.095238095,0.54
15.589,21.658,5999.53,0.903,5.41E-06,57.14285714,19.04761905,14.28571429,0,0,0.095238095,0.542
15.303,20.664,5591.12,0.901,5.05E-06,57.14285714,12.6984127,14.28571429,0,0,0.158730159,0.506
15.218,19.91,5625.04,0.899,4.99E-06,57.14285714,12.6984127,14.28571429,0,0,0.158730159,0.494
14.271,19.752,5269.44,0.894,4.70E-06,57.14285714,6.349206349,14.28571429,0,0,0.222222222,0.468
14.94,21.245,5196.03,0.896,4.77E-06,57.14285714,6.349206349,14.28571429,0,0,0.222222222,0.478
15.015,21.207,4918.58,0.893,4.51E-06,57.14285714,0,14.28571429,0,0,0.285714286,0.45
26.46,35.751,7905,0.957,8.34E-06,58.33333333,33.33333333,8.333333333,0,0,0,0.836
26.144,35.963,7740.8,0.955,8.23E-06,59.82142857,32.14285714,8.035714286,0,0,0,0.82
25.915,33.963,7731.53,0.954,8.19E-06,59.82142857,32.14285714,8.035714286,0,0,0,0.817
25.41,34.055,7553.07,0.952,8.13E-06,61.20689655,31.03448276,7.75862069,0,0,0,0.814
26.111,34.095,7553.2,0.952,8.18E-06,61.20689655,31.03448276,7.75862069,0,0,0,0.816
